date,FL794090005.Q,FL713011005.Q,FL713014003.Q,FL713012003.Q,FL633091003.Q,FL794010005.Q,FL793020005.Q,FL793030005.Q,FL793034005.Q,FL792050005.Q,FL794022005.Q,FL793069175.Q,FL793061105.Q,FL793061705.Q,FL793062005.Q,FL793063005.Q,FL794023005.Q,FL793068005.Q,FL793069005.Q,FL793065005.Q,FL793066005.Q,LM793064105.Q,LM793064205.Q,FL793070005.Q,FL793040005.Q,FL793092005.Q,FL793090005.Q,FL794190005.Q,FL794110005.Q,FL793120005.Q,FL703130005.Q,FL634090005.Q,FL792150005.Q,FL794122005.Q,FL793169175.Q,FL423161705.Q,FL793163005.Q,FL794123005.Q,FL793168005.Q,FL793169005.Q,FL643165005.Q,LM653164205.Q,FL663170003.Q,FL543140005.Q,FL153050005.Q,FL793178005.Q,FL793192005.Q,FL793190005.Q,LM793164105.Q,FL662090205.Q
1960:Q4,874472.00,17666.00,0.00,5242.00,0.00,22320.00,5498.00,1798.00,0.00,1160.00,258559.00,1915.00,135796.00,5513.00,34835.00,80500.00,302746.00,63668.00,23227.00,167428.00,48423.00,51203.00,0.00,1934.00,0.00,1195.00,205151.00,817836.00,22093.00,156322.00,176937.00,0.00,108.00,23616.00,5775.00,8061.00,9780.00,14093.00,12027.00,2066.00,0.00,17026.00,290.00,78758.00,284547.00,2364.00,1607.00,40075.00,55908.00,0.00
1961:Q1,882624.00,17329.00,0.00,5253.00,0.00,20483.00,5420.00,1863.00,0.00,2117.00,260064.00,2378.00,134365.00,5895.00,36065.00,81361.00,304289.00,61810.00,23426.00,170274.00,48779.00,57384.00,0.00,1954.00,0.00,1227.00,205241.00,823910.00,20015.00,149028.00,182482.00,0.00,1338.00,24517.00,6708.00,7579.00,10230.00,11269.00,10386.00,883.00,0.00,19440.00,300.00,79425.00,290230.00,2302.00,1625.00,41939.00,56180.00,0.00
1961:Q2,900542.00,17440.00,0.00,5281.00,0.00,20825.00,5594.00,1930.00,0.00,1037.00,264688.00,2335.00,137462.00,5985.00,36034.00,82872.00,311145.00,63008.00,24663.00,174186.00,49288.00,58511.00,0.00,1969.00,0.00,1261.00,210861.00,840761.00,20440.00,151975.00,189071.00,0.00,316.00,24881.00,6504.00,7915.00,10462.00,12337.00,10385.00,1952.00,0.00,20003.00,300.00,80196.00,295620.00,1729.00,1633.00,42260.00,56081.00,0.00
1961:Q3,920575.00,17307.00,0.00,5406.00,0.00,21562.00,5739.00,1999.00,0.00,2168.00,272648.00,2724.00,142164.00,5890.00,37840.00,84030.00,317283.00,63898.00,24830.00,178860.00,49695.00,60687.00,0.00,1981.00,0.00,1295.00,212500.00,860074.00,21691.00,155416.00,192783.00,0.00,1622.00,25143.00,6304.00,8457.00,10382.00,12915.00,11384.00,1531.00,0.00,21007.00,300.00,81095.00,301097.00,1599.00,1641.00,43765.00,56070.00,0.00
1961:Q4,947065.00,16842.00,0.00,5429.00,0.00,23491.00,6007.00,2071.00,0.00,891.00,278263.00,2759.00,144630.00,6364.00,38685.00,85825.00,329354.00,68122.00,26540.00,184004.00,50688.00,66069.00,0.00,1993.00,0.00,1330.00,215325.00,883838.00,23208.00,162367.00,197676.00,0.00,274.00,25568.00,6302.00,8764.00,10502.00,15372.00,13346.00,2026.00,0.00,22875.00,300.00,82112.00,306733.00,1392.00,1807.00,44154.00,78518.00,0.00
1962:Q1,951193.00,16643.00,0.00,5432.00,0.00,21774.00,5803.00,2140.00,0.00,2403.00,281237.00,3202.00,143787.00,6996.00,40480.00,86772.00,331257.00,66909.00,25945.00,187673.00,50730.00,65852.00,36.00,2035.00,0.00,1367.00,215214.00,887771.00,20564.00,154500.00,206020.00,0.00,1693.00,26942.00,7107.00,9163.00,10672.00,12967.00,11872.00,1095.00,0.00,23048.00,310.00,83115.00,309318.00,1708.00,1818.00,45768.00,77641.00,0.00
1962:Q2,958102.00,16825.00,0.00,5442.00,0.00,21896.00,5911.00,2211.00,0.00,1363.00,285765.00,2901.00,144798.00,7483.00,42071.00,88512.00,341220.00,68661.00,26411.00,193139.00,53009.00,51636.00,97.00,2093.00,0.00,1404.00,222239.00,898426.00,20708.00,158642.00,213477.00,0.00,560.00,27175.00,7138.00,9524.00,10513.00,14129.00,11812.00,2317.00,0.00,18436.00,310.00,84072.00,310998.00,1610.00,1828.00,46481.00,59789.00,0.00
1962:Q3,974614.00,16372.00,0.00,5394.00,0.00,23778.00,6030.00,2286.00,0.00,2115.00,287797.00,3167.00,144532.00,7301.00,43002.00,89795.00,349816.00,70053.00,26591.00,198999.00,54173.00,54998.00,158.00,2153.00,0.00,1444.00,222273.00,913368.00,23435.00,157533.00,218126.00,0.00,1388.00,27945.00,7518.00,10113.00,10314.00,15060.00,12318.00,2742.00,0.00,19088.00,320.00,84951.00,313957.00,1915.00,1837.00,47813.00,63125.00,0.00
1962:Q4,1005308.00,16011.00,0.00,5411.00,0.00,24913.00,6330.00,2362.00,0.00,1660.00,296657.00,2992.00,149211.00,8225.00,44443.00,91786.00,363991.00,75331.00,28064.00,204957.00,55639.00,62257.00,194.00,2201.00,0.00,1483.00,221838.00,940305.00,23067.00,167739.00,226318.00,0.00,671.00,28712.00,7478.00,10401.00,10833.00,17633.00,14929.00,2704.00,0.00,21271.00,320.00,85754.00,317344.00,1947.00,1718.00,47811.00,74795.00,0.00
1963:Q1,1012891.00,15923.00,0.00,5422.00,0.00,22037.00,5972.00,2423.00,0.00,2859.00,298189.00,3404.00,147733.00,8375.00,45452.00,93225.00,367351.00,73087.00,28008.00,209637.00,56619.00,66239.00,206.00,2239.00,0.00,1525.00,222506.00,946368.00,20125.00,159341.00,234903.00,0.00,2186.00,29323.00,8502.00,9576.00,11245.00,14685.00,13572.00,1113.00,0.00,22549.00,325.00,86678.00,322748.00,2203.00,1727.00,49575.00,79906.00,0.00
1963:Q2,1039024.00,15753.00,0.00,5431.00,0.00,22182.00,6046.00,2485.00,0.00,1760.00,302394.00,3180.00,148783.00,8510.00,46882.00,95039.00,382115.00,76407.00,30382.00,216366.00,58960.00,70164.00,194.00,2270.00,0.00,1566.00,226664.00,971369.00,20405.00,165104.00,242334.00,0.00,1096.00,30740.00,8990.00,10523.00,11227.00,16918.00,14556.00,2362.00,0.00,23693.00,325.00,87667.00,328362.00,1673.00,1726.00,51326.00,84913.00,0.00
1963:Q3,1058277.00,15601.00,0.00,5432.00,0.00,23071.00,6085.00,2549.00,0.00,2371.00,303640.00,3155.00,147672.00,8667.00,47814.00,96332.00,393694.00,77862.00,31377.00,223573.00,60882.00,72830.00,183.00,2299.00,0.00,1610.00,228912.00,990170.00,21999.00,163696.00,247248.00,0.00,1854.00,31422.00,8811.00,11209.00,11402.00,18901.00,15871.00,3030.00,0.00,24496.00,330.00,88729.00,334218.00,1709.00,1724.00,53844.00,89501.00,0.00
1963:Q4,1087785.00,15614.00,0.00,5422.00,0.00,23939.00,6222.00,2616.00,0.00,1807.00,309227.00,3107.00,150478.00,8705.00,48825.00,98112.00,410007.00,83246.00,33340.00,230449.00,62972.00,76095.00,193.00,2332.00,0.00,1655.00,232656.00,1018477.00,22047.00,172925.00,255852.00,0.00,1022.00,33174.00,8741.00,12049.00,12384.00,20951.00,17313.00,3638.00,0.00,25215.00,330.00,89860.00,340285.00,1548.00,1811.00,53457.00,87551.00,0.00
1964:Q1,1099171.00,15721.00,0.00,5423.00,0.00,22663.00,6014.00,2698.00,0.00,3165.00,310168.00,3351.00,148944.00,8356.00,49597.00,99920.00,413637.00,79857.00,33859.00,235645.00,64276.00,80636.00,234.00,2368.00,0.00,1702.00,234742.00,1027811.00,20538.00,165628.00,263318.00,0.00,2425.00,34954.00,9975.00,11504.00,13475.00,18216.00,14201.00,4015.00,0.00,26881.00,340.00,90916.00,346742.00,1906.00,1809.00,54138.00,92888.00,0.00
1964:Q2,1126704.00,15538.00,0.00,5422.00,0.00,23224.00,6090.00,2781.00,0.00,2371.00,313742.00,3119.00,149206.00,8836.00,50255.00,102326.00,432020.00,86469.00,35493.00,242683.00,67375.00,83703.00,301.00,2406.00,0.00,1748.00,237358.00,1054407.00,20845.00,170747.00,271028.00,0.00,1533.00,36693.00,10387.00,12266.00,14040.00,21044.00,17648.00,3396.00,0.00,27682.00,340.00,91979.00,353281.00,1667.00,1816.00,55752.00,95826.00,0.00
1964:Q3,1149302.00,15581.00,0.00,5397.00,0.00,23561.00,6079.00,2869.00,0.00,3199.00,319227.00,3311.00,152219.00,8730.00,51606.00,103361.00,440160.00,85537.00,35363.00,249736.00,69524.00,87139.00,370.00,2445.00,0.00,1798.00,241477.00,1075823.00,22470.00,172879.00,277057.00,0.00,2017.00,37676.00,10654.00,12397.00,14625.00,20482.00,16084.00,4398.00,0.00,29131.00,350.00,93062.00,360086.00,1735.00,1823.00,57055.00,98923.00,0.00
1964:Q4,1179742.00,15638.00,0.00,5249.00,0.00,25144.00,6300.00,2960.00,0.00,2823.00,326277.00,3374.00,155555.00,9586.00,52403.00,105359.00,455954.00,91975.00,36232.00,256455.00,71292.00,89284.00,416.00,2484.00,0.00,1848.00,245365.00,1105814.00,22793.00,181840.00,286271.00,0.00,1914.00,38822.00,10736.00,12561.00,15525.00,22221.00,17588.00,4633.00,0.00,29116.00,350.00,94172.00,367066.00,1759.00,1934.00,57556.00,96021.00,0.00
1965:Q1,1193161.00,14890.00,0.00,5234.00,0.00,23340.00,5918.00,3069.00,0.00,3600.00,327383.00,3424.00,153314.00,9833.00,53780.00,107032.00,464779.00,93352.00,36627.00,262057.00,72743.00,91519.00,444.00,2523.00,0.00,1900.00,248562.00,1119004.00,22207.00,173982.00,295943.00,0.00,2689.00,40435.00,11688.00,12732.00,16015.00,20197.00,16179.00,4018.00,0.00,30465.00,360.00,95239.00,374249.00,1658.00,1941.00,59639.00,98249.00,0.00
1965:Q2,1222243.00,14344.00,0.00,5256.00,0.00,25202.00,5935.00,3179.00,0.00,3038.00,331585.00,3644.00,153251.00,9974.00,55404.00,109312.00,483951.00,99774.00,38539.00,269096.00,76542.00,90008.00,457.00,2561.00,0.00,1953.00,254774.00,1148535.00,24708.00,179426.00,303524.00,0.00,2290.00,42209.00,12164.00,13964.00,16081.00,24285.00,19377.00,4908.00,0.00,30037.00,360.00,96438.00,381287.00,1477.00,1926.00,60568.00,93594.00,0.00
1965:Q3,1243146.00,14674.00,0.00,5316.00,0.00,24695.00,6002.00,3296.00,0.00,3685.00,333325.00,3955.00,151804.00,10281.00,56615.00,110670.00,492502.00,99148.00,38184.00,276494.00,78676.00,98337.00,466.00,2602.00,0.00,2009.00,256237.00,1167511.00,24117.00,177326.00,310388.00,0.00,3221.00,42691.00,12284.00,14522.00,15885.00,23105.00,17722.00,5383.00,0.00,32825.00,370.00,97677.00,389515.00,1707.00,1910.00,62659.00,100749.00,0.00
1965:Q4,1281406.00,14313.00,0.00,5419.00,0.00,25642.00,6454.00,3417.00,0.00,3635.00,340923.00,3330.00,156847.00,10526.00,57099.00,113121.00,511371.00,107748.00,40156.00,283244.00,80223.00,104228.00,480.00,2649.00,0.00,2066.00,260809.00,1204060.00,23734.00,189131.00,319441.00,0.00,2458.00,43374.00,11929.00,14715.00,16730.00,26776.00,20753.00,6023.00,0.00,35220.00,370.00,98863.00,397864.00,1786.00,1908.00,63135.00,106063.00,0.00
1966:Q1,1293145.00,13793.00,0.00,5580.00,0.00,25378.00,6074.00,3543.00,0.00,3655.00,341363.00,3333.00,152938.00,11217.00,57967.00,115908.00,518498.00,106267.00,41269.00,289739.00,81223.00,103831.00,496.00,2704.00,0.00,2125.00,266105.00,1215452.00,23639.00,180270.00,326323.00,0.00,2416.00,46516.00,13636.00,15759.00,17121.00,24299.00,19018.00,5281.00,0.00,36173.00,380.00,100008.00,406395.00,2130.00,1895.00,65008.00,103306.00,0.00
1966:Q2,1324331.00,13855.00,0.00,5822.00,0.00,26042.00,6053.00,3671.00,0.00,3901.00,345305.00,3223.00,152313.00,12233.00,59184.00,118352.00,538606.00,115639.00,43572.00,295811.00,83584.00,101632.00,512.00,2766.00,0.00,2185.00,273981.00,1246839.00,25482.00,188986.00,332311.00,0.00,2364.00,49535.00,13684.00,18413.00,17438.00,27733.00,21255.00,6478.00,0.00,35429.00,390.00,101122.00,415048.00,1516.00,1911.00,65012.00,100041.00,0.00
1966:Q3,1329948.00,13806.00,0.00,5930.00,0.00,26526.00,6050.00,3799.00,0.00,4379.00,347504.00,3724.00,152699.00,11619.00,59848.00,119614.00,541156.00,112920.00,42872.00,300552.00,84812.00,91507.00,530.00,2832.00,0.00,2247.00,283682.00,1254943.00,28625.00,182594.00,334584.00,0.00,2624.00,51201.00,14061.00,19278.00,17862.00,25408.00,17885.00,7523.00,0.00,32224.00,400.00,102253.00,423648.00,1574.00,1927.00,67881.00,88360.00,0.00
1966:Q4,1366240.00,13977.00,0.00,6161.00,0.00,27927.00,6564.00,3952.00,0.00,4834.00,356882.00,3926.00,158910.00,11970.00,59718.00,122358.00,553643.00,119155.00,44424.00,304027.00,86037.00,99517.00,554.00,2898.00,0.00,2311.00,287020.00,1287816.00,30411.00,193589.00,339785.00,0.00,2858.00,54210.00,15662.00,20218.00,18330.00,27688.00,20715.00,6973.00,0.00,34829.00,410.00,103450.00,433633.00,1741.00,1804.00,63408.00,108209.00,0.00
1967:Q1,1389327.00,13235.00,0.00,6348.00,0.00,25878.00,6465.00,4079.00,0.00,5342.00,366749.00,4656.00,161432.00,12990.00,62709.00,124962.00,552713.00,116270.00,44330.00,306813.00,85300.00,113819.00,585.00,2964.00,0.00,2372.00,288778.00,1306553.00,26189.00,185764.00,353136.00,0.00,3633.00,55925.00,17557.00,19738.00,18630.00,24183.00,18190.00,5993.00,0.00,39280.00,420.00,104691.00,443332.00,2193.00,1816.00,65991.00,116897.00,0.00
1967:Q2,1418689.00,13629.00,0.00,6456.00,0.00,25757.00,6619.00,4244.00,0.00,6022.00,372639.00,5320.00,158546.00,14260.00,66407.00,128106.00,564759.00,120912.00,44449.00,311890.00,87508.00,117411.00,622.00,3031.00,0.00,2436.00,295064.00,1335589.00,26622.00,191704.00,364444.00,0.00,4444.00,55073.00,17537.00,19273.00,18263.00,24318.00,18717.00,5601.00,0.00,40429.00,430.00,105904.00,452431.00,1385.00,1817.00,66588.00,113318.00,0.00
1967:Q3,1453456.00,13723.00,0.00,6604.00,0.00,27697.00,6710.00,4450.00,0.00,5964.00,384495.00,5839.00,164719.00,14258.00,67824.00,131855.00,572082.00,119677.00,44846.00,318337.00,89222.00,126186.00,662.00,3100.00,0.00,2503.00,299280.00,1369060.00,30801.00,194463.00,372564.00,0.00,4730.00,55379.00,17677.00,19231.00,18471.00,25909.00,19714.00,6195.00,0.00,43249.00,440.00,107126.00,462338.00,1563.00,1818.00,68680.00,125944.00,0.00
1967:Q4,1500694.00,13526.00,0.00,6628.00,0.00,29647.00,6903.00,4734.00,0.00,5934.00,395166.00,5111.00,169775.00,15214.00,70160.00,134906.00,597953.00,135323.00,47100.00,324516.00,91014.00,127468.00,700.00,3176.00,0.00,2573.00,306286.00,1407814.00,32673.00,208909.00,380398.00,0.00,5006.00,58047.00,18411.00,20338.00,19298.00,27879.00,21298.00,6581.00,0.00,44308.00,450.00,108335.00,471818.00,1548.00,1898.00,66545.00,117648.00,0.00
1968:Q1,1504478.00,11967.00,0.00,6799.00,0.00,30216.00,6643.00,4810.00,0.00,6644.00,402500.00,6749.00,170620.00,16121.00,71766.00,137244.00,592530.00,124088.00,48045.00,329341.00,91056.00,118552.00,734.00,3247.00,0.00,2648.00,317188.00,1420894.00,32556.00,197643.00,389189.00,0.00,5731.00,61103.00,20024.00,21631.00,19448.00,24702.00,18762.00,5900.00,40.00,41949.00,460.00,109535.00,482156.00,1846.00,1900.00,72124.00,118342.00,0.00
1968:Q2,1549175.00,11315.00,0.00,6708.00,0.00,28882.00,7033.00,4948.00,0.00,6787.00,406138.00,5953.00,171244.00,16545.00,73372.00,139024.00,613472.00,130884.00,52003.00,335898.00,94687.00,137616.00,762.00,3317.00,0.00,2723.00,319474.00,1460437.00,34437.00,204932.00,393619.00,0.00,6565.00,63102.00,20440.00,23215.00,19447.00,28472.00,19725.00,8667.00,80.00,47493.00,480.00,110727.00,494770.00,1551.00,1910.00,72379.00,147639.00,0.00
1968:Q3,1591987.00,11576.00,0.00,6741.00,0.00,32408.00,7464.00,5204.00,0.00,7828.00,418292.00,6540.00,176538.00,17281.00,76348.00,141585.00,623595.00,131284.00,52094.00,342173.00,98044.00,144671.00,798.00,3391.00,0.00,2805.00,327214.00,1501521.00,39473.00,208196.00,403163.00,0.00,7041.00,63258.00,20418.00,23455.00,19385.00,31107.00,20474.00,10473.00,160.00,49914.00,500.00,111924.00,506925.00,1789.00,1928.00,76303.00,166789.00,0.00
1968:Q4,1641178.00,12370.00,0.00,6795.00,0.00,32724.00,7817.00,5488.00,0.00,8702.00,425187.00,5552.00,177728.00,17981.00,79689.00,144237.00,648174.00,142036.00,54719.00,349743.00,101676.00,151234.00,858.00,3476.00,0.00,2889.00,335464.00,1548579.00,39062.00,224018.00,413743.00,0.00,7515.00,65396.00,21396.00,24105.00,19895.00,34326.00,23706.00,10420.00,200.00,51232.00,510.00,113138.00,520069.00,1708.00,1984.00,75878.00,146483.00,0.00
1969:Q1,1650973.00,12387.00,0.00,6826.00,0.00,31587.00,7640.00,5434.00,0.00,9508.00,422552.00,6966.00,170787.00,18401.00,79973.00,146425.00,653703.00,140493.00,54785.00,355873.00,102552.00,147176.00,940.00,3572.00,0.00,2979.00,346669.00,1559114.00,40828.00,210242.00,416259.00,0.00,9360.00,68652.00,24053.00,25344.00,19255.00,29349.00,22178.00,6814.00,357.00,50339.00,520.00,114364.00,532200.00,2113.00,1993.00,82895.00,136385.00,0.00
1969:Q2,1690291.00,12142.00,0.00,6736.00,0.00,29587.00,7341.00,5772.00,0.00,10009.00,423814.00,7177.00,168072.00,18619.00,81525.00,148421.00,679691.00,148831.00,60076.00,363842.00,106942.00,146117.00,1046.00,3680.00,0.00,3073.00,361283.00,1598446.00,45787.00,219617.00,416556.00,0.00,11215.00,73379.00,26817.00,27760.00,18802.00,34021.00,23969.00,9684.00,368.00,48052.00,540.00,115597.00,545291.00,1666.00,2010.00,84715.00,126673.00,0.00
1969:Q3,1713635.00,12667.00,0.00,6761.00,0.00,33297.00,7558.00,6029.00,0.00,11633.00,423998.00,8058.00,165407.00,18741.00,81447.00,150345.00,690092.00,145958.00,64051.00,370805.00,109278.00,142899.00,1159.00,3792.00,0.00,3171.00,370579.00,1622940.00,44869.00,216516.00,411224.00,0.00,13077.00,80334.00,29985.00,30705.00,19644.00,30760.00,22229.00,8153.00,378.00,47940.00,560.00,116844.00,558892.00,1958.00,2026.00,97940.00,131889.00,0.00
1969:Q4,1758614.00,12273.00,0.00,6848.00,0.00,33028.00,7726.00,6206.00,0.00,13057.00,431084.00,8124.00,169415.00,19604.00,81238.00,152703.00,711609.00,155409.00,68453.00,376255.00,111492.00,146492.00,1265.00,3898.00,0.00,3274.00,381854.00,1666999.00,47388.00,232072.00,413205.00,0.00,14777.00,87526.00,32750.00,33849.00,20927.00,36664.00,24294.00,11940.00,430.00,47588.00,580.00,118110.00,573465.00,1894.00,1838.00,91892.00,128581.00,0.00
1970:Q1,1780369.00,12478.00,400.00,6900.00,0.00,33299.00,7415.00,6402.00,0.00,14101.00,432591.00,8969.00,164343.00,20733.00,82696.00,155850.00,711987.00,148525.00,72337.00,380881.00,110244.00,145475.00,1371.00,4011.00,0.00,3383.00,400556.00,1688519.00,45714.00,218688.00,417227.00,0.00,15278.00,94950.00,36646.00,37777.00,20527.00,33575.00,21915.00,11227.00,433.00,48369.00,590.00,119382.00,591398.00,2562.00,1851.00,98935.00,130509.00,0.00
1970:Q2,1801936.00,11988.00,400.00,6986.00,0.00,31973.00,7267.00,6706.00,0.00,14109.00,441463.00,7379.00,167024.00,21539.00,85427.00,160094.00,730205.00,154379.00,75889.00,387289.00,112648.00,117436.00,1486.00,4127.00,0.00,3497.00,424293.00,1714567.00,44738.00,226812.00,429357.00,0.00,15746.00,98438.00,38090.00,39535.00,20813.00,35431.00,23393.00,11590.00,448.00,39201.00,600.00,120646.00,603849.00,1980.00,1860.00,95909.00,101132.00,0.00
1970:Q3,1857400.00,11742.00,400.00,7074.00,0.00,34364.00,7392.00,6913.00,0.00,18079.00,459898.00,10946.00,174267.00,23414.00,88819.00,162452.00,739660.00,157302.00,73365.00,394828.00,114165.00,136915.00,1591.00,4246.00,0.00,3618.00,425508.00,1767940.00,46301.00,227870.00,449677.00,0.00,16179.00,96817.00,33786.00,41547.00,21484.00,37329.00,24522.00,12287.00,520.00,44172.00,600.00,121951.00,621870.00,2360.00,1869.00,100945.00,115214.00,0.00
1970:Q4,1925078.00,10914.00,400.00,7149.00,0.00,35793.00,7947.00,7194.00,0.00,20140.00,481502.00,9935.00,184755.00,26365.00,93798.00,166649.00,755005.00,163900.00,72696.00,403240.00,115169.00,153811.00,1666.00,4370.00,0.00,3743.00,435444.00,1831151.00,43599.00,244823.00,468066.00,0.00,16722.00,100169.00,33067.00,43634.00,23468.00,41324.00,26599.00,14179.00,546.00,46812.00,610.00,123345.00,639470.00,2479.00,1862.00,101870.00,122471.00,0.00
1971:Q1,1978521.00,10670.00,400.00,7270.00,0.00,36103.00,7855.00,7485.00,0.00,20323.00,496114.00,10900.00,187095.00,27996.00,98861.00,171262.00,759966.00,159626.00,74081.00,411311.00,114948.00,176729.00,1713.00,4443.00,0.00,3878.00,445572.00,1880275.00,41573.00,230658.00,497652.00,0.00,18603.00,100465.00,31607.00,43805.00,25053.00,39044.00,26294.00,12168.00,582.00,52687.00,620.00,124827.00,658349.00,2935.00,1878.00,110984.00,138321.00,0.00
1971:Q2,2028348.00,10355.00,400.00,7420.00,0.00,35179.00,7938.00,7648.00,0.00,20233.00,505355.00,10951.00,186166.00,31199.00,102605.00,174434.00,783731.00,166639.00,74467.00,423434.00,119191.00,180756.00,1731.00,4471.00,0.00,4020.00,459111.00,1929024.00,39235.00,245007.00,515222.00,0.00,20520.00,101787.00,31767.00,44496.00,25524.00,37755.00,27619.00,9520.00,616.00,52961.00,630.00,126393.00,675866.00,2307.00,1898.00,109443.00,133110.00,0.00
1971:Q3,2079935.00,10078.00,400.00,7547.00,0.00,36433.00,8320.00,7927.00,0.00,22879.00,511165.00,11409.00,184513.00,32592.00,106154.00,176497.00,804505.00,167620.00,75242.00,438098.00,123545.00,187561.00,1739.00,4521.00,0.00,4167.00,472693.00,1979588.00,39516.00,243171.00,530321.00,0.00,22511.00,106011.00,32477.00,47004.00,26530.00,36481.00,26704.00,9144.00,633.00,52214.00,650.00,128005.00,694721.00,2543.00,1918.00,121526.00,138552.00,0.00
1971:Q4,2160057.00,10073.00,400.00,7627.00,0.00,39711.00,8679.00,8155.00,0.00,25558.00,531559.00,10903.00,193261.00,34959.00,110375.00,182061.00,832429.00,175266.00,76333.00,452613.00,128217.00,200336.00,1750.00,4661.00,0.00,4324.00,484795.00,2055940.00,40829.00,262871.00,549909.00,0.00,24732.00,111589.00,33847.00,49537.00,28205.00,41476.00,29263.00,11533.00,680.00,55446.00,670.00,129626.00,714615.00,2443.00,2139.00,119595.00,143477.00,0.00
1972:Q1,2216756.00,9528.00,400.00,7895.00,0.00,40224.00,8329.00,8305.00,0.00,26656.00,543194.00,12109.00,192793.00,38145.00,113819.00,186328.00,849544.00,176304.00,78542.00,465269.00,129429.00,215216.00,1763.00,4895.00,0.00,4490.00,496317.00,2108506.00,38310.00,249984.00,574870.00,0.00,28371.00,115076.00,34142.00,50993.00,29941.00,39363.00,30546.00,8088.00,729.00,57548.00,690.00,131265.00,736650.00,2660.00,2157.00,131562.00,153995.00,0.00
1972:Q2,2281833.00,10350.00,400.00,8066.00,0.00,37710.00,8684.00,8624.00,0.00,27056.00,553066.00,12035.00,192066.00,40832.00,117050.00,191083.00,884554.00,185671.00,79891.00,482782.00,136210.00,217732.00,1765.00,5229.00,0.00,4664.00,513933.00,2173832.00,37794.00,258173.00,595775.00,0.00,31366.00,118716.00,33380.00,53633.00,31703.00,41708.00,32376.00,8401.00,931.00,56656.00,710.00,132932.00,758252.00,2062.00,2171.00,137517.00,148937.00,0.00
1972:Q3,2344423.00,10432.00,400.00,8200.00,0.00,40116.00,8918.00,9006.00,0.00,29961.00,562020.00,14564.00,190045.00,42934.00,119899.00,194578.00,912401.00,189833.00,80137.00,501230.00,141201.00,221859.00,1776.00,5574.00,0.00,4850.00,528910.00,2233333.00,37721.00,260034.00,616463.00,0.00,33308.00,121428.00,32919.00,55368.00,33141.00,43021.00,34630.00,7348.00,1043.00,56209.00,730.00,134626.00,780812.00,2398.00,2185.00,144398.00,155678.00,0.00
1972:Q4,2448695.00,10524.00,400.00,8313.00,0.00,40250.00,9764.00,9504.00,0.00,32104.00,580831.00,14034.00,198789.00,46410.00,122126.00,199472.00,959698.00,206045.00,84719.00,521805.00,147129.00,242838.00,1811.00,5842.00,0.00,5045.00,541771.00,2331794.00,36534.00,286955.00,638377.00,0.00,34930.00,128288.00,34720.00,57946.00,35622.00,52483.00,40644.00,10688.00,1151.00,58926.00,750.00,136349.00,804205.00,2450.00,2468.00,149079.00,160080.00,0.00
1973:Q1,2493731.00,10334.00,400.00,8420.00,0.00,39911.00,9292.00,10013.00,0.00,35287.00,585865.00,16562.00,195692.00,48368.00,123172.00,202071.00,993853.00,217668.00,87560.00,537414.00,151211.00,226741.00,1876.00,6050.00,0.00,5252.00,560437.00,2371486.00,35410.00,271668.00,670281.00,0.00,40862.00,133146.00,35109.00,60706.00,37331.00,48934.00,38931.00,8729.00,1274.00,52843.00,760.00,138110.00,815640.00,3043.00,2454.00,158335.00,135000.00,257.00
1973:Q2,2553858.00,10321.00,400.00,8531.00,0.00,36302.00,9401.00,10494.00,0.00,36518.00,594427.00,16453.00,194460.00,52575.00,125305.00,205634.00,1042418.00,231048.00,92014.00,560311.00,159045.00,212021.00,1969.00,6218.00,0.00,5471.00,579367.00,2430286.00,31350.00,282316.00,689939.00,0.00,44333.00,142130.00,37063.00,67199.00,37868.00,54391.00,40418.00,12561.00,1412.00,48013.00,770.00,139918.00,826434.00,2383.00,2476.00,165833.00,117816.00,506.00
1973:Q3,2632272.00,10334.00,400.00,8614.00,0.00,48191.00,9572.00,11189.00,0.00,38294.00,599921.00,17336.00,191718.00,56215.00,127177.00,207475.00,1080344.00,237098.00,97373.00,580528.00,165345.00,232737.00,2072.00,6359.00,0.00,5700.00,578545.00,2494975.00,46633.00,272644.00,704776.00,0.00,47738.00,152379.00,39558.00,73728.00,39093.00,56585.00,40222.00,14946.00,1417.00,51927.00,780.00,141735.00,841684.00,2635.00,2508.00,172951.00,138868.00,735.00
1973:Q4,2690704.00,11491.00,400.00,8716.00,0.00,42105.00,10339.00,11691.00,0.00,41013.00,618208.00,16680.00,199690.00,59655.00,131457.00,210726.00,1115483.00,247213.00,99786.00,598097.00,170387.00,210952.00,2165.00,6485.00,0.00,5944.00,605712.00,2557684.00,36324.00,304731.00,716793.00,0.00,50921.00,160563.00,41672.00,77877.00,41014.00,63373.00,43202.00,18720.00,1451.00,46635.00,790.00,143522.00,852551.00,2608.00,2820.00,176053.00,118935.00,950.00
1974:Q1,2739425.00,11487.00,400.00,8813.00,0.00,42374.00,9715.00,12276.00,0.00,46157.00,626215.00,19578.00,197033.00,62196.00,133960.00,213448.00,1136102.00,251551.00,103841.00,611506.00,169204.00,213135.00,2246.00,6639.00,0.00,6204.00,617662.00,2602939.00,41674.00,283558.00,742706.00,263.00,55599.00,166415.00,45708.00,79586.00,41121.00,59065.00,41472.00,16075.00,1518.00,44521.00,810.00,145272.00,872832.00,3125.00,2759.00,184340.00,116993.00,1146.00
