date,FL514090005.Q,FL513020003.Q,FL513034003.Q,FL512051003.Q,LM514022005.Q,LM513069103.Q,LM513061103.Q,LM513061703.Q,LM513062003.Q,LM513063003.Q,FL513065503.Q,LM513064105.Q,LM513064203.Q,FL513070003.Q,FL513092003.Q,FL513090005.Q,FL513092403.Q,FL513093005.Q,FL514190005.Q,FL512151003.Q,FL513169333.Q,FL513178003.Q,FL513192003.Q,FL513190005.Q,FL513194733.Q,FL513176003.Q,FL513193005.Q
1973:Q4,71257.00,1527.00,0.00,0.00,41611.00,0.00,2837.00,2310.00,28462.00,8002.00,166.00,19700.00,0.00,6485.00,1768.00,0.00,0.00,0.00,48711.00,0.00,0.00,283.00,1029.00,47399.00,0.00,47399.00,0.00
1974:Q1,72648.00,1534.00,0.00,0.00,42671.00,0.00,2765.00,2452.00,29118.00,8336.00,164.00,19749.00,0.00,6639.00,1891.00,0.00,0.00,0.00,49888.00,0.00,0.00,318.00,952.00,48618.00,0.00,48618.00,0.00
1974:Q2,71451.00,1546.00,0.00,0.00,43838.00,0.00,2560.00,2781.00,29626.00,8871.00,162.00,17119.00,0.00,6764.00,2022.00,0.00,0.00,0.00,51020.00,0.00,0.00,286.00,875.00,49859.00,0.00,49859.00,0.00
1974:Q3,67845.00,1560.00,0.00,0.00,45039.00,0.00,2525.00,2940.00,30102.00,9472.00,161.00,12038.00,0.00,6885.00,2162.00,0.00,0.00,0.00,52198.00,0.00,0.00,307.00,798.00,51093.00,0.00,51093.00,0.00
1974:Q4,70084.00,1581.00,0.00,0.00,46214.00,0.00,2860.00,2680.00,30662.00,10012.00,157.00,12800.00,0.00,7020.00,2312.00,0.00,0.00,0.00,53297.00,0.00,0.00,303.00,701.00,52293.00,0.00,52293.00,0.00
1975:Q1,73883.00,1412.00,0.00,0.00,47906.00,0.00,3170.00,2963.00,31256.00,10517.00,151.00,14759.00,0.00,7182.00,2473.00,0.00,0.00,0.00,54755.00,0.00,0.00,330.00,746.00,53679.00,0.00,53679.00,0.00
1975:Q2,77345.00,1455.00,0.00,0.00,49392.00,0.00,3509.00,2914.00,31835.00,11134.00,172.00,16322.00,0.00,7359.00,2645.00,0.00,0.00,0.00,56149.00,0.00,0.00,297.00,791.00,55061.00,0.00,55061.00,0.00
1975:Q3,76977.00,1527.00,0.00,0.00,51145.00,0.00,3995.00,2829.00,32480.00,11841.00,191.00,13760.00,0.00,7526.00,2828.00,0.00,0.00,0.00,57759.00,0.00,0.00,312.00,836.00,56611.00,0.00,56611.00,0.00
1975:Q4,80281.00,1681.00,0.00,0.00,53487.00,0.00,4720.00,3302.00,33273.00,12192.00,221.00,14200.00,0.00,7668.00,3024.00,0.00,0.00,0.00,59693.00,0.00,0.00,308.00,883.00,58502.00,0.00,58502.00,0.00
1976:Q1,86109.00,1486.00,0.00,0.00,57269.00,0.00,5460.00,3574.00,34636.00,13599.00,221.00,15974.00,0.00,7925.00,3234.00,0.00,0.00,0.00,62012.00,0.00,0.00,340.00,928.00,60744.00,0.00,60744.00,0.00
1976:Q2,89171.00,1615.00,0.00,0.00,59493.00,0.00,5750.00,3887.00,35250.00,14606.00,245.00,16127.00,0.00,8232.00,3459.00,0.00,0.00,0.00,64656.00,0.00,0.00,316.00,993.00,63347.00,0.00,63347.00,0.00
1976:Q3,93481.00,1739.00,0.00,0.00,62789.00,0.00,6585.00,4021.00,36459.00,15724.00,244.00,16451.00,0.00,8559.00,3699.00,0.00,0.00,0.00,67507.00,0.00,0.00,349.00,1058.00,66100.00,0.00,66100.00,0.00
1976:Q4,97861.00,1910.00,0.00,0.00,65944.00,0.00,7300.00,3859.00,38679.00,16106.00,273.00,16900.00,0.00,8878.00,3956.00,0.00,0.00,0.00,70296.00,0.00,0.00,362.00,1142.00,68792.00,0.00,68792.00,0.00
1977:Q1,101874.00,1765.00,0.00,0.00,70252.00,0.00,8486.00,4311.00,41791.00,15664.00,327.00,16107.00,0.00,9193.00,4230.00,0.00,0.00,0.00,73330.00,0.00,0.00,386.00,1207.00,71737.00,0.00,71737.00,0.00
1977:Q2,107627.00,1895.00,0.00,0.00,74458.00,0.00,7633.00,4326.00,43509.00,18990.00,368.00,16872.00,0.00,9510.00,4524.00,0.00,0.00,0.00,76503.00,0.00,0.00,416.00,1235.00,74852.00,0.00,74852.00,0.00
1977:Q3,112568.00,1828.00,0.00,0.00,79044.00,0.00,8770.00,4225.00,46227.00,19822.00,395.00,16627.00,0.00,9836.00,4838.00,0.00,0.00,0.00,79796.00,0.00,0.00,448.00,1263.00,78085.00,0.00,78085.00,0.00
1977:Q4,118341.00,2183.00,0.00,0.00,83324.00,0.00,9760.00,4386.00,49390.00,19788.00,384.00,17100.00,0.00,10176.00,5174.00,0.00,0.00,0.00,83117.00,0.00,0.00,480.00,1252.00,81385.00,0.00,81385.00,0.00
1978:Q1,122291.00,1678.00,0.00,0.00,87659.00,0.00,9754.00,4362.00,53070.00,20473.00,375.00,16698.00,0.00,10530.00,5351.00,0.00,0.00,0.00,86568.00,0.00,0.00,513.00,1280.00,84775.00,0.00,84775.00,0.00
1978:Q2,127802.00,1821.00,0.00,0.00,90860.00,0.00,9222.00,4525.00,56471.00,20642.00,365.00,18325.00,0.00,10897.00,5534.00,0.00,0.00,0.00,90185.00,0.00,0.00,550.00,1353.00,88282.00,0.00,88282.00,0.00
1978:Q3,135206.00,2219.00,0.00,0.00,95438.00,0.00,9895.00,4313.00,60132.00,21098.00,366.00,20185.00,0.00,11274.00,5724.00,0.00,0.00,0.00,93865.00,0.00,0.00,583.00,1426.00,91856.00,0.00,91856.00,0.00
1978:Q4,139800.00,2602.00,0.00,0.00,99831.00,0.00,10450.00,4887.00,62931.00,21563.00,391.00,19400.00,0.00,11656.00,5920.00,0.00,0.00,0.00,97548.00,0.00,0.00,604.00,1497.00,95447.00,0.00,95447.00,0.00
1979:Q1,145673.00,2125.00,0.00,0.00,103644.00,0.00,10896.00,5124.00,65766.00,21858.00,448.00,21227.00,0.00,12107.00,6122.00,0.00,0.00,0.00,101368.00,0.00,0.00,615.00,1687.00,99066.00,0.00,99066.00,0.00
1979:Q2,149832.00,2453.00,0.00,0.00,105697.00,0.00,10741.00,5355.00,67217.00,22384.00,428.00,22317.00,0.00,12605.00,6332.00,0.00,0.00,0.00,105220.00,0.00,0.00,619.00,1877.00,102724.00,0.00,102724.00,0.00
1979:Q3,157031.00,2581.00,0.00,0.00,109524.00,0.00,10694.00,5674.00,70053.00,23103.00,458.00,24806.00,0.00,13113.00,6549.00,0.00,0.00,0.00,109109.00,0.00,0.00,615.00,2067.00,106427.00,0.00,106427.00,0.00
1979:Q4,161672.00,2852.00,0.00,0.00,113006.00,0.00,10665.00,5971.00,72811.00,23559.00,650.00,24800.00,0.00,13591.00,6773.00,0.00,0.00,0.00,113022.00,0.00,0.00,600.00,2240.00,110182.00,0.00,110182.00,0.00
1980:Q1,164353.00,3105.00,0.00,0.00,115578.00,0.00,11158.00,5909.00,75353.00,23158.00,774.00,23810.00,0.00,14081.00,7005.00,0.00,0.00,0.00,117069.00,0.00,0.00,627.00,2430.00,114012.00,0.00,114012.00,0.00
1980:Q2,169909.00,3026.00,0.00,0.00,117057.00,0.00,10161.00,5836.00,77080.00,23980.00,821.00,27179.00,0.00,14581.00,7245.00,0.00,0.00,0.00,120552.00,0.00,0.00,674.00,2528.00,117350.00,0.00,117350.00,0.00
1980:Q3,176234.00,2985.00,0.00,0.00,119732.00,0.00,11082.00,5775.00,78962.00,23913.00,865.00,30079.00,0.00,15080.00,7493.00,0.00,0.00,0.00,123905.00,0.00,0.00,720.00,2614.00,120571.00,0.00,120571.00,0.00
1980:Q4,182096.00,2947.00,0.00,0.00,122530.00,0.00,12248.00,6178.00,80533.00,23571.00,994.00,32300.00,0.00,15575.00,7750.00,0.00,0.00,0.00,127768.00,0.00,0.00,744.00,3297.00,123727.00,0.00,123727.00,0.00
1981:Q1,186561.00,2976.00,0.00,0.00,125229.00,0.00,13203.00,6296.00,81607.00,24123.00,1055.00,33097.00,0.00,16189.00,8015.00,0.00,0.00,0.00,130936.00,0.00,0.00,746.00,3376.00,126814.00,0.00,126814.00,0.00
1981:Q2,189067.00,3004.00,4.00,0.00,126784.00,5.00,12959.00,6505.00,82699.00,24616.00,1147.00,32959.00,0.00,16879.00,8290.00,0.00,0.00,0.00,133994.00,0.00,0.00,727.00,3468.00,129799.00,0.00,129799.00,0.00
1981:Q3,189835.00,3021.00,18.00,0.00,129241.00,25.00,13614.00,6797.00,83862.00,24943.00,1249.00,30150.00,0.00,17583.00,8573.00,0.00,0.00,0.00,136924.00,0.00,0.00,706.00,3626.00,132592.00,0.00,132592.00,0.00
1981:Q4,194449.00,2989.00,35.00,0.00,130707.00,50.00,13491.00,6982.00,83923.00,26261.00,1341.00,32393.00,0.00,18117.00,8867.00,0.00,0.00,0.00,139474.00,0.00,0.00,699.00,3505.00,135270.00,0.00,135270.00,0.00
1982:Q1,194927.00,3110.00,71.00,0.00,132201.00,102.00,13665.00,7298.00,84687.00,26449.00,1406.00,30158.00,0.00,18674.00,9307.00,0.00,0.00,0.00,141728.00,0.00,0.00,711.00,3556.00,137461.00,0.00,137461.00,0.00
1982:Q2,196461.00,3101.00,172.00,0.00,133746.00,246.00,13495.00,7662.00,85885.00,26458.00,1448.00,29310.00,0.00,19206.00,9478.00,0.00,0.00,0.00,143892.00,0.00,0.00,738.00,3539.00,139615.00,0.00,139615.00,0.00
1982:Q3,202856.00,3075.00,378.00,0.00,135575.00,540.00,14125.00,8069.00,86588.00,26253.00,1501.00,32921.00,0.00,19725.00,9681.00,0.00,0.00,0.00,146049.00,0.00,0.00,765.00,3492.00,141792.00,0.00,141792.00,0.00
1982:Q4,212342.00,3025.00,1427.00,0.00,138027.00,2038.00,14712.00,8515.00,86968.00,25794.00,1600.00,38500.00,0.00,20242.00,9521.00,0.00,0.00,0.00,150859.00,0.00,0.00,778.00,3979.00,146102.00,0.00,146102.00,0.00
1983:Q1,219332.00,2944.00,1975.00,0.00,140018.00,2822.00,16069.00,9010.00,87144.00,24973.00,1749.00,42304.00,0.00,20753.00,9589.00,0.00,0.00,0.00,153293.00,0.00,0.00,778.00,3943.00,148572.00,0.00,148572.00,0.00
1983:Q2,227280.00,2819.00,2604.00,0.00,140729.00,3720.00,16781.00,9566.00,86988.00,23674.00,1954.00,47958.00,0.00,21254.00,9962.00,0.00,0.00,0.00,155435.00,0.00,0.00,766.00,3971.00,150698.00,0.00,150698.00,0.00
1983:Q3,231925.00,2699.00,3575.00,0.00,142558.00,5108.00,18173.00,10143.00,86747.00,22387.00,2160.00,48930.00,0.00,21751.00,10252.00,0.00,0.00,0.00,158855.00,0.00,0.00,752.00,4291.00,153812.00,0.00,153812.00,0.00
1983:Q4,235197.00,2628.00,4801.00,0.00,145247.00,6859.00,19424.00,10700.00,86667.00,21597.00,2311.00,48112.00,0.00,22239.00,9859.00,0.00,0.00,0.00,163721.00,0.00,0.00,742.00,4657.00,158322.00,0.00,158322.00,0.00
1984:Q1,236733.00,2705.00,5286.00,0.00,147842.00,7552.00,20686.00,11473.00,86081.00,22050.00,2414.00,45769.00,0.00,22871.00,9846.00,0.00,0.00,0.00,167289.00,0.00,0.00,742.00,4699.00,161848.00,0.00,161848.00,0.00
1984:Q2,239902.00,2891.00,5994.00,0.00,151675.00,8563.00,22002.00,12266.00,85528.00,23316.00,2490.00,43229.00,0.00,23603.00,10020.00,0.00,0.00,0.00,170901.00,0.00,0.00,744.00,4706.00,165451.00,0.00,165451.00,0.00
1984:Q3,247836.00,3058.00,6165.00,0.00,155807.00,8807.00,24137.00,13158.00,85108.00,24597.00,2580.00,45688.00,0.00,24321.00,10217.00,0.00,0.00,0.00,174320.00,0.00,0.00,750.00,4540.00,169030.00,0.00,169030.00,0.00
1984:Q4,250927.00,3118.00,6270.00,0.00,159311.00,8957.00,25955.00,13912.00,84742.00,25745.00,2664.00,44658.00,0.00,25000.00,9906.00,0.00,0.00,0.00,177944.00,0.00,0.00,762.00,4044.00,173138.00,0.00,173138.00,0.00
1985:Q1,260506.00,3432.00,6604.00,0.00,163689.00,9434.00,26749.00,15462.00,84943.00,27101.00,2869.00,48796.00,0.00,25644.00,9472.00,0.00,0.00,0.00,182258.00,0.00,0.00,779.00,3977.00,177502.00,0.00,177502.00,0.00
1985:Q2,271709.00,3862.00,6881.00,0.00,169628.00,9830.00,27024.00,17656.00,85523.00,29595.00,3047.00,52313.00,0.00,26253.00,9725.00,0.00,0.00,0.00,191280.00,0.00,0.00,799.00,3897.00,186584.00,0.00,186584.00,0.00
1985:Q3,280837.00,4227.00,7422.00,0.00,179107.00,10603.00,30004.00,19627.00,87176.00,31697.00,3197.00,50047.00,0.00,26759.00,10078.00,0.00,0.00,0.00,204058.00,0.00,0.00,826.00,4183.00,199049.00,0.00,199049.00,0.00
1985:Q4,298590.00,4312.00,8266.00,0.00,188482.00,11809.00,32338.00,22157.00,88248.00,33930.00,3339.00,56969.00,0.00,27190.00,10032.00,0.00,0.00,0.00,215584.00,0.00,0.00,864.00,4545.00,210175.00,0.00,210175.00,0.00
1986:Q1,312332.00,4654.00,8285.00,0.00,198257.00,11836.00,35771.00,22820.00,90732.00,37098.00,3623.00,58656.00,0.00,28457.00,10400.00,0.00,0.00,0.00,224971.00,0.00,0.00,910.00,4454.00,219607.00,0.00,219607.00,0.00
1986:Q2,325018.00,5052.00,8235.00,0.00,207983.00,11764.00,38585.00,22721.00,93885.00,41028.00,3843.00,59592.00,0.00,29549.00,10764.00,0.00,0.00,0.00,234965.00,0.00,0.00,962.00,4476.00,229527.00,0.00,229527.00,0.00
1986:Q3,339137.00,5409.00,8211.00,0.00,218916.00,11731.00,42240.00,22367.00,97642.00,44936.00,4075.00,60265.00,0.00,31005.00,11256.00,0.00,0.00,0.00,246674.00,0.00,0.00,1027.00,4516.00,241131.00,0.00,241131.00,0.00
1986:Q4,353597.00,5629.00,8310.00,0.00,230237.00,11872.00,46127.00,22262.00,101937.00,48039.00,4348.00,61163.00,0.00,32062.00,11848.00,0.00,0.00,0.00,259475.00,0.00,0.00,1111.00,5982.00,252382.00,0.00,252382.00,0.00
1987:Q1,366788.00,5711.00,8353.00,0.00,240407.00,11933.00,48663.00,22281.00,107141.00,50389.00,4444.00,62121.00,0.00,33097.00,12655.00,0.00,0.00,0.00,270099.00,0.00,0.00,1215.00,5912.00,262972.00,0.00,262972.00,0.00
1987:Q2,379330.00,5656.00,8394.00,0.00,250627.00,11992.00,50679.00,22293.00,113625.00,52038.00,4750.00,62974.00,0.00,33842.00,13087.00,0.00,0.00,0.00,281618.00,0.00,0.00,1340.00,6439.00,273839.00,0.00,273839.00,0.00
1987:Q3,391248.00,5562.00,8470.00,0.00,260504.00,12100.00,52561.00,22309.00,119972.00,53562.00,4868.00,63894.00,0.00,34607.00,13343.00,0.00,0.00,0.00,292502.00,0.00,0.00,1477.00,6696.00,284329.00,0.00,284329.00,0.00
1987:Q4,405003.00,5526.00,8617.00,0.00,269647.00,12310.00,54693.00,22340.00,124765.00,55539.00,4994.00,65056.00,0.00,35651.00,15512.00,0.00,0.00,0.00,305913.00,0.00,0.00,1617.00,10508.00,293788.00,0.00,293788.00,0.00
1988:Q1,417503.00,5485.00,8857.00,0.00,278031.00,12654.00,56939.00,22365.00,128262.00,57811.00,5139.00,66358.00,0.00,37137.00,16496.00,0.00,0.00,0.00,314545.00,0.00,0.00,1696.00,10673.00,302176.00,0.00,302176.00,0.00
1988:Q2,429263.00,5418.00,9214.00,0.00,285635.00,13164.00,59163.00,22366.00,130723.00,60219.00,5269.00,67697.00,0.00,39068.00,16962.00,0.00,0.00,0.00,322047.00,0.00,0.00,1775.00,10817.00,309455.00,0.00,309455.00,0.00
1988:Q3,441124.00,5374.00,9561.00,0.00,292942.00,13659.00,61526.00,22409.00,132529.00,62819.00,5406.00,69308.00,0.00,40996.00,17537.00,0.00,0.00,0.00,329295.00,0.00,0.00,1854.00,11008.00,316433.00,0.00,316433.00,0.00
1988:Q4,453924.00,5397.00,9771.00,0.00,300435.00,13958.00,64187.00,22563.00,134060.00,65667.00,5574.00,71424.00,0.00,42460.00,18863.00,0.00,0.00,0.00,337578.00,0.00,0.00,1933.00,11729.00,323916.00,0.00,323916.00,0.00
1989:Q1,466001.00,5495.00,9839.00,0.00,307659.00,14055.00,66858.00,23133.00,134751.00,68862.00,5779.00,74344.00,0.00,43489.00,19396.00,0.00,0.00,0.00,345624.00,0.00,0.00,1761.00,12015.00,331848.00,0.00,331848.00,0.00
1989:Q2,478726.00,5668.00,9761.00,0.00,314893.00,13944.00,69746.00,23925.00,134774.00,72504.00,6027.00,78367.00,0.00,44171.00,19839.00,0.00,0.00,0.00,354141.00,0.00,0.00,1589.00,12377.00,340175.00,0.00,340175.00,0.00
1989:Q3,491029.00,5859.00,9682.00,0.00,322050.00,13831.00,72603.00,24897.00,134580.00,76139.00,6270.00,82064.00,0.00,44701.00,20403.00,0.00,0.00,0.00,362827.00,0.00,0.00,1417.00,13099.00,348311.00,0.00,348311.00,0.00
1989:Q4,503049.00,6012.00,9744.00,0.00,329181.00,13921.00,75176.00,26007.00,134766.00,79311.00,6460.00,84005.00,0.00,45276.00,22371.00,0.00,0.00,0.00,371104.00,0.00,0.00,1246.00,14188.00,355670.00,0.00,355670.00,0.00
1990:Q1,511852.00,6162.00,9977.00,0.00,336211.00,14253.00,77401.00,27244.00,135208.00,82105.00,6615.00,84005.00,0.00,45835.00,23047.00,0.00,0.00,0.00,378197.00,0.00,0.00,1409.00,14492.00,362296.00,0.00,362296.00,0.00
1990:Q2,517603.00,6346.00,10405.00,0.00,343050.00,14865.00,79209.00,28594.00,135776.00,84606.00,6752.00,81878.00,0.00,46317.00,22855.00,0.00,0.00,0.00,384525.00,0.00,0.00,1571.00,14719.00,368235.00,0.00,368235.00,0.00
1990:Q3,524015.00,6476.00,10779.00,0.00,349980.00,15399.00,81120.00,30149.00,136382.00,86930.00,6849.00,79798.00,0.00,46769.00,23364.00,0.00,0.00,0.00,390644.00,0.00,0.00,1734.00,15019.00,373891.00,0.00,373891.00,0.00
1990:Q4,533470.00,6463.00,10848.00,0.00,357274.00,15497.00,83649.00,32000.00,136936.00,89192.00,6885.00,79940.00,0.00,47238.00,24822.00,0.00,0.00,0.00,398817.00,0.00,0.00,1897.00,17253.00,379667.00,0.00,379667.00,0.00
1991:Q1,544102.00,6284.00,10638.00,0.00,365315.00,15197.00,88802.00,34361.00,135084.00,91871.00,6859.00,82218.00,0.00,47734.00,25054.00,0.00,0.00,0.00,405096.00,0.00,0.00,2063.00,19585.00,383448.00,0.00,383448.00,0.00
1991:Q2,556159.00,5914.00,10085.00,0.00,373473.00,14407.00,96038.00,37412.00,131523.00,94093.00,6766.00,86539.00,0.00,48290.00,25092.00,0.00,0.00,0.00,407796.00,0.00,0.00,2229.00,19787.00,385780.00,0.00,385780.00,0.00
1991:Q3,567517.00,5537.00,9559.00,0.00,381120.00,13656.00,103184.00,40291.00,128130.00,95859.00,6640.00,91089.00,0.00,48786.00,24786.00,0.00,0.00,0.00,410847.00,0.00,0.00,2395.00,20385.00,388067.00,0.00,388067.00,0.00
1991:Q4,575773.00,5334.00,9428.00,0.00,387614.00,13469.00,108064.00,42135.00,126778.00,97168.00,6511.00,94054.00,0.00,49102.00,23730.00,0.00,0.00,0.00,418982.00,0.00,0.00,2561.00,24708.00,391713.00,0.00,391713.00,0.00
1992:Q1,584637.00,5298.00,9690.00,0.00,394153.00,13843.00,112270.00,42989.00,127215.00,97836.00,6388.00,95673.00,0.00,49210.00,24225.00,0.00,0.00,0.00,423591.00,0.00,0.00,2136.00,24810.00,396645.00,0.00,396645.00,0.00
1992:Q2,591213.00,5409.00,10340.00,0.00,399421.00,14772.00,114895.00,42897.00,129179.00,97678.00,6267.00,96186.00,0.00,49085.00,24505.00,0.00,0.00,0.00,429494.00,0.00,0.00,1710.00,24991.00,402793.00,0.00,402793.00,0.00
1992:Q3,589602.00,5544.00,11026.00,0.00,400805.00,15751.00,113244.00,42546.00,131829.00,97435.00,6113.00,96448.00,0.00,48953.00,20713.00,0.00,0.00,0.00,435254.00,0.00,0.00,1285.00,24930.00,409039.00,0.00,409039.00,0.00
1992:Q4,597905.00,5576.00,11393.00,0.00,404695.00,16276.00,113628.00,42621.00,134324.00,97846.00,5889.00,97312.00,0.00,49040.00,24000.00,0.00,0.00,0.00,440787.00,0.00,0.00,860.00,25662.00,414265.00,0.00,414265.00,0.00
1993:Q1,607315.00,5525.00,11476.00,0.00,411987.00,16395.00,116805.00,42985.00,136948.00,98854.00,5588.00,98628.00,0.00,49327.00,24784.00,0.00,0.00,0.00,445864.00,0.00,0.00,1390.00,25917.00,418557.00,0.00,418557.00,0.00
1993:Q2,618311.00,5405.00,11309.00,0.00,421065.00,16155.00,121038.00,43496.00,139982.00,100394.00,5192.00,100242.00,0.00,49790.00,25308.00,0.00,0.00,0.00,449886.00,0.00,0.00,1921.00,25965.00,422000.00,0.00,422000.00,0.00
1993:Q3,629786.00,5275.00,11109.00,0.00,430487.00,15870.00,125475.00,44030.00,143137.00,101975.00,4792.00,101911.00,0.00,50291.00,25921.00,0.00,0.00,0.00,453941.00,0.00,0.00,2452.00,26119.00,425370.00,0.00,425370.00,0.00
1993:Q4,642476.00,5189.00,11095.00,0.00,438809.00,15850.00,129266.00,44463.00,146124.00,103106.00,4472.00,103392.00,0.00,50693.00,28826.00,0.00,0.00,0.00,459102.00,0.00,0.00,2983.00,26678.00,429441.00,0.00,429441.00,0.00
1994:Q1,648919.00,5145.00,10850.00,0.00,443678.00,15500.00,131274.00,44791.00,147250.00,104863.00,4303.00,105477.00,85.00,51253.00,28128.00,0.00,0.00,0.00,463076.00,0.00,0.00,2879.00,27197.00,433000.00,0.00,433000.00,0.00
1994:Q2,656460.00,5101.00,10675.00,0.00,448801.00,15250.00,133312.00,45119.00,148500.00,106620.00,4134.00,107566.00,166.00,51812.00,28205.00,0.00,0.00,0.00,466814.00,0.00,0.00,2775.00,27539.00,436500.00,0.00,436500.00,0.00
1994:Q3,665021.00,5057.00,10500.00,0.00,454672.00,15000.00,135349.00,45447.00,150500.00,108376.00,3964.00,109646.00,255.00,52372.00,28555.00,0.00,0.00,0.00,470703.00,0.00,0.00,2672.00,28031.00,440000.00,0.00,440000.00,0.00
1994:Q4,678080.00,5013.00,10297.00,0.00,461774.00,14710.00,137375.00,45774.00,153782.00,110133.00,3795.00,111735.00,336.00,52931.00,32199.00,0.00,0.00,0.00,474448.00,0.00,0.00,2568.00,27892.00,443988.00,0.00,443988.00,0.00
1995:Q1,694794.00,4973.00,11007.00,0.00,468741.00,15724.00,137717.00,46400.00,155400.00,113500.00,3550.00,119313.00,416.00,54023.00,32771.00,0.00,0.00,0.00,483771.00,0.00,0.00,2745.00,28026.00,453000.00,0.00,453000.00,0.00
1995:Q2,709664.00,4932.00,11717.00,0.00,475723.00,16739.00,138222.00,46962.00,157100.00,116700.00,3306.00,125623.00,503.00,55115.00,32745.00,0.00,0.00,0.00,494221.00,0.00,0.00,2922.00,29409.00,461890.00,0.00,461890.00,0.00
1995:Q3,725313.00,4892.00,12427.00,0.00,482980.00,17753.00,138676.00,47500.00,159050.00,120001.00,3050.00,131418.00,594.00,56206.00,33746.00,0.00,0.00,0.00,492446.00,0.00,0.00,3100.00,29755.00,459591.00,0.00,459591.00,0.00
1995:Q4,740320.00,4851.00,13137.00,0.00,490309.00,18767.00,139066.00,48150.00,161036.00,123290.00,2816.00,133479.00,671.00,57298.00,37759.00,0.00,0.00,0.00,504906.00,0.00,0.00,3277.00,36837.00,464792.00,0.00,464792.00,0.00
1996:Q1,750142.00,4811.00,13847.00,0.00,496220.00,19782.00,139488.00,48262.00,163004.00,125684.00,2571.00,135245.00,755.00,58390.00,38303.00,0.00,0.00,0.00,508817.00,0.00,0.00,3437.00,37887.00,467493.00,0.00,467493.00,0.00
1996:Q2,757005.00,3756.00,11832.00,0.00,500114.00,16903.00,133899.00,47714.00,166999.00,134599.00,2567.00,139484.00,841.00,59474.00,38937.00,0.00,0.00,0.00,511209.00,0.00,0.00,3598.00,38671.00,468940.00,0.00,468940.00,0.00
1996:Q3,767739.00,4089.00,12881.00,0.00,505628.00,18401.00,130504.00,48071.00,168247.00,140405.00,2539.00,142296.00,927.00,59609.00,39770.00,0.00,0.00,0.00,517033.00,0.00,0.00,3759.00,39124.00,474150.00,0.00,474150.00,0.00
1996:Q4,774164.00,3938.00,12404.00,0.00,511823.00,17722.00,126166.00,50986.00,175366.00,141583.00,2431.00,147528.00,1040.00,59338.00,33646.00,2016.00,0.00,2016.00,513770.00,0.00,0.00,3920.00,38496.00,471354.00,0.00,471354.00,0.00
1997:Q1,785708.00,4233.00,13334.00,0.00,513436.00,19050.00,94300.00,68827.00,187643.00,143616.00,2509.00,150124.00,1140.00,63455.00,35404.00,2073.00,0.00,2073.00,516510.00,0.00,0.00,4038.00,38697.00,473775.00,0.00,473775.00,0.00
1997:Q2,808586.00,4062.00,12792.00,0.00,519524.00,18274.00,94749.00,69362.00,188632.00,148507.00,2392.00,165233.00,1365.00,64036.00,37043.00,2139.00,0.00,2139.00,518865.00,0.00,0.00,4156.00,39578.00,475131.00,0.00,475131.00,0.00
1997:Q3,827002.00,4168.00,13125.00,0.00,528244.00,18751.00,95735.00,70022.00,189950.00,153786.00,2384.00,172431.00,1573.00,64117.00,38749.00,2211.00,0.00,2211.00,527509.00,0.00,0.00,4274.00,42595.00,480640.00,0.00,480640.00,0.00
1997:Q4,848076.00,4235.00,12328.00,0.00,535969.00,17610.00,96414.00,70820.00,191625.00,159500.00,2246.00,184332.00,1674.00,62229.00,42769.00,2294.00,0.00,2294.00,526702.00,0.00,0.00,4392.00,46157.00,476153.00,0.00,476153.00,0.00
1998:Q1,870559.00,3709.00,12666.00,0.00,542469.00,18095.00,92355.00,71581.00,196617.00,163821.00,2219.00,198022.00,1902.00,64934.00,42391.00,2247.00,0.00,2247.00,530984.00,0.00,0.00,4121.00,46732.00,480131.00,0.00,480131.00,0.00
1998:Q2,876600.00,3594.00,12989.00,0.00,542746.00,18557.00,87195.00,71487.00,199293.00,166214.00,2176.00,200628.00,1989.00,65738.00,44530.00,2210.00,0.00,2210.00,532239.00,0.00,0.00,3850.00,47115.00,481274.00,0.00,481274.00,0.00
1998:Q3,859344.00,3801.00,14752.00,0.00,544341.00,21073.00,82459.00,71206.00,201438.00,168165.00,1919.00,178310.00,1873.00,66416.00,45755.00,2177.00,0.00,2177.00,535683.00,0.00,0.00,3578.00,47455.00,484650.00,0.00,484650.00,0.00
1998:Q4,881012.00,4014.00,14936.00,0.00,546927.00,21339.00,76766.00,69668.00,208089.00,171065.00,1970.00,197908.00,2201.00,63954.00,46954.00,2148.00,0.00,2148.00,531034.00,0.00,0.00,3307.00,47313.00,480414.00,0.00,480414.00,0.00
1999:Q1,881155.00,3219.00,15033.00,0.00,542543.00,21475.00,73680.00,70677.00,204214.00,172497.00,1922.00,198219.00,2268.00,66193.00,49523.00,2235.00,0.00,2235.00,532492.00,0.00,0.00,3320.00,48290.00,480882.00,0.00,480882.00,0.00
1999:Q2,887758.00,3661.00,11440.00,0.00,542830.00,16343.00,70529.00,73313.00,204839.00,177806.00,1949.00,204532.00,2423.00,68053.00,50537.00,2333.00,0.00,2333.00,539311.00,0.00,0.00,3333.00,52149.00,483829.00,0.00,483829.00,0.00
1999:Q3,875233.00,3145.00,12104.00,0.00,540702.00,17291.00,67873.00,74474.00,201454.00,179610.00,2001.00,190371.00,2350.00,68819.00,53302.00,2439.00,0.00,2439.00,549611.00,0.00,0.00,3346.00,58415.00,487850.00,0.00,487850.00,0.00
