date,FU546000105.Q,FU545013005.Q,FU544090005.Q,FU543020005.Q,FU543034005.Q,FU542051073.Q,FU544022005.Q,FU543069105.Q,FU543061105.Q,FU543061705.Q,FU543062005.Q,FU543063005.Q,FU544023005.Q,FU543069005.Q,FU543065005.Q,FU543064105.Q,FU543064205.Q,FU543092073.Q,FU543090005.Q,FU543092473.Q,FU543077073.Q,FU543093005.Q,FU544190005.Q,FU542151073.Q,FU543164173.Q,FU543169373.Q,FU543140005.Q,FU543150005.Q,FU543178073.Q,FU543192073.Q,FU543190005.Q,FU543194733.Q,FU673090543.Q,FU543195005.Q,FU593095005.Q,FU543193005.Q,FU547005005.Q
1967:Q3,266.00,64.00,2303.00,47.00,0.00,0.00,1263.00,273.00,27.00,-4.00,-28.00,995.00,711.00,190.00,521.00,241.00,4.00,9.00,28.00,0.00,69.00,-41.00,2126.00,0.00,0.00,0.00,1222.00,374.00,31.00,1.00,498.00,0.00,0.00,218.00,0.00,280.00,25.00
1967:Q4,262.00,66.00,2211.00,145.00,0.00,0.00,564.00,-658.00,-34.00,-8.00,16.00,1248.00,1068.00,199.00,869.00,343.00,13.00,8.00,70.00,0.00,71.00,-1.00,2159.00,0.00,0.00,0.00,1209.00,450.00,-31.00,1.00,530.00,0.00,0.00,226.00,0.00,304.00,144.00
1968:Q1,238.00,67.00,2188.00,-412.00,0.00,0.00,1425.00,196.00,-5.00,36.00,30.00,1168.00,734.00,277.00,457.00,288.00,29.00,10.00,114.00,0.00,84.00,30.00,2131.00,0.00,0.00,0.00,1200.00,559.00,162.00,1.00,209.00,0.00,0.00,241.00,0.00,-32.00,114.00
1968:Q2,234.00,68.00,2062.00,61.00,0.00,0.00,663.00,-6.00,-231.00,-14.00,-2.00,916.00,809.00,361.00,448.00,398.00,-19.00,9.00,141.00,0.00,90.00,51.00,2097.00,0.00,0.00,0.00,1192.00,574.00,-90.00,2.00,419.00,0.00,0.00,246.00,0.00,173.00,201.00
1968:Q3,264.00,69.00,2343.00,209.00,0.00,0.00,892.00,131.00,81.00,11.00,-4.00,673.00,831.00,345.00,486.00,241.00,3.00,10.00,157.00,0.00,92.00,65.00,1965.00,0.00,0.00,0.00,1197.00,383.00,76.00,2.00,307.00,0.00,0.00,252.00,0.00,55.00,-184.00
1968:Q4,274.00,73.00,2833.00,248.00,0.00,0.00,660.00,-275.00,-72.00,31.00,25.00,951.00,1332.00,264.00,1068.00,384.00,33.00,9.00,167.00,0.00,89.00,78.00,2531.00,0.00,0.00,0.00,1214.00,785.00,14.00,2.00,516.00,0.00,0.00,257.00,0.00,259.00,-101.00
1969:Q1,218.00,70.00,2498.00,-335.00,0.00,0.00,1323.00,328.00,-117.00,23.00,36.00,1053.00,826.00,419.00,407.00,388.00,77.00,10.00,209.00,0.00,88.00,121.00,2270.00,0.00,0.00,0.00,1226.00,667.00,163.00,2.00,212.00,0.00,0.00,260.00,0.00,-48.00,-80.00
1969:Q2,218.00,73.00,1829.00,-130.00,0.00,0.00,169.00,-156.00,-210.00,28.00,-6.00,513.00,1112.00,636.00,476.00,349.00,106.00,11.00,212.00,0.00,88.00,124.00,2365.00,0.00,0.00,0.00,1233.00,767.00,-170.00,3.00,532.00,0.00,0.00,264.00,0.00,268.00,682.00
1969:Q3,212.00,77.00,2467.00,62.00,0.00,0.00,631.00,321.00,-41.00,37.00,0.00,314.00,1331.00,821.00,510.00,170.00,100.00,10.00,163.00,0.00,90.00,73.00,2391.00,0.00,0.00,0.00,1247.00,779.00,87.00,3.00,275.00,0.00,0.00,274.00,0.00,1.00,59.00
1969:Q4,220.00,79.00,2663.00,355.00,0.00,0.00,244.00,346.00,36.00,8.00,-3.00,-143.00,1302.00,643.00,659.00,417.00,98.00,11.00,236.00,0.00,120.00,116.00,2552.00,0.00,0.00,0.00,1266.00,907.00,-25.00,3.00,401.00,0.00,0.00,290.00,0.00,111.00,30.00
1970:Q1,243.00,86.00,2868.00,-157.00,0.00,0.00,891.00,350.00,-44.00,58.00,14.00,513.00,1365.00,719.00,646.00,472.00,88.00,11.00,198.00,0.00,104.00,94.00,2303.00,0.00,0.00,0.00,1272.00,653.00,186.00,3.00,189.00,0.00,0.00,309.00,0.00,-120.00,-408.00
1970:Q2,248.00,88.00,2165.00,-96.00,0.00,0.00,282.00,-60.00,-66.00,-3.00,-6.00,417.00,1201.00,647.00,554.00,291.00,282.00,11.00,194.00,0.00,107.00,87.00,2281.00,0.00,0.00,0.00,1264.00,651.00,-198.00,2.00,562.00,0.00,0.00,330.00,0.00,232.00,277.00
1970:Q3,260.00,88.00,2513.00,49.00,0.00,0.00,1260.00,864.00,133.00,43.00,43.00,177.00,867.00,512.00,355.00,132.00,2.00,11.00,192.00,0.00,109.00,83.00,2414.00,0.00,0.00,0.00,1305.00,719.00,99.00,2.00,289.00,0.00,0.00,335.00,0.00,-46.00,73.00
1970:Q4,320.00,86.00,2363.00,328.00,0.00,0.00,-40.00,-377.00,-105.00,44.00,34.00,364.00,1154.00,361.00,793.00,728.00,-11.00,12.00,192.00,0.00,110.00,82.00,2706.00,0.00,0.00,0.00,1394.00,860.00,38.00,2.00,412.00,0.00,0.00,323.00,0.00,89.00,577.00
1971:Q1,304.00,91.00,3532.00,-209.00,0.00,0.00,2004.00,876.00,-38.00,7.00,8.00,1151.00,390.00,232.00,158.00,1227.00,-104.00,12.00,212.00,0.00,88.00,124.00,2969.00,0.00,0.00,0.00,1482.00,1050.00,125.00,2.00,310.00,0.00,0.00,336.00,0.00,-26.00,-350.00
1971:Q2,312.00,94.00,2629.00,-67.00,0.00,0.00,1401.00,661.00,-282.00,0.00,25.00,997.00,211.00,235.00,-24.00,919.00,-71.00,12.00,224.00,0.00,76.00,148.00,3198.00,0.00,0.00,0.00,1566.00,1187.00,-133.00,3.00,575.00,0.00,0.00,324.00,0.00,251.00,787.00
1971:Q3,331.00,96.00,3334.00,25.00,0.00,0.00,1753.00,399.00,29.00,74.00,27.00,1224.00,523.00,281.00,242.00,876.00,-79.00,13.00,223.00,0.00,74.00,149.00,3311.00,0.00,0.00,0.00,1612.00,1225.00,80.00,3.00,391.00,0.00,0.00,323.00,0.00,68.00,213.00
1971:Q4,334.00,99.00,3222.00,256.00,0.00,0.00,874.00,-1308.00,77.00,14.00,-3.00,2094.00,998.00,253.00,745.00,977.00,-105.00,13.00,209.00,0.00,80.00,129.00,3307.00,0.00,0.00,0.00,1621.00,1158.00,-99.00,3.00,624.00,0.00,0.00,331.00,0.00,293.00,320.00
1972:Q1,358.00,87.00,3524.00,-599.00,0.00,0.00,2716.00,1182.00,162.00,89.00,-12.00,1295.00,104.00,202.00,-98.00,1147.00,-90.00,13.00,233.00,0.00,120.00,113.00,3366.00,0.00,0.00,0.00,1639.00,1083.00,144.00,3.00,497.00,0.00,0.00,361.00,0.00,136.00,113.00
1972:Q2,377.00,89.00,3049.00,164.00,0.00,0.00,1319.00,-388.00,-268.00,-17.00,0.00,1992.00,261.00,255.00,6.00,1136.00,-88.00,13.00,244.00,0.00,145.00,99.00,3453.00,0.00,0.00,0.00,1667.00,994.00,-201.00,2.00,991.00,0.00,0.00,375.00,0.00,616.00,693.00
1972:Q3,358.00,91.00,4105.00,94.00,0.00,0.00,2798.00,1235.00,153.00,51.00,11.00,1348.00,433.00,249.00,184.00,600.00,-78.00,14.00,244.00,0.00,148.00,96.00,3490.00,0.00,0.00,0.00,1694.00,1055.00,96.00,2.00,643.00,0.00,0.00,387.00,0.00,256.00,-348.00
1972:Q4,348.00,94.00,3751.00,559.00,0.00,0.00,481.00,-1818.00,-48.00,-15.00,5.00,2357.00,1592.00,232.00,1360.00,927.00,-54.00,14.00,232.00,0.00,127.00,105.00,3465.00,0.00,0.00,0.00,1723.00,1258.00,-24.00,2.00,506.00,0.00,0.00,397.00,0.00,109.00,-33.00
1973:Q1,436.00,120.00,4577.00,-457.00,0.00,0.00,3429.00,2256.00,-3.00,29.00,-35.00,1182.00,499.00,281.00,218.00,828.00,42.00,15.00,221.00,0.00,111.00,110.00,3874.00,0.00,0.00,0.00,1761.00,1229.00,182.00,8.00,694.00,0.00,0.00,408.00,0.00,286.00,-387.00
1973:Q2,440.00,126.00,3600.00,-22.00,0.00,0.00,1011.00,-758.00,-252.00,51.00,42.00,1928.00,1245.00,429.00,816.00,1057.00,81.00,15.00,213.00,0.00,98.00,115.00,3728.00,0.00,0.00,0.00,1808.00,1355.00,-207.00,8.00,764.00,0.00,0.00,423.00,0.00,341.00,442.00
1973:Q3,450.00,131.00,4312.00,-66.00,0.00,0.00,1298.00,-379.00,-106.00,94.00,22.00,1667.00,2089.00,884.00,1205.00,740.00,27.00,15.00,209.00,0.00,93.00,116.00,3790.00,0.00,0.00,0.00,1817.00,1499.00,87.00,8.00,379.00,0.00,0.00,429.00,0.00,-50.00,-204.00
1973:Q4,438.00,135.00,4379.00,635.00,0.00,0.00,-51.00,-1096.00,-22.00,-25.00,16.00,1076.00,2784.00,602.00,2182.00,684.00,98.00,15.00,214.00,0.00,98.00,116.00,4058.00,0.00,0.00,0.00,1787.00,1662.00,-26.00,8.00,627.00,0.00,0.00,432.00,0.00,195.00,-19.00
1974:Q1,479.00,152.00,4733.00,-577.00,0.00,0.00,3163.00,1410.00,152.00,48.00,73.00,1480.00,1255.00,444.00,811.00,515.00,70.00,16.00,291.00,0.00,154.00,137.00,3695.00,0.00,0.00,0.00,1750.00,1316.00,177.00,-66.00,518.00,0.00,0.00,420.00,0.00,98.00,-711.00
1974:Q2,556.00,157.00,3423.00,-42.00,0.00,0.00,726.00,-532.00,-247.00,5.00,92.00,1408.00,1707.00,662.00,1045.00,587.00,102.00,16.00,327.00,0.00,185.00,142.00,3861.00,0.00,0.00,0.00,1705.00,1543.00,-215.00,-66.00,894.00,0.00,0.00,413.00,0.00,481.00,836.00
1974:Q3,609.00,164.00,3852.00,51.00,0.00,0.00,836.00,-8.00,-22.00,52.00,41.00,773.00,2072.00,870.00,1202.00,327.00,199.00,17.00,350.00,0.00,193.00,157.00,3971.00,0.00,0.00,0.00,1729.00,1609.00,76.00,-66.00,623.00,0.00,0.00,422.00,0.00,201.00,564.00
1974:Q4,529.00,172.00,4557.00,496.00,0.00,0.00,693.00,196.00,45.00,76.00,49.00,327.00,2494.00,687.00,1807.00,518.00,-20.00,17.00,359.00,0.00,178.00,181.00,4028.00,0.00,0.00,0.00,1822.00,1515.00,-50.00,-66.00,807.00,0.00,0.00,443.00,0.00,364.00,-172.00
1975:Q1,599.00,208.00,5102.00,-385.00,0.00,0.00,3118.00,612.00,213.00,45.00,29.00,2219.00,1476.00,464.00,1012.00,562.00,-78.00,17.00,392.00,0.00,172.00,220.00,4705.00,0.00,0.00,0.00,1903.00,2084.00,155.00,39.00,524.00,0.00,0.00,472.00,0.00,52.00,-6.00
1975:Q2,494.00,207.00,4132.00,-67.00,0.00,0.00,1982.00,86.00,127.00,69.00,87.00,1613.00,1103.00,382.00,721.00,731.00,-80.00,18.00,445.00,0.00,173.00,272.00,4541.00,0.00,0.00,0.00,1971.00,1860.00,-233.00,39.00,904.00,0.00,0.00,503.00,0.00,401.00,695.00
1975:Q3,519.00,208.00,5361.00,-252.00,0.00,0.00,3976.00,1626.00,109.00,103.00,382.00,1756.00,755.00,391.00,364.00,381.00,59.00,18.00,424.00,0.00,165.00,259.00,4873.00,0.00,0.00,0.00,2020.00,2056.00,55.00,39.00,703.00,0.00,0.00,503.00,0.00,200.00,-177.00
1975:Q4,599.00,210.00,5840.00,630.00,0.00,0.00,3321.00,-1581.00,915.00,137.00,343.00,3507.00,1205.00,368.00,837.00,377.00,-42.00,18.00,331.00,0.00,148.00,183.00,5693.00,0.00,0.00,0.00,2052.00,2663.00,-67.00,38.00,1007.00,0.00,0.00,467.00,0.00,540.00,241.00
1976:Q1,510.00,210.00,6821.00,-474.00,0.00,0.00,5407.00,434.00,336.00,223.00,506.00,3908.00,555.00,296.00,259.00,1019.00,-64.00,19.00,359.00,0.00,158.00,201.00,6275.00,0.00,0.00,0.00,2088.00,3220.00,193.00,55.00,719.00,0.00,0.00,568.00,0.00,151.00,-246.00
1976:Q2,586.00,218.00,5924.00,59.00,0.00,0.00,4284.00,806.00,-116.00,6.00,182.00,3406.00,652.00,373.00,279.00,602.00,-20.00,20.00,327.00,0.00,143.00,184.00,6977.00,0.00,0.00,0.00,2126.00,3756.00,-203.00,55.00,1243.00,0.00,0.00,585.00,0.00,658.00,1421.00
1976:Q3,727.00,226.00,7246.00,-329.00,0.00,0.00,5663.00,211.00,463.00,442.00,210.00,4337.00,854.00,358.00,496.00,709.00,1.00,20.00,328.00,0.00,151.00,177.00,7244.00,0.00,0.00,0.00,2169.00,4006.00,128.00,55.00,886.00,0.00,0.00,590.00,0.00,296.00,499.00
1976:Q4,799.00,235.00,8183.00,822.00,0.00,0.00,4558.00,-1040.00,-51.00,228.00,188.00,5233.00,1693.00,340.00,1353.00,744.00,-11.00,20.00,357.00,0.00,179.00,178.00,7073.00,0.00,0.00,0.00,2216.00,3969.00,15.00,55.00,818.00,0.00,0.00,582.00,0.00,236.00,-546.00
1977:Q1,626.00,233.00,7476.00,-580.00,24.00,0.00,6253.00,1500.00,174.00,229.00,118.00,4232.00,703.00,414.00,289.00,451.00,43.00,21.00,561.00,0.00,207.00,354.00,7286.00,0.00,0.00,0.00,2248.00,3878.00,78.00,23.00,1059.00,0.00,0.00,740.00,0.00,319.00,204.00
1977:Q2,679.00,240.00,7527.00,-33.00,35.00,0.00,5206.00,261.00,-205.00,138.00,93.00,4919.00,1551.00,461.00,1090.00,199.00,-25.00,21.00,573.00,0.00,236.00,337.00,7542.00,0.00,0.00,0.00,2266.00,4047.00,104.00,23.00,1102.00,0.00,0.00,829.00,0.00,273.00,454.00
1977:Q3,785.00,245.00,7908.00,65.00,43.00,0.00,5371.00,942.00,382.00,355.00,225.00,3467.00,1668.00,432.00,1236.00,150.00,21.00,22.00,568.00,0.00,242.00,326.00,7937.00,0.00,0.00,0.00,2337.00,4320.00,111.00,23.00,1146.00,0.00,0.00,851.00,0.00,295.00,569.00
1977:Q4,889.00,253.00,8418.00,675.00,48.00,0.00,3688.00,-3031.00,-404.00,962.00,21.00,6140.00,3094.00,415.00,2679.00,337.00,14.00,22.00,540.00,0.00,224.00,316.00,8351.00,0.00,0.00,0.00,2462.00,4577.00,97.00,23.00,1192.00,0.00,0.00,804.00,0.00,388.00,570.00
1978:Q1,805.00,286.00,8964.00,-725.00,50.00,0.00,7625.00,2888.00,-240.00,603.00,-49.00,4423.00,1524.00,451.00,1073.00,-24.00,27.00,34.00,453.00,0.00,250.00,203.00,8472.00,0.00,0.00,0.00,2603.00,4599.00,92.00,62.00,1116.00,0.00,0.00,815.00,0.00,301.00,27.00
1978:Q2,891.00,313.00,8152.00,61.00,49.00,0.00,4949.00,-322.00,-151.00,290.00,-59.00,5191.00,2549.00,609.00,1940.00,65.00,-33.00,35.00,477.00,0.00,256.00,221.00,8850.00,0.00,0.00,0.00,2763.00,4808.00,97.00,62.00,1120.00,0.00,0.00,819.00,0.00,301.00,1276.00
1978:Q3,980.00,332.00,10101.00,-28.00,63.00,0.00,6497.00,1565.00,189.00,936.00,130.00,3677.00,2941.00,634.00,2307.00,119.00,-23.00,36.00,496.00,0.00,269.00,227.00,8976.00,0.00,0.00,0.00,2798.00,4888.00,84.00,62.00,1144.00,0.00,0.00,808.00,0.00,336.00,-477.00
1978:Q4,1028.00,353.00,8357.00,929.00,91.00,0.00,2081.00,-2678.00,-291.00,712.00,329.00,4009.00,4894.00,896.00,3998.00,-304.00,61.00,38.00,567.00,0.00,290.00,277.00,8845.00,0.00,0.00,0.00,2707.00,4838.00,56.00,63.00,1181.00,0.00,0.00,779.00,0.00,402.00,1163.00
1979:Q1,1045.00,419.00,9483.00,-1218.00,118.00,0.00,6825.00,1731.00,535.00,578.00,-312.00,4293.00,3179.00,1019.00,2160.00,-122.00,22.00,38.00,641.00,0.00,316.00,325.00,8777.00,0.00,0.00,0.00,2651.00,4781.00,33.00,162.00,1150.00,0.00,0.00,788.00,0.00,362.00,-80.00
1979:Q2,954.00,434.00,9488.00,367.00,142.00,0.00,4730.00,961.00,-153.00,867.00,-1.00,3056.00,3617.00,974.00,2643.00,-166.00,44.00,40.00,714.00,0.00,345.00,369.00,8765.00,0.00,0.00,0.00,2632.00,4712.00,15.00,162.00,1244.00,0.00,0.00,780.00,0.00,464.00,-203.00
1979:Q3,1031.00,460.00,9945.00,-283.00,161.00,0.00,4708.00,1085.00,-54.00,1035.00,151.00,2491.00,4061.00,922.00,3139.00,499.00,29.00,41.00,729.00,0.00,350.00,379.00,8775.00,0.00,0.00,0.00,2595.00,4812.00,-7.00,162.00,1213.00,0.00,0.00,751.00,0.00,462.00,-599.00
1979:Q4,1087.00,477.00,8539.00,1437.00,176.00,0.00,-150.00,-2169.00,-262.00,358.00,188.00,1735.00,6077.00,1764.00,4313.00,221.00,51.00,43.00,684.00,0.00,332.00,352.00,8806.00,0.00,0.00,0.00,2540.00,5081.00,-38.00,162.00,1061.00,0.00,0.00,697.00,0.00,364.00,877.00
1980:Q1,1299.00,475.00,10909.00,-1245.00,150.00,0.00,4606.00,-655.00,29.00,489.00,34.00,4709.00,6043.00,2070.00,3973.00,537.00,131.00,44.00,643.00,0.00,311.00,332.00,8695.00,0.00,0.00,0.00,2491.00,5245.00,76.00,38.00,845.00,0.00,0.00,566.00,0.00,279.00,-1391.00
1980:Q2,1407.00,472.00,8229.00,697.00,85.00,0.00,1961.00,894.00,218.00,-131.00,-124.00,1104.00,5651.00,2482.00,3169.00,-788.00,-21.00,46.00,598.00,0.00,285.00,313.00,8436.00,0.00,0.00,0.00,2446.00,5299.00,129.00,254.00,308.00,0.00,0.00,489.00,0.00,-181.00,1143.00
1980:Q3,1432.00,488.00,10060.00,-27.00,182.00,0.00,5496.00,2782.00,203.00,564.00,128.00,1819.00,3327.00,829.00,2498.00,449.00,-31.00,47.00,617.00,0.00,299.00,318.00,8736.00,0.00,0.00,0.00,2400.00,5615.00,125.00,134.00,462.00,0.00,0.00,481.00,0.00,-19.00,-380.00
1980:Q4,1547.00,512.00,8590.00,1115.00,441.00,0.00,1846.00,-836.00,500.00,841.00,235.00,1106.00,4224.00,1205.00,3019.00,190.00,28.00,49.00,697.00,0.00,352.00,345.00,9592.00,0.00,0.00,0.00,2352.00,6190.00,66.00,66.00,918.00,0.00,0.00,543.00,0.00,375.00,2038.00
1981:Q1,1521.00,534.00,12050.00,-1025.00,744.00,0.00,7341.00,2653.00,1368.00,1112.00,131.00,2077.00,3636.00,1800.00,1836.00,473.00,98.00,51.00,732.00,0.00,419.00,313.00,11604.00,0.00,0.00,0.00,2325.00,7685.00,6.00,112.00,1476.00,0.00,0.00,796.00,0.00,680.00,541.00
1981:Q2,1612.00,560.00,11030.00,361.00,1092.00,0.00,5350.00,1293.00,-254.00,1411.00,124.00,2776.00,3470.00,1728.00,1742.00,-71.00,69.00,52.00,707.00,0.00,501.00,206.00,10318.00,0.00,0.00,0.00,2300.00,6005.00,-51.00,133.00,1931.00,0.00,0.00,833.00,0.00,1098.00,340.00
1981:Q3,1386.00,586.00,12927.00,572.00,1099.00,0.00,5654.00,3190.00,240.00,655.00,88.00,1481.00,3480.00,2103.00,1377.00,1007.00,222.00,54.00,839.00,0.00,486.00,353.00,13087.00,0.00,0.00,0.00,2249.00,8712.00,-57.00,111.00,2072.00,0.00,0.00,851.00,0.00,1221.00,960.00
1981:Q4,1185.00,622.00,9935.00,1161.00,765.00,0.00,2345.00,286.00,975.00,-29.00,107.00,1006.00,3375.00,1664.00,1711.00,959.00,142.00,56.00,1132.00,0.00,377.00,755.00,11118.00,0.00,0.00,0.00,2073.00,7110.00,-12.00,458.00,1489.00,0.00,0.00,844.00,0.00,645.00,1747.00
1982:Q1,1156.00,648.00,12299.00,-2377.00,523.00,0.00,9461.00,1520.00,2904.00,864.00,350.00,3823.00,2390.00,1307.00,1083.00,444.00,377.00,-15.00,1496.00,0.00,279.00,1217.00,11476.00,0.00,0.00,0.00,1884.00,7880.00,33.00,21.00,1658.00,0.00,0.00,943.00,0.00,715.00,-315.00
1982:Q2,1062.00,638.00,13413.00,1363.00,372.00,0.00,7003.00,1547.00,-119.00,1117.00,375.00,4083.00,2199.00,1357.00,842.00,303.00,401.00,8.00,1764.00,0.00,193.00,1571.00,12935.00,0.00,0.00,0.00,1672.00,9593.00,73.00,257.00,1340.00,0.00,0.00,923.00,0.00,417.00,-54.00
1982:Q3,1002.00,621.00,13839.00,350.00,197.00,0.00,7837.00,1728.00,1753.00,1033.00,365.00,2958.00,1858.00,1053.00,805.00,1465.00,223.00,-11.00,1920.00,0.00,155.00,1765.00,15257.00,0.00,0.00,0.00,1637.00,11901.00,74.00,-37.00,1682.00,0.00,0.00,956.00,0.00,726.00,1800.00
1982:Q4,1066.00,609.00,15816.00,997.00,0.00,0.00,10679.00,-624.00,3824.00,1327.00,806.00,5346.00,2050.00,538.00,1512.00,186.00,14.00,17.00,1873.00,0.00,166.00,1707.00,14016.00,0.00,0.00,0.00,1778.00,10307.00,37.00,73.00,1821.00,0.00,0.00,1038.00,0.00,783.00,-1343.00
1983:Q1,1119.00,645.00,14572.00,-1563.00,-303.00,0.00,11970.00,3002.00,3186.00,685.00,172.00,4925.00,1806.00,466.00,1340.00,1456.00,-65.00,-27.00,1298.00,0.00,150.00,1148.00,10290.00,0.00,0.00,0.00,1888.00,6271.00,1.00,-166.00,2296.00,0.00,0.00,955.00,0.00,1341.00,-3809.00
1983:Q2,1013.00,651.00,14358.00,64.00,-711.00,0.00,9794.00,385.00,2373.00,946.00,633.00,5457.00,1680.00,284.00,1396.00,1598.00,-288.00,51.00,2170.00,0.00,145.00,2025.00,12136.00,0.00,0.00,0.00,1965.00,7850.00,-31.00,18.00,2334.00,0.00,0.00,1039.00,0.00,1295.00,-1859.00
1983:Q3,910.00,681.00,14932.00,-440.00,-675.00,0.00,10155.00,1600.00,2425.00,1886.00,170.00,4074.00,2780.00,149.00,2631.00,277.00,-71.00,39.00,2867.00,0.00,140.00,2727.00,11788.00,0.00,0.00,0.00,1994.00,7402.00,-36.00,20.00,2408.00,0.00,0.00,1069.00,0.00,1339.00,-2914.00
1983:Q4,773.00,720.00,15225.00,1291.00,-199.00,0.00,8531.00,-1560.00,4123.00,3712.00,-36.00,2292.00,3846.00,203.00,3643.00,103.00,40.00,45.00,1568.00,0.00,149.00,1419.00,15459.00,0.00,0.00,0.00,1974.00,11139.00,-16.00,53.00,2309.00,0.00,0.00,1046.00,0.00,1263.00,288.00
1984:Q1,554.00,762.00,13210.00,-1172.00,265.00,0.00,13218.00,3534.00,2250.00,2231.00,-972.00,6175.00,423.00,121.00,302.00,229.00,165.00,62.00,20.00,0.00,-150.00,170.00,14039.00,0.00,0.00,0.00,1175.00,9528.00,0.00,31.00,3305.00,0.00,0.00,1094.00,0.00,2211.00,621.00
1984:Q2,520.00,803.00,15803.00,6.00,708.00,0.00,11292.00,1616.00,866.00,2444.00,-302.00,6668.00,2371.00,141.00,2230.00,-224.00,57.00,6.00,1587.00,0.00,-349.00,1936.00,15136.00,0.00,0.00,0.00,1069.00,10048.00,2.00,-20.00,4037.00,0.00,0.00,1041.00,0.00,2996.00,-950.00
1984:Q3,588.00,834.00,16865.00,-116.00,780.00,0.00,12691.00,1559.00,3283.00,2685.00,-268.00,5432.00,1955.00,114.00,1841.00,497.00,-11.00,33.00,1036.00,0.00,-345.00,1381.00,15863.00,0.00,0.00,0.00,1306.00,10571.00,17.00,-101.00,4070.00,0.00,0.00,1025.00,0.00,3045.00,-1249.00
1984:Q4,471.00,859.00,20863.00,1949.00,479.00,0.00,12958.00,-2565.00,6169.00,3647.00,269.00,5438.00,1393.00,66.00,1327.00,-242.00,239.00,203.00,3884.00,0.00,-147.00,4031.00,23519.00,0.00,0.00,0.00,1416.00,18789.00,42.00,1211.00,2061.00,0.00,0.00,1083.00,0.00,978.00,2269.00
1985:Q1,367.00,1042.00,18073.00,-1888.00,233.00,0.00,15543.00,2669.00,1461.00,3028.00,178.00,8207.00,1746.00,-25.00,1771.00,1588.00,434.00,-55.00,472.00,0.00,-37.00,509.00,14758.00,0.00,101.00,0.00,2077.00,8812.00,68.00,-142.00,3842.00,0.00,0.00,969.00,0.00,2873.00,-3990.00
1985:Q2,288.00,1056.00,22540.00,495.00,39.00,0.00,14411.00,-415.00,2354.00,2963.00,23.00,9486.00,3592.00,-52.00,3644.00,1283.00,559.00,91.00,2070.00,0.00,109.00,1961.00,20627.00,0.00,115.00,0.00,2378.00,14102.00,90.00,99.00,3843.00,0.00,0.00,1052.00,0.00,2791.00,-2682.00
1985:Q3,55.00,1045.00,21693.00,474.00,4.00,0.00,16530.00,1177.00,1596.00,4707.00,130.00,8920.00,2569.00,-77.00,2646.00,299.00,765.00,15.00,1037.00,0.00,99.00,938.00,17358.00,0.00,-150.00,0.00,2761.00,12256.00,109.00,441.00,1941.00,0.00,0.00,1061.00,0.00,880.00,-5325.00
1985:Q4,-217.00,1067.00,28323.00,1418.00,1804.00,0.00,15065.00,-3674.00,5085.00,1800.00,664.00,11190.00,7055.00,18.00,7037.00,1652.00,-657.00,24.00,1962.00,0.00,-70.00,2032.00,27683.00,0.00,-146.00,0.00,3225.00,20457.00,125.00,282.00,3740.00,0.00,0.00,999.00,0.00,2741.00,-1924.00
1986:Q1,-918.00,1127.00,17937.00,-1629.00,494.00,0.00,17941.00,-364.00,1927.00,4132.00,315.00,11931.00,3198.00,-1.00,3199.00,-4316.00,2897.00,11.00,-659.00,0.00,-241.00,-418.00,15669.00,0.00,-77.00,0.00,3900.00,5757.00,154.00,-398.00,6333.00,0.00,0.00,1075.00,4008.00,1250.00,-4313.00
1986:Q2,-1413.00,1090.00,22690.00,670.00,165.00,0.00,13857.00,752.00,-829.00,2385.00,768.00,10781.00,5501.00,1.00,5500.00,-2482.00,2503.00,-345.00,2821.00,0.00,-420.00,3241.00,22905.00,0.00,514.00,0.00,4100.00,14592.00,194.00,162.00,3343.00,0.00,0.00,1072.00,2904.00,-633.00,-2288.00
1986:Q3,-1445.00,1078.00,31954.00,-12.00,300.00,0.00,17436.00,3977.00,2234.00,835.00,857.00,9533.00,5460.00,-24.00,5484.00,4296.00,1730.00,76.00,2668.00,0.00,-419.00,3087.00,28553.00,0.00,-298.00,0.00,4500.00,20472.00,189.00,1497.00,2193.00,0.00,0.00,1019.00,2434.00,-1260.00,-5924.00
1986:Q4,-1208.00,1094.00,32081.00,1622.00,-18.00,0.00,16903.00,1056.00,4001.00,3256.00,11.00,8579.00,7572.00,-290.00,7862.00,437.00,3108.00,58.00,2399.00,0.00,-244.00,2643.00,33355.00,0.00,431.00,0.00,4721.00,22586.00,138.00,920.00,4559.00,0.00,0.00,923.00,4581.00,-945.00,-1028.00
1987:Q1,-2354.00,1108.00,26487.00,-946.00,-1490.00,0.00,19409.00,684.00,2220.00,2780.00,-1001.00,14726.00,1557.00,-344.00,1901.00,6447.00,-1525.00,-26.00,3061.00,0.00,-32.00,3093.00,23700.00,0.00,-246.00,0.00,6878.00,6055.00,88.00,524.00,10401.00,0.00,0.00,1353.00,8688.00,360.00,-6249.00
1987:Q2,-1880.00,1133.00,22180.00,-796.00,-385.00,0.00,15300.00,-1953.00,-3612.00,1988.00,286.00,18591.00,4463.00,-176.00,4639.00,917.00,-924.00,12.00,3593.00,0.00,340.00,3253.00,20876.00,0.00,-158.00,0.00,5897.00,6924.00,38.00,394.00,7781.00,0.00,0.00,1512.00,8182.00,-1913.00,-4317.00
