date,FA156010001.Q,FA156210005.Q,FA156012005.Q,FA156900005.Q,FA156007015.Q,FA313154015.Q,FA156600075.Q,FA155111005.Q,FA156300005.Q,FA155440005.Q,FA156000105.Q,FA155090005.Q,FA155050005.Q,FA155111003.Q,FA155012005.Q,FA165013005.Q,FA155420003.Q,FA155000005.Q,FA154090005.Q,FA153091003.Q,FA153020005.Q,FA153030005.Q,FA153034005.Q,FA154022005.Q,FA163069103.Q,FA153061105.Q,FA153061705.Q,FA153062005.Q,FA153063005.Q,FA154023005.Q,FA153069005.Q,FA153065005.Q,FA163066223.Q,FA153064105.Q,FA153064205.Q,FA153040005.Q,FA153050005.Q,FA152090205.Q,FA153090005.Q,FA154190005.Q,FA163162003.Q,FA154123005.Q,FA153165105.Q,FA153166000.Q,FA153168005.Q,FA153169005.Q,FA163165505.Q,FA163170003.Q,FA543077073.Q,FA157005005.Q
1960:Q4,426167.00,46424.00,379743.00,341791.00,37952.00,-316.00,36.00,3910.00,46041.00,2566.00,84985.00,83575.00,65704.00,41708.00,20862.00,3829.00,-695.00,17871.00,33175.00,0.00,-3088.00,12096.00,0.00,-3528.00,-1448.00,-4680.00,-2292.00,2792.00,2100.00,5524.00,2352.00,3172.00,0.00,-4424.00,440.00,2580.00,23700.00,-721.00,596.00,15304.00,0.00,14972.00,11448.00,2664.00,-540.00,888.00,512.00,160.00,172.00,1410.00
1961:Q1,430650.00,46511.00,384139.00,342396.00,41743.00,-56.00,48.00,1455.00,46218.00,2551.00,86761.00,89616.00,63051.00,39355.00,20561.00,3865.00,-730.00,26565.00,45826.00,0.00,6496.00,22264.00,0.00,-6780.00,2536.00,-4944.00,-3112.00,-1368.00,108.00,2056.00,-2620.00,4676.00,0.00,-1516.00,1716.00,2752.00,23396.00,-5154.00,596.00,19261.00,0.00,19109.00,11128.00,1685.00,3528.00,2284.00,484.00,0.00,152.00,-2855.00
1961:Q2,436899.00,46944.00,389955.00,347351.00,42604.00,40.00,52.00,2416.00,46338.00,2391.00,88955.00,110974.00,64052.00,40360.00,20414.00,4032.00,-754.00,46922.00,62307.00,0.00,384.00,19452.00,0.00,10188.00,132.00,2188.00,504.00,3996.00,3368.00,5384.00,2760.00,2624.00,0.00,-3140.00,1320.00,3172.00,23936.00,963.00,648.00,15385.00,0.00,14861.00,10612.00,-519.00,1600.00,2668.00,500.00,400.00,124.00,-22019.00
1961:Q3,443970.00,47402.00,396568.00,350346.00,46222.00,20.00,52.00,3331.00,46680.00,2571.00,93630.00,85097.00,66165.00,41535.00,21260.00,4143.00,-773.00,18932.00,36485.00,0.00,3116.00,11760.00,0.00,-3872.00,-1052.00,808.00,792.00,-2600.00,-1820.00,-396.00,-2740.00,2344.00,0.00,-4624.00,1548.00,3692.00,23996.00,625.00,640.00,17553.00,0.00,17313.00,13196.00,2157.00,816.00,560.00,584.00,120.00,120.00,8533.00
1961:Q4,452813.00,48143.00,404670.00,357756.00,46914.00,-216.00,56.00,4990.00,47060.00,2523.00,96169.00,89944.00,68766.00,43494.00,21725.00,4334.00,-787.00,21178.00,42471.00,0.00,-11052.00,20060.00,0.00,3160.00,-3064.00,948.00,52.00,5968.00,-744.00,2840.00,-552.00,3392.00,0.00,-8056.00,2100.00,4172.00,24088.00,4507.00,652.00,21293.00,0.00,20917.00,15660.00,5425.00,-2424.00,1684.00,572.00,240.00,136.00,6225.00
1962:Q1,459729.00,49402.00,410327.00,363096.00,47231.00,20.00,52.00,5907.00,47233.00,2418.00,97921.00,108380.00,70120.00,44501.00,21936.00,4474.00,-791.00,38260.00,60667.00,0.00,9308.00,25592.00,0.00,-1468.00,4112.00,-1292.00,-564.00,-4256.00,532.00,2128.00,-1440.00,3568.00,0.00,-5932.00,1388.00,4128.00,23432.00,1547.00,544.00,22407.00,0.00,22059.00,12072.00,3551.00,6572.00,-700.00,564.00,200.00,148.00,-10459.00
1962:Q2,467035.00,50924.00,416111.00,368959.00,47152.00,144.00,56.00,6849.00,47639.00,2727.00,99001.00,110276.00,71988.00,45756.00,22417.00,4620.00,-805.00,38288.00,56131.00,0.00,-1424.00,25632.00,0.00,8412.00,540.00,7628.00,392.00,-72.00,-76.00,4124.00,2600.00,1524.00,0.00,-8816.00,1252.00,3952.00,23036.00,-609.00,572.00,17843.00,0.00,17571.00,13548.00,8067.00,-4056.00,-652.00,664.00,120.00,152.00,-11275.00
1962:Q3,471683.00,52319.00,419364.00,373072.00,46292.00,-60.00,60.00,6931.00,48137.00,2649.00,98591.00,91364.00,72314.00,46241.00,22231.00,4661.00,-819.00,19050.00,45169.00,0.00,-2000.00,23252.00,0.00,-516.00,76.00,896.00,440.00,1116.00,-3044.00,1604.00,448.00,1156.00,0.00,-5180.00,132.00,3648.00,23236.00,421.00,572.00,26119.00,0.00,25883.00,15376.00,5235.00,2544.00,2084.00,644.00,80.00,156.00,7227.00
1962:Q4,477903.00,53575.00,424328.00,379541.00,44787.00,48.00,60.00,8293.00,48723.00,2758.00,99033.00,95832.00,73902.00,48087.00,22058.00,4591.00,-834.00,21930.00,44105.00,0.00,-7636.00,29456.00,0.00,-1732.00,-1508.00,-136.00,-1696.00,1536.00,72.00,336.00,-2104.00,2440.00,0.00,-6324.00,716.00,3340.00,24384.00,937.00,628.00,22175.00,0.00,21891.00,16124.00,6783.00,-3228.00,1700.00,512.00,120.00,164.00,3201.00
1963:Q1,483273.00,54101.00,429172.00,383399.00,45773.00,60.00,60.00,8520.00,49274.00,2797.00,100770.00,103328.00,75218.00,48758.00,22795.00,4517.00,-852.00,28110.00,58245.00,0.00,20864.00,27004.00,0.00,-17400.00,4120.00,-20448.00,-1368.00,-1484.00,1780.00,316.00,-2400.00,2716.00,0.00,-5008.00,900.00,3828.00,24856.00,2265.00,620.00,30135.00,0.00,29759.00,14544.00,7859.00,5476.00,1068.00,812.00,200.00,176.00,-2558.00
1963:Q2,488106.00,54311.00,433795.00,387768.00,46027.00,284.00,72.00,9277.00,49833.00,2906.00,102443.00,119586.00,77944.00,49956.00,24271.00,4589.00,-872.00,41642.00,67273.00,0.00,900.00,26880.00,0.00,10892.00,2184.00,8972.00,980.00,-176.00,-1068.00,4324.00,2224.00,2100.00,0.00,-7784.00,616.00,4092.00,26072.00,633.00,648.00,25631.00,0.00,25123.00,16144.00,7279.00,-2552.00,3824.00,428.00,320.00,188.00,-17143.00
1963:Q3,495256.00,54593.00,440663.00,395148.00,45515.00,52.00,64.00,9449.00,50547.00,3038.00,102461.00,98184.00,78857.00,50716.00,24359.00,4675.00,-893.00,19327.00,51858.00,0.00,4156.00,20944.00,0.00,-3584.00,488.00,-328.00,1008.00,-2704.00,-2048.00,136.00,-344.00,480.00,0.00,-5816.00,1440.00,4380.00,27340.00,2238.00,624.00,32531.00,0.00,31979.00,18504.00,9247.00,1204.00,2520.00,504.00,360.00,192.00,4277.00
1963:Q4,504721.00,55203.00,449518.00,400087.00,49431.00,156.00,68.00,9823.00,51272.00,2799.00,107815.00,114125.00,80742.00,51678.00,25189.00,4791.00,-916.00,33383.00,60918.00,0.00,-7200.00,29604.00,0.00,10416.00,-1980.00,8500.00,-1560.00,4392.00,1064.00,184.00,-608.00,792.00,0.00,-10220.00,928.00,4648.00,28360.00,3558.00,640.00,27535.00,0.00,26987.00,18004.00,9719.00,-2740.00,1364.00,640.00,360.00,188.00,-6310.00
1964:Q1,514305.00,53755.00,460550.00,409888.00,50662.00,124.00,68.00,11266.00,52009.00,2951.00,111042.00,115402.00,84018.00,53716.00,26354.00,4892.00,-944.00,31384.00,66943.00,0.00,3928.00,20944.00,0.00,4.00,2376.00,-3288.00,-436.00,2080.00,-728.00,6972.00,3972.00,3000.00,0.00,-2420.00,124.00,4336.00,29420.00,2791.00,844.00,35559.00,0.00,34859.00,17268.00,10739.00,6124.00,144.00,584.00,520.00,180.00,-4360.00
1964:Q2,523727.00,49723.00,474004.00,418177.00,55827.00,100.00,76.00,11983.00,52824.00,3349.00,117309.00,137457.00,84553.00,55089.00,25395.00,5029.00,-960.00,52904.00,75731.00,0.00,6368.00,27164.00,0.00,15464.00,2888.00,11304.00,1004.00,2076.00,-1808.00,-4984.00,-4896.00,-88.00,0.00,-5320.00,1144.00,4348.00,30432.00,227.00,888.00,22827.00,0.00,22455.00,16452.00,8855.00,-4196.00,720.00,624.00,200.00,172.00,-20148.00
1964:Q3,533323.00,51575.00,481748.00,427450.00,54298.00,216.00,84.00,13133.00,53603.00,3427.00,117739.00,129488.00,86184.00,56847.00,25124.00,5187.00,-974.00,43304.00,71735.00,0.00,13460.00,24336.00,0.00,-3876.00,-2672.00,-6152.00,1020.00,3452.00,476.00,4732.00,3216.00,1516.00,0.00,-6356.00,1124.00,4428.00,31692.00,1187.00,1008.00,28431.00,0.00,28051.00,18004.00,10079.00,-760.00,124.00,604.00,200.00,180.00,-11749.00
1964:Q4,542072.00,53223.00,488849.00,430266.00,58583.00,68.00,80.00,10639.00,54433.00,3493.00,120150.00,125415.00,84712.00,54996.00,25388.00,5311.00,-983.00,40703.00,71626.00,0.00,1536.00,31976.00,0.00,7640.00,1316.00,852.00,-608.00,3432.00,2648.00,-1148.00,-3000.00,1852.00,0.00,-13780.00,1384.00,4552.00,32920.00,5346.00,1200.00,30923.00,0.00,30591.00,17192.00,8255.00,4472.00,64.00,608.00,120.00,212.00,-5265.00
1965:Q1,553143.00,56964.00,496179.00,441099.00,55080.00,292.00,88.00,15692.00,54939.00,3594.00,122321.00,130781.00,90748.00,60357.00,25729.00,5641.00,-979.00,40033.00,71508.00,0.00,3324.00,27812.00,0.00,1416.00,4508.00,2456.00,-1272.00,-3568.00,-708.00,2256.00,268.00,1988.00,0.00,-7952.00,2108.00,4392.00,33644.00,3236.00,1272.00,31475.00,0.00,30963.00,16988.00,11967.00,636.00,660.00,712.00,280.00,232.00,-8460.00
1965:Q2,562738.00,58415.00,504323.00,448523.00,55800.00,364.00,84.00,14740.00,56001.00,3422.00,123399.00,142620.00,91264.00,60265.00,26176.00,5809.00,-986.00,51356.00,72663.00,0.00,3624.00,23276.00,0.00,13052.00,1568.00,10560.00,3380.00,-680.00,-1776.00,164.00,312.00,-148.00,0.00,-10368.00,564.00,4932.00,34312.00,1735.00,1372.00,21307.00,0.00,20615.00,15624.00,11799.00,-8460.00,904.00,748.00,440.00,252.00,-19221.00
1965:Q3,577068.00,57005.00,520063.00,457942.00,62121.00,376.00,84.00,15824.00,56878.00,3614.00,131501.00,148735.00,93371.00,62016.00,26407.00,5945.00,-997.00,55364.00,84511.00,0.00,21956.00,23984.00,0.00,-2144.00,-2336.00,-6844.00,2004.00,3848.00,1184.00,-20.00,520.00,-540.00,0.00,-8792.00,3348.00,5096.00,36176.00,3467.00,1440.00,29147.00,0.00,28435.00,18188.00,9327.00,-40.00,236.00,724.00,440.00,272.00,-17234.00
1965:Q4,590429.00,58272.00,532157.00,472048.00,60109.00,76.00,80.00,17445.00,57730.00,3802.00,131478.00,134441.00,95950.00,64274.00,26612.00,6075.00,-1011.00,38491.00,74166.00,0.00,-1980.00,34820.00,0.00,1024.00,-256.00,-1408.00,-564.00,7108.00,-3856.00,1704.00,952.00,752.00,0.00,-15104.00,2272.00,4880.00,38516.00,6610.00,1424.00,35675.00,0.00,34855.00,17656.00,7455.00,6092.00,2964.00,688.00,520.00,300.00,-2963.00
1966:Q1,603136.00,61526.00,541610.00,482621.00,58989.00,284.00,108.00,20033.00,58491.00,3946.00,133743.00,159297.00,99377.00,67403.00,26879.00,6133.00,-1038.00,59920.00,86759.00,0.00,6748.00,18776.00,0.00,20184.00,2636.00,6776.00,2480.00,5412.00,2880.00,-1004.00,-1336.00,332.00,0.00,-9184.00,3948.00,4696.00,39944.00,1199.00,1452.00,26839.00,0.00,26071.00,17184.00,10067.00,-3704.00,1812.00,712.00,440.00,328.00,-25554.00
1966:Q2,613049.00,65567.00,547482.00,488030.00,59452.00,328.00,108.00,16574.00,59754.00,3967.00,132033.00,157378.00,95791.00,64987.00,25705.00,6149.00,-1050.00,61587.00,80906.00,0.00,-5660.00,20296.00,0.00,20576.00,-268.00,4048.00,13392.00,3428.00,-24.00,3108.00,1356.00,1752.00,0.00,-7024.00,1484.00,4568.00,41008.00,1474.00,1076.00,19319.00,0.00,18599.00,13184.00,5467.00,-3200.00,2428.00,720.00,360.00,360.00,-25345.00
1966:Q3,626259.00,67854.00,558405.00,497348.00,61057.00,240.00,104.00,17867.00,61106.00,3845.00,136321.00,170776.00,97244.00,67414.00,24733.00,6156.00,-1059.00,73532.00,90715.00,0.00,13552.00,9400.00,0.00,16464.00,1896.00,4088.00,3804.00,500.00,6176.00,3220.00,1008.00,2212.00,0.00,-6800.00,1304.00,4628.00,42108.00,5483.00,1356.00,17183.00,0.00,16531.00,11672.00,3635.00,-732.00,1220.00,736.00,280.00,372.00,-34455.00
1966:Q4,639841.00,70565.00,569276.00,503346.00,65930.00,220.00,100.00,16939.00,62533.00,3786.00,141736.00,144560.00,95532.00,67696.00,22720.00,6179.00,-1063.00,49028.00,77271.00,0.00,-7144.00,26012.00,0.00,14792.00,4736.00,2360.00,-804.00,9140.00,-640.00,2280.00,-48.00,2328.00,0.00,-16308.00,2088.00,4884.00,43348.00,5827.00,1492.00,28243.00,0.00,27559.00,9772.00,4563.00,10320.00,2280.00,624.00,320.00,364.00,-2824.00
1967:Q1,650648.00,71175.00,579473.00,507909.00,71564.00,328.00,112.00,14774.00,63382.00,3987.00,145949.00,176303.00,93529.00,66166.00,22272.00,6137.00,-1046.00,82774.00,94673.00,0.00,13244.00,38152.00,0.00,-11820.00,5772.00,-16016.00,-412.00,-5076.00,3912.00,7056.00,3308.00,3748.00,0.00,-11108.00,2068.00,5896.00,42936.00,6677.00,1572.00,11899.00,0.00,11191.00,9360.00,3867.00,-6428.00,3620.00,772.00,400.00,308.00,-30354.00
1967:Q2,657684.00,70942.00,586742.00,517596.00,69146.00,476.00,108.00,17227.00,64306.00,3871.00,147176.00,161994.00,99435.00,69309.00,25029.00,6150.00,-1053.00,62559.00,71682.00,0.00,-3572.00,41416.00,0.00,-2048.00,-152.00,3792.00,504.00,-6528.00,336.00,2068.00,2148.00,-80.00,0.00,-15724.00,-252.00,4948.00,44316.00,-1090.00,1620.00,9123.00,0.00,8159.00,9016.00,4127.00,-8580.00,3404.00,192.00,680.00,284.00,-14818.00
1967:Q3,671563.00,73833.00,597730.00,524580.00,73150.00,160.00,108.00,16288.00,65692.00,4163.00,151019.00,176343.00,101046.00,69510.00,26462.00,6138.00,-1064.00,75297.00,103320.00,0.00,22760.00,31756.00,0.00,6320.00,-4116.00,2496.00,276.00,3200.00,4464.00,3348.00,1108.00,2240.00,0.00,-15736.00,2364.00,4968.00,46232.00,-236.00,1544.00,28023.00,0.00,27027.00,17616.00,5815.00,-2172.00,4976.00,792.00,720.00,276.00,-25324.00
1967:Q4,683087.00,75894.00,607193.00,532168.00,75025.00,64.00,120.00,15723.00,67396.00,3891.00,154197.00,116176.00,103854.00,70387.00,28306.00,6240.00,-1079.00,12322.00,103221.00,0.00,8416.00,29356.00,0.00,20368.00,5860.00,9376.00,1292.00,-3404.00,7244.00,5012.00,2332.00,2680.00,0.00,-11776.00,-464.00,4884.00,47404.00,-1615.00,1636.00,90899.00,0.00,89895.00,17440.00,6771.00,49336.00,6140.00,10208.00,720.00,284.00,38021.00
1968:Q1,702638.00,78564.00,624074.00,550399.00,73675.00,-116.00,132.00,19324.00,69373.00,3688.00,158436.00,231132.00,109440.00,75686.00,28545.00,6351.00,-1142.00,121692.00,99592.00,0.00,4556.00,32460.00,0.00,2460.00,1064.00,6932.00,-2744.00,-3476.00,684.00,2244.00,-2360.00,4604.00,0.00,-11164.00,3188.00,4808.00,48468.00,10736.00,1836.00,-22100.00,0.00,-22996.00,16580.00,7764.00,-38116.00,-676.00,-8548.00,560.00,336.00,-72696.00
1968:Q2,722601.00,81665.00,640936.00,564557.00,76379.00,128.00,136.00,20018.00,71085.00,4036.00,163438.00,175110.00,112079.00,77770.00,29165.00,6268.00,-1124.00,63031.00,91195.00,0.00,-5676.00,20528.00,0.00,24520.00,1216.00,11288.00,4208.00,2924.00,4884.00,8556.00,8612.00,-56.00,0.00,-15680.00,624.00,4736.00,50388.00,1319.00,1880.00,28164.00,0.00,27564.00,15168.00,9612.00,-7212.00,9348.00,648.00,240.00,360.00,-11672.00
1968:Q3,741004.00,91861.00,649143.00,581237.00,67906.00,40.00,148.00,22779.00,72868.00,4217.00,159228.00,189600.00,116645.00,81944.00,29386.00,6391.00,-1076.00,72955.00,107315.00,0.00,29072.00,32100.00,0.00,-4092.00,488.00,-2044.00,-1324.00,-2200.00,988.00,9296.00,5724.00,3572.00,0.00,-23048.00,3508.00,4756.00,52856.00,923.00,1944.00,34360.00,0.00,33232.00,17908.00,10752.00,952.00,2896.00,724.00,760.00,368.00,-30372.00
1968:Q4,756701.00,95858.00,660843.00,590508.00,70335.00,-64.00,160.00,21351.00,74975.00,4411.00,162026.00,139919.00,118546.00,82208.00,30626.00,6710.00,-998.00,21373.00,81137.00,0.00,7980.00,35860.00,0.00,888.00,5364.00,-5204.00,-720.00,-3704.00,5152.00,-24.00,-1100.00,1076.00,0.00,-29088.00,1500.00,4856.00,57468.00,-343.00,2040.00,59764.00,0.00,58768.00,18616.00,14900.00,17992.00,6664.00,596.00,640.00,356.00,22107.00
1969:Q1,771323.00,102602.00,668721.00,603205.00,65516.00,104.00,192.00,21263.00,76707.00,4562.00,158836.00,201016.00,121537.00,83393.00,31929.00,7052.00,-837.00,79479.00,93379.00,0.00,-7048.00,17108.00,0.00,35976.00,2040.00,18708.00,-920.00,14988.00,1160.00,-11024.00,-13580.00,2556.00,0.00,-16236.00,3416.00,4948.00,58180.00,5627.00,2432.00,13900.00,0.00,12988.00,18472.00,12620.00,-14132.00,-4712.00,740.00,560.00,352.00,-42180.00
1969:Q2,790426.00,105660.00,684766.00,615271.00,69495.00,-428.00,212.00,20193.00,78587.00,4800.00,162835.00,171226.00,122046.00,83799.00,31721.00,7286.00,-760.00,49180.00,72516.00,0.00,-9404.00,17196.00,0.00,13804.00,6128.00,-10504.00,9000.00,7644.00,1536.00,4828.00,7152.00,-2324.00,0.00,-20556.00,1020.00,5012.00,61440.00,-3000.00,2176.00,23336.00,0.00,22304.00,17072.00,11760.00,-8352.00,1032.00,792.00,680.00,352.00,-8391.00
1969:Q3,811989.00,104139.00,707850.00,625973.00,81877.00,700.00,220.00,18826.00,80466.00,4549.00,177100.00,209457.00,122160.00,83966.00,31310.00,7597.00,-713.00,87297.00,114189.00,0.00,7596.00,-5016.00,0.00,59900.00,8284.00,26952.00,5548.00,11796.00,7320.00,-10388.00,-12232.00,1844.00,0.00,-11516.00,4544.00,5076.00,64316.00,-1887.00,1564.00,26892.00,0.00,25892.00,19032.00,7628.00,1088.00,-2584.00,728.00,640.00,360.00,-32357.00
1969:Q4,827298.00,105623.00,721675.00,638444.00,83231.00,-676.00,228.00,17723.00,82058.00,4589.00,177519.00,184205.00,120477.00,84166.00,29326.00,7686.00,-701.00,63728.00,116092.00,0.00,1632.00,5248.00,0.00,39520.00,9012.00,10568.00,7112.00,8588.00,4240.00,14492.00,9752.00,4740.00,0.00,-20424.00,1684.00,5116.00,66196.00,-184.00,2812.00,52364.00,0.00,51084.00,16240.00,7620.00,22544.00,4084.00,596.00,800.00,480.00,-6686.00
1970:Q1,841762.00,104573.00,737189.00,649915.00,87274.00,524.00,232.00,15488.00,83612.00,4768.00,181898.00,233995.00,119386.00,83256.00,29144.00,7720.00,-734.00,114609.00,137412.00,0.00,18188.00,5060.00,0.00,29844.00,15344.00,1856.00,11632.00,3356.00,-2344.00,3784.00,-4676.00,8460.00,0.00,840.00,1632.00,5364.00,56348.00,13776.00,2576.00,22803.00,0.00,21747.00,12068.00,5195.00,4492.00,-1268.00,1260.00,640.00,416.00,-52097.00
1970:Q2,859643.00,105512.00,754131.00,660192.00,93939.00,-236.00,228.00,15859.00,84833.00,4784.00,189383.00,239768.00,119827.00,84555.00,28247.00,7815.00,-790.00,119941.00,121160.00,0.00,19900.00,38712.00,0.00,9788.00,8652.00,-7592.00,3160.00,592.00,4976.00,-2064.00,-512.00,-1552.00,0.00,-6700.00,-396.00,5104.00,57632.00,-3588.00,2772.00,1219.00,0.00,311.00,4500.00,3231.00,-8068.00,-96.00,744.00,480.00,428.00,-50385.00
1970:Q3,874036.00,100657.00,773379.00,672401.00,100978.00,336.00,236.00,15692.00,86282.00,4676.00,198376.00,241123.00,121579.00,85485.00,29038.00,7928.00,-872.00,119544.00,149931.00,0.00,39236.00,69264.00,0.00,-23744.00,-29160.00,-12280.00,2980.00,-224.00,14940.00,3392.00,1632.00,1760.00,0.00,-2088.00,3268.00,5264.00,59004.00,-6473.00,2808.00,30387.00,0.00,29151.00,11624.00,6347.00,6892.00,3416.00,872.00,800.00,436.00,-42747.00
1970:Q4,882948.00,101538.00,781410.00,679381.00,102029.00,-412.00,240.00,10014.00,88020.00,4828.00,194583.00,153903.00,120266.00,81133.00,32302.00,7807.00,-976.00,33637.00,54936.00,0.00,-46768.00,55876.00,0.00,-15168.00,-2696.00,-22484.00,780.00,-4124.00,13356.00,7256.00,7208.00,48.00,0.00,-9544.00,-264.00,5632.00,60372.00,-5148.00,2692.00,21299.00,0.00,20219.00,16976.00,2943.00,-3572.00,3200.00,672.00,640.00,440.00,40680.00
1971:Q1,902962.00,98331.00,804631.00,698787.00,105844.00,36.00,296.00,18156.00,90263.00,4954.00,209049.00,242580.00,133010.00,91054.00,35048.00,8051.00,-1143.00,109570.00,158887.00,0.00,34624.00,96960.00,0.00,-38252.00,-7936.00,-31340.00,-3884.00,-4048.00,8956.00,-2244.00,-4344.00,2100.00,0.00,-8244.00,1572.00,5996.00,59920.00,5919.00,2636.00,49317.00,0.00,48205.00,21820.00,18265.00,4816.00,2188.00,1116.00,760.00,352.00,-33531.00
1971:Q2,926385.00,100714.00,825671.00,713309.00,112362.00,-468.00,332.00,18966.00,92652.00,5035.00,218145.00,275849.00,140258.00,93780.00,39305.00,8408.00,-1235.00,135591.00,164520.00,0.00,18752.00,68336.00,0.00,16308.00,-4284.00,15652.00,-7352.00,1224.00,11068.00,-7264.00,-796.00,-6468.00,0.00,-3300.00,128.00,6336.00,62604.00,120.00,2500.00,28929.00,0.00,28025.00,15840.00,11161.00,-3332.00,4636.00,-280.00,600.00,304.00,-57704.00
1971:Q3,940504.00,102307.00,838197.00,726263.00,111934.00,-156.00,340.00,19780.00,94594.00,5450.00,220362.00,260232.00,145365.00,96058.00,41842.00,8760.00,-1295.00,114867.00,166516.00,0.00,28448.00,50864.00,0.00,19460.00,-432.00,7632.00,3264.00,-852.00,9848.00,-9408.00,-3088.00,-6320.00,0.00,-1076.00,-988.00,6524.00,65592.00,4604.00,2496.00,51649.00,0.00,50073.00,26784.00,15013.00,3564.00,3772.00,940.00,1280.00,296.00,-39870.00
1971:Q4,958692.00,105468.00,853224.00,743031.00,110193.00,-316.00,344.00,22550.00,95891.00,7749.00,220225.00,170776.00,151582.00,99644.00,43932.00,9330.00,-1324.00,19194.00,71043.00,0.00,-27860.00,53880.00,0.00,-23616.00,1448.00,-27308.00,2660.00,-1020.00,604.00,5484.00,8360.00,-2876.00,0.00,-11332.00,608.00,6552.00,68148.00,-3421.00,2600.00,51849.00,0.00,50649.00,31808.00,17893.00,-4776.00,5200.00,524.00,880.00,320.00,49449.00
1972:Q1,985963.00,119785.00,866178.00,760722.00,105456.00,-88.00,380.00,23516.00,97549.00,7737.00,218316.00,268122.00,157822.00,101793.00,47120.00,10183.00,-1274.00,110300.00,177166.00,0.00,24912.00,72532.00,0.00,-316.00,2084.00,764.00,-7128.00,2516.00,1448.00,216.00,-6004.00,6220.00,0.00,-7520.00,1172.00,6676.00,72860.00,3870.00,2764.00,66866.00,0.00,65746.00,33808.00,16546.00,5504.00,9032.00,856.00,640.00,480.00,-49806.00
1972:Q2,1003459.00,123370.00,880089.00,779794.00,100295.00,-248.00,368.00,24723.00,99984.00,6024.00,218362.00,275343.00,162424.00,104883.00,48150.00,10662.00,-1271.00,112919.00,165757.00,0.00,16052.00,70772.00,0.00,14444.00,-8532.00,24004.00,-4664.00,1836.00,1800.00,-3208.00,920.00,-4128.00,0.00,-7704.00,-2644.00,6824.00,77532.00,-9139.00,2828.00,52838.00,0.00,51578.00,25672.00,20738.00,-2192.00,6616.00,744.00,680.00,580.00,-56981.00
1972:Q3,1029201.00,124277.00,904924.00,798654.00,106270.00,300.00,372.00,26282.00,102284.00,6435.00,228329.00,247343.00,167088.00,108125.00,49338.00,10893.00,-1268.00,80255.00,139785.00,0.00,-620.00,81952.00,0.00,-12568.00,-10636.00,-788.00,-2872.00,-728.00,2456.00,-8452.00,-6856.00,-1596.00,0.00,-8984.00,-644.00,6944.00,80164.00,-959.00,2952.00,59530.00,0.00,58218.00,35760.00,16938.00,1216.00,3448.00,856.00,720.00,592.00,-19014.00
1972:Q4,1075679.00,127128.00,948551.00,823790.00,124761.00,-148.00,376.00,29871.00,104737.00,7020.00,251825.00,240003.00,176640.00,113483.00,53191.00,11237.00,-1271.00,63363.00,129809.00,0.00,14280.00,68092.00,0.00,-18096.00,-656.00,-11292.00,-8264.00,3224.00,-1108.00,11496.00,8040.00,3456.00,0.00,-17220.00,-3524.00,7056.00,78104.00,-13523.00,3144.00,66446.00,0.00,64618.00,41152.00,23834.00,-2108.00,1128.00,612.00,1320.00,508.00,11822.00
1973:Q1,1093301.00,126399.00,966902.00,848623.00,118279.00,-272.00,516.00,36946.00,107113.00,7256.00,254294.00,284632.00,188740.00,122194.00,56561.00,11274.00,-1289.00,95892.00,182350.00,0.00,19808.00,85968.00,0.00,6532.00,-4820.00,2916.00,-1436.00,8868.00,1004.00,-1832.00,-9600.00,7768.00,0.00,-3908.00,-1584.00,7216.00,75600.00,-8466.00,3016.00,86458.00,244.00,85610.00,43392.00,24978.00,18996.00,-2864.00,1108.00,160.00,444.00,-30338.00
1973:Q2,1122589.00,129181.00,993408.00,864754.00,128654.00,-340.00,544.00,34025.00,110354.00,6116.00,266033.00,352070.00,187361.00,121715.00,55585.00,11369.00,-1308.00,164709.00,212855.00,0.00,28740.00,59392.00,0.00,40552.00,2964.00,35180.00,-276.00,3444.00,-760.00,-116.00,4428.00,-4544.00,0.00,-1004.00,-2756.00,7420.00,74724.00,2823.00,3080.00,48146.00,332.00,46222.00,33056.00,25582.00,-8104.00,-4444.00,132.00,1200.00,392.00,-86037.00
1973:Q3,1150048.00,134089.00,1015959.00,883618.00,132341.00,16.00,552.00,30935.00,113829.00,6312.00,270257.00,289559.00,186656.00,121254.00,55430.00,11303.00,-1331.00,102903.00,175189.00,0.00,-15704.00,53188.00,0.00,39036.00,3104.00,15224.00,4060.00,8812.00,7836.00,-8708.00,-3072.00,-5636.00,0.00,436.00,64.00,7452.00,77152.00,19189.00,3084.00,72286.00,444.00,70750.00,36720.00,19286.00,12868.00,928.00,948.00,720.00,372.00,-19302.00
1973:Q4,1188172.00,139959.00,1048213.00,900331.00,147882.00,-88.00,556.00,26293.00,116959.00,6720.00,283770.00,316989.00,182677.00,118848.00,54010.00,11179.00,-1360.00,134312.00,189194.00,0.00,15592.00,43944.00,0.00,13296.00,17864.00,-8828.00,-4612.00,5100.00,3772.00,13956.00,11700.00,2256.00,0.00,-10380.00,-4608.00,7304.00,80336.00,26698.00,3056.00,54882.00,580.00,53070.00,44704.00,19990.00,-10648.00,-1240.00,264.00,840.00,392.00,-33219.00
