date,FC112090205.Q,FU115440005.Q,FU115060005.Q,FU115061005.Q,FU115050005.Q,FU116300005.Q,FU115000005.Q,FU114090005.Q,FU114190005.Q,FU112090205.Q,FR115035005.Q,FR115035023.Q,FR115035035.Q,FR118100005.Q,FR115012265.Q,FR115013265.Q,FR115013765.Q,FR115020005.Q,FR115114005.Q,FV118090005.Q,FL112090205.Q
1979:Q1,74196.00,0.00,-1320.00,10350.00,22779.00,12429.00,-10350.00,5545.00,15895.00,-1320.00,56438.00,21579.00,34859.00,19077.00,192.00,4238.00,300.00,14348.00,0.00,0.00,1747250.00
1979:Q2,65686.00,0.00,-12055.00,10625.00,23493.00,12868.00,-10625.00,5759.00,16384.00,-12055.00,69939.00,34199.00,35740.00,7887.00,114.00,5940.00,241.00,1593.00,0.00,-85.00,1812937.00
1979:Q3,67333.00,0.00,-7688.00,11587.00,24906.00,13318.00,-11587.00,5013.00,16600.00,-7688.00,70755.00,34291.00,36464.00,4430.00,88.00,5618.00,14.00,-1290.00,0.00,-164.00,1880269.00
1979:Q4,61269.00,0.00,-7787.00,9685.00,23465.00,13781.00,-9685.00,4869.00,14554.00,-7787.00,60993.00,26957.00,34036.00,8064.00,182.00,7868.00,5.00,262.00,253.00,-1.00,1941538.00
1980:Q1,47697.00,0.00,-12551.00,8207.00,22468.00,14262.00,-8207.00,1337.00,9544.00,-12551.00,58728.00,33509.00,25219.00,1635.00,233.00,3680.00,164.00,-2442.00,0.00,-115.00,1989236.00
1980:Q2,58441.00,0.00,-16171.00,4676.00,19416.00,14740.00,-4676.00,575.00,5251.00,-16171.00,60642.00,31534.00,29107.00,13998.00,288.00,8532.00,298.00,4880.00,0.00,-28.00,2047676.00
1980:Q3,65572.00,0.00,-13144.00,2545.00,17767.00,15223.00,-2545.00,3164.00,5709.00,-13144.00,64088.00,32499.00,31589.00,14628.00,258.00,8452.00,337.00,5581.00,0.00,1.00,2113248.00
1980:Q4,72245.00,0.00,-2466.00,5969.00,21678.00,15709.00,-5969.00,8591.00,14560.00,-2466.00,67531.00,33295.00,34236.00,7181.00,191.00,7144.00,-25.00,814.00,942.00,-1.00,2185494.00
1981:Q1,51925.00,0.00,-146.00,10443.00,26647.00,16204.00,-10443.00,7660.00,18103.00,-146.00,45698.00,28599.00,17100.00,6374.00,274.00,7729.00,635.00,-2263.00,0.00,-1.00,2237419.00
1981:Q2,41614.00,0.00,-352.00,11254.00,27937.00,16683.00,-11254.00,7873.00,19127.00,-352.00,33055.00,20107.00,12947.00,8911.00,296.00,7821.00,194.00,600.00,0.00,1.00,2279033.00
1981:Q3,27080.00,0.00,4982.00,12323.00,29473.00,17151.00,-12323.00,8293.00,20616.00,4982.00,25295.00,17351.00,7944.00,-3197.00,284.00,5712.00,80.00,-9273.00,0.00,0.00,2306113.00
1981:Q4,37051.00,0.00,3613.00,10649.00,28258.00,17608.00,-10649.00,9013.00,19662.00,3613.00,30537.00,21425.00,9112.00,2900.00,183.00,7450.00,-228.00,-4784.00,-280.00,1.00,2343165.00
1982:Q1,27169.00,0.00,-10385.00,7501.00,25577.00,18075.00,-7501.00,1771.00,9272.00,-10385.00,30449.00,25273.00,5176.00,7106.00,278.00,912.00,57.00,5860.00,0.00,-1.00,2370334.00
1982:Q2,11068.00,0.00,-20026.00,6099.00,24513.00,18414.00,-6099.00,2278.00,8377.00,-20026.00,21648.00,28036.00,-6388.00,9447.00,250.00,6312.00,123.00,2763.00,0.00,-1.00,2381402.00
1982:Q3,-4043.00,0.00,-16764.00,5922.00,24566.00,18644.00,-5922.00,3617.00,9539.00,-16764.00,14655.00,18758.00,-4103.00,-1933.00,125.00,6603.00,177.00,-8838.00,0.00,-1.00,2377358.00
1982:Q4,6488.00,0.00,-11136.00,4034.00,22799.00,18765.00,-4034.00,4071.00,8105.00,-11136.00,8210.00,14029.00,-5819.00,9710.00,82.00,7689.00,289.00,1129.00,-521.00,-295.00,2383846.00
1983:Q1,27314.00,0.00,-12187.00,1582.00,20391.00,18809.00,-1582.00,6523.00,8105.00,-12187.00,22052.00,17578.00,4474.00,17450.00,48.00,7757.00,903.00,8742.00,0.00,-1.00,2411160.00
1983:Q2,-2505.00,0.00,-15048.00,1174.00,20034.00,18860.00,-1174.00,5990.00,7164.00,-15048.00,8687.00,11070.00,-2383.00,3855.00,25.00,4963.00,414.00,-1548.00,0.00,1.00,2408655.00
1983:Q3,8465.00,0.00,-15757.00,-1830.00,17118.00,18948.00,1830.00,7291.00,5461.00,-15757.00,22260.00,17943.00,4318.00,2243.00,122.00,2158.00,-78.00,41.00,0.00,-281.00,2417121.00
1983:Q4,24836.00,0.00,-9422.00,4762.00,23832.00,19070.00,-4762.00,9107.00,13869.00,-9422.00,33066.00,22891.00,10175.00,1192.00,159.00,-1711.00,-745.00,2992.00,-497.00,0.00,2441957.00
1984:Q1,10075.00,0.00,-7326.00,9504.00,28773.00,19269.00,-9504.00,13070.00,22574.00,-7326.00,7533.00,22719.00,-15185.00,9872.00,-21.00,5234.00,684.00,3975.00,0.00,-4.00,2452032.00
1984:Q2,-9576.00,0.00,-19479.00,10541.00,29988.00,19446.00,-10541.00,4870.00,15411.00,-19479.00,9146.00,21580.00,-12434.00,758.00,35.00,3038.00,363.00,-2678.00,0.00,0.00,2442456.00
1984:Q3,-5454.00,0.00,-18787.00,11378.00,31017.00,19639.00,-11378.00,4273.00,15651.00,-18787.00,17030.00,28563.00,-11533.00,-3695.00,-118.00,1382.00,28.00,-4987.00,0.00,-1.00,2437002.00
1984:Q4,2488.00,0.00,-15427.00,11244.00,31093.00,19848.00,-11244.00,4324.00,15568.00,-15427.00,15065.00,26125.00,-11060.00,2850.00,58.00,366.00,-556.00,2578.00,-403.00,0.00,2439490.00
1985:Q1,3711.00,0.00,-10984.00,12253.00,32367.00,20114.00,-12253.00,8017.00,20270.00,-10984.00,14348.00,26028.00,-11679.00,347.00,26.00,377.00,443.00,-498.00,0.00,-1.00,2443201.00
1985:Q2,-15472.00,0.00,-16254.00,11594.00,31954.00,20361.00,-11594.00,8202.00,19796.00,-16254.00,7233.00,17670.00,-10437.00,-6451.00,-124.00,191.00,120.00,-6638.00,0.00,0.00,2427729.00
1985:Q3,12960.00,0.00,-8580.00,12033.00,32661.00,20629.00,-12033.00,8874.00,20907.00,-8580.00,24101.00,29928.00,-5827.00,-2360.00,-138.00,2717.00,156.00,-5096.00,0.00,-202.00,2440689.00
1985:Q4,62348.00,0.00,16224.00,12991.00,33905.00,20914.00,-12991.00,8803.00,21794.00,16224.00,38687.00,40373.00,-1687.00,7641.00,62.00,2981.00,-275.00,5087.00,214.00,-204.00,2503038.00
1986:Q1,35980.00,0.00,-3814.00,11344.00,32608.00,21264.00,-11344.00,7314.00,18658.00,-3814.00,20558.00,28345.00,-7786.00,-2885.00,4.00,1439.00,180.00,-4509.00,0.00,22121.00,2539017.00
1986:Q2,19207.00,0.00,-1400.00,9999.00,31563.00,21564.00,-9999.00,8189.00,18188.00,-1400.00,21069.00,23957.00,-2888.00,-461.00,201.00,3206.00,-44.00,-3823.00,0.00,-1.00,2558224.00
1986:Q3,34420.00,0.00,318.00,9570.00,31425.00,21855.00,-9570.00,7508.00,17078.00,318.00,31119.00,30560.00,559.00,2982.00,74.00,4356.00,93.00,-1540.00,0.00,1.00,2592644.00
1986:Q4,27526.00,0.00,-4821.00,9586.00,31723.00,22137.00,-9586.00,3074.00,12660.00,-4821.00,28886.00,28821.00,65.00,3462.00,49.00,2933.00,124.00,-607.00,-963.00,-1.00,2620170.00
1987:Q1,30877.00,0.00,-7244.00,8723.00,31174.00,22451.00,-8723.00,-327.00,8396.00,-7244.00,29511.00,18289.00,11221.00,8611.00,117.00,2813.00,264.00,5418.00,0.00,-1.00,2651047.00
1987:Q2,18912.00,0.00,-9276.00,7867.00,30613.00,22746.00,-7867.00,-4106.00,3761.00,-9276.00,26325.00,14095.00,12231.00,1863.00,78.00,130.00,411.00,1245.00,0.00,0.00,2669959.00
1987:Q3,18917.00,0.00,-6305.00,9269.00,32330.00,23062.00,-9269.00,-3047.00,6222.00,-6305.00,26223.00,16159.00,10065.00,-1001.00,112.00,-1130.00,404.00,-386.00,0.00,0.00,2688876.00
1987:Q4,45073.00,0.00,-4703.00,9869.00,33267.00,23398.00,-9869.00,2059.00,11928.00,-4703.00,35898.00,17799.00,18099.00,13878.00,-132.00,5215.00,210.00,2965.00,-5621.00,0.00,2733949.00
1988:Q1,45936.00,0.00,-6213.00,8297.00,32094.00,23797.00,-8297.00,12901.00,21198.00,-6213.00,41368.00,21267.00,20102.00,10779.00,59.00,4743.00,1075.00,4902.00,0.00,1.00,2779885.00
1988:Q2,34903.00,0.00,-6049.00,7044.00,31197.00,24154.00,-7044.00,15247.00,22291.00,-6049.00,33684.00,20151.00,13533.00,7269.00,183.00,2623.00,602.00,3861.00,0.00,-1.00,2814788.00
1988:Q3,28994.00,0.00,-9518.00,7022.00,31535.00,24513.00,-7022.00,13249.00,20271.00,-9518.00,32014.00,18930.00,13084.00,6498.00,-29.00,2176.00,296.00,4055.00,0.00,-1.00,2843782.00
1988:Q4,32252.00,0.00,-11750.00,5436.00,30307.00,24871.00,-5436.00,9544.00,14980.00,-11750.00,39774.00,22550.00,17224.00,4228.00,157.00,4717.00,-811.00,2703.00,2539.00,0.00,2876034.00
1989:Q1,42139.00,0.00,-2425.00,11300.00,36584.00,25284.00,-11300.00,5515.00,16815.00,-2425.00,35936.00,18649.00,17287.00,8489.00,-38.00,4342.00,1336.00,2848.00,0.00,140.00,2918173.00
1989:Q2,35620.00,0.00,-10434.00,10308.00,35915.00,25607.00,-10308.00,1290.00,11598.00,-10434.00,44339.00,26809.00,17531.00,1716.00,-45.00,2420.00,648.00,-1308.00,0.00,0.00,2953794.00
1989:Q3,12598.00,-272.00,-11956.00,8026.00,33926.00,25900.00,-7754.00,-199.00,7555.00,-12228.00,26170.00,10998.00,15172.00,-658.00,190.00,2503.00,171.00,-3521.00,0.00,-686.00,2966391.00
1989:Q4,29422.00,-91.00,-9275.00,6068.00,32224.00,26156.00,-5978.00,1430.00,7408.00,-9366.00,30957.00,15518.00,15439.00,8492.00,96.00,5521.00,-722.00,4479.00,882.00,-662.00,2995813.00
1990:Q1,15950.00,0.00,4121.00,7142.00,33588.00,26447.00,-7142.00,1522.00,8664.00,4121.00,8685.00,12371.00,-3686.00,3269.00,-78.00,573.00,476.00,2297.00,0.00,-125.00,3011762.00
1990:Q2,10049.00,0.00,3649.00,4131.00,30782.00,26651.00,-4131.00,-355.00,3776.00,3649.00,2486.00,6342.00,-3855.00,3914.00,67.00,3827.00,379.00,-359.00,0.00,0.00,3021812.00
1990:Q3,18500.00,0.00,7521.00,3758.00,30594.00,26836.00,-3758.00,1582.00,5340.00,7521.00,6659.00,5845.00,814.00,4322.00,2.00,3079.00,674.00,567.00,0.00,-1.00,3040312.00
1990:Q4,12358.00,0.00,5807.00,2578.00,29575.00,26998.00,-2578.00,-963.00,1615.00,5807.00,-4650.00,-5540.00,890.00,11202.00,102.00,5492.00,91.00,-84.00,-5601.00,-1.00,3052669.00
1991:Q1,9255.00,0.00,3314.00,-440.00,26757.00,27197.00,440.00,107.00,-333.00,3314.00,-3063.00,4680.00,-7743.00,9003.00,-143.00,5359.00,1433.00,2354.00,0.00,1.00,3061925.00
1991:Q2,-12742.00,0.00,3160.00,-884.00,26419.00,27303.00,884.00,4649.00,3765.00,3160.00,-12908.00,-5348.00,-7560.00,-2995.00,-159.00,3152.00,364.00,-6352.00,0.00,0.00,3049183.00
1991:Q3,-24876.00,0.00,11033.00,-3230.00,24139.00,27369.00,3230.00,-571.00,-3801.00,11033.00,-33769.00,-2834.00,-30935.00,-2141.00,456.00,1685.00,296.00,-4578.00,0.00,0.00,3024307.00
1991:Q4,-13398.00,-139.00,9495.00,387.00,27782.00,27395.00,-248.00,3859.00,4107.00,9356.00,-22512.00,7090.00,-29602.00,-36.00,-418.00,3276.00,-771.00,-2000.00,123.00,-205.00,3010909.00
1992:Q1,10789.00,0.00,8114.00,-775.00,26635.00,27410.00,775.00,8290.00,7515.00,8114.00,-13286.00,3384.00,-16670.00,15962.00,70.00,10743.00,91.00,5058.00,0.00,-2.00,3021698.00
1992:Q2,-21561.00,0.00,7592.00,505.00,27957.00,27452.00,-505.00,5435.00,5940.00,7592.00,-30800.00,-15000.00,-15800.00,1647.00,22.00,4023.00,354.00,-2751.00,0.00,0.00,3000137.00
1992:Q3,2638.00,-1825.00,13824.00,-324.00,27222.00,27546.00,2149.00,8955.00,6806.00,11999.00,-9733.00,9308.00,-19041.00,2645.00,94.00,2502.00,502.00,-453.00,0.00,-2273.00,3002775.00
1992:Q4,-10295.00,0.00,1885.00,-183.00,27512.00,27695.00,183.00,3968.00,3785.00,1885.00,-10543.00,8582.00,-19124.00,-1637.00,-160.00,-1465.00,143.00,167.00,322.00,0.00,2992480.00
1993:Q1,37516.00,-300.00,15318.00,132.00,28043.00,27911.00,168.00,7225.00,7057.00,15018.00,9335.00,8312.00,1023.00,13330.00,-34.00,6780.00,349.00,6236.00,0.00,-167.00,3029996.00
1993:Q2,31057.00,0.00,8053.00,314.00,28435.00,28121.00,-314.00,5725.00,6039.00,8053.00,22004.00,21550.00,454.00,1000.00,277.00,3269.00,257.00,-2803.00,0.00,1.00,3061053.00
1993:Q3,33282.00,-64.00,9820.00,-1197.00,27141.00,28338.00,1261.00,5708.00,4447.00,9756.00,22465.00,14960.00,7505.00,1466.00,134.00,2784.00,92.00,-1543.00,0.00,-405.00,3094335.00
1993:Q4,36465.00,0.00,11941.00,2468.00,31030.00,28562.00,-2468.00,8940.00,11408.00,11941.00,24878.00,17648.00,7231.00,-352.00,83.00,-902.00,630.00,636.00,799.00,-1.00,3130801.00
1994:Q1,63178.00,-4148.00,13855.00,6239.00,35028.00,28789.00,-2091.00,11325.00,13416.00,9707.00,47635.00,32134.00,15502.00,9388.00,105.00,6896.00,1081.00,1306.00,0.00,-3553.00,3193979.00
1994:Q2,62201.00,0.00,16588.00,7836.00,36895.00,29059.00,-7836.00,19684.00,27520.00,16588.00,46155.00,30688.00,15467.00,-540.00,221.00,7235.00,661.00,-8657.00,0.00,-1.00,3256179.00
1994:Q3,34627.00,0.00,10318.00,6314.00,35683.00,29369.00,-6314.00,15891.00,22205.00,10318.00,22483.00,7494.00,14990.00,1827.00,198.00,4185.00,151.00,-2706.00,0.00,-1.00,3290807.00
1994:Q4,46195.00,0.00,8517.00,5799.00,35517.00,29718.00,-5799.00,15546.00,21345.00,8517.00,37616.00,21966.00,15650.00,62.00,-50.00,-3146.00,-159.00,3005.00,-412.00,0.00,3337002.00
1995:Q1,44647.00,0.00,10881.00,5868.00,35969.00,30101.00,-5868.00,23120.00,28988.00,10881.00,27908.00,17861.00,10047.00,5859.00,31.00,471.00,2560.00,2798.00,0.00,-1.00,3381648.00
1995:Q2,33645.00,0.00,4526.00,3444.00,33896.00,30452.00,-3444.00,16724.00,20168.00,4526.00,24256.00,17522.00,6735.00,4862.00,-46.00,4938.00,980.00,-1010.00,0.00,1.00,3415293.00
1995:Q3,50541.00,0.00,2260.00,1903.00,32667.00,30765.00,-1903.00,19244.00,21147.00,2260.00,43729.00,29030.00,14699.00,4553.00,-8.00,4805.00,84.00,-328.00,0.00,-1.00,3465834.00
1995:Q4,45917.00,-354.00,2068.00,5482.00,36521.00,31039.00,-5128.00,17156.00,22284.00,1713.00,38167.00,22031.00,16136.00,6149.00,38.00,3211.00,-1621.00,2565.00,-1956.00,-111.00,3511752.00
1996:Q1,38550.00,0.00,-3293.00,6670.00,37940.00,31270.00,-6670.00,20324.00,26994.00,-3293.00,37514.00,27497.00,10017.00,4330.00,126.00,2870.00,2196.00,-862.00,0.00,-1.00,3550302.00
1996:Q2,2273.00,0.00,1948.00,9403.00,40931.00,31528.00,-9403.00,28522.00,37925.00,1948.00,-10714.00,-38.00,-10677.00,11040.00,-120.00,5316.00,1242.00,4601.00,0.00,0.00,3552575.00
1996:Q3,15145.00,0.00,-307.00,11152.00,42962.00,31810.00,-11152.00,21855.00,33007.00,-307.00,16819.00,24387.00,-7568.00,-1367.00,194.00,-350.00,-310.00,-901.00,0.00,-1.00,3567720.00
1996:Q4,62057.00,0.00,-1642.00,9022.00,41134.00,32112.00,-9022.00,24036.00,33058.00,-1642.00,40492.00,16583.00,23909.00,23206.00,177.00,1134.00,-1779.00,24588.00,914.00,1.00,3629777.00
1997:Q1,131773.00,0.00,-7600.00,8473.00,40884.00,32411.00,-8473.00,29805.00,38278.00,-7600.00,132773.00,23153.00,109620.00,6600.00,154.00,3514.00,2017.00,916.00,0.00,0.00,3761550.00
1997:Q2,52114.00,0.00,-6925.00,10084.00,42849.00,32765.00,-10084.00,34834.00,44918.00,-6925.00,57744.00,45462.00,12282.00,1295.00,-359.00,2637.00,982.00,-1966.00,0.00,0.00,3813664.00
1997:Q3,71232.00,0.00,-5987.00,12605.00,45757.00,33152.00,-12605.00,29695.00,42300.00,-5987.00,82291.00,46545.00,35747.00,-5071.00,-154.00,-2341.00,-22.00,-2555.00,0.00,-1.00,3884896.00
1997:Q4,123975.00,0.00,291.00,12216.00,45785.00,33569.00,-12216.00,36682.00,48898.00,291.00,127614.00,50958.00,76656.00,-3930.00,-110.00,117.00,-1318.00,-3297.00,-677.00,0.00,4008871.00
1998:Q1,116849.00,0.00,-8560.00,12471.00,46455.00,33985.00,-12471.00,51726.00,64197.00,-8560.00,128756.00,46726.00,82030.00,-3348.00,139.00,-128.00,2408.00,-5766.00,0.00,0.00,4125719.00
1998:Q2,3854.00,0.00,-14122.00,9696.00,44142.00,34447.00,-9696.00,54034.00,63730.00,-14122.00,21724.00,30668.00,-8943.00,-3748.00,-270.00,1200.00,555.00,-5232.00,0.00,-1.00,4129573.00
1998:Q3,66565.00,0.00,-2659.00,12407.00,47330.00,34923.00,-12407.00,63118.00,75525.00,-2659.00,70616.00,30695.00,39921.00,-1392.00,87.00,5818.00,-532.00,-6764.00,0.00,-1.00,4196138.00
1998:Q4,52273.00,0.00,-10310.00,12871.00,48284.00,35413.00,-12871.00,53746.00,66617.00,-10310.00,67636.00,33794.00,33842.00,-5055.00,-222.00,-1764.00,-879.00,-2822.00,-632.00,2.00,4248411.00
1999:Q1,50711.00,0.00,-6402.00,15139.00,51079.00,35940.00,-15139.00,45835.00,60974.00,-6402.00,49889.00,26421.00,23468.00,7224.00,-229.00,3365.00,4159.00,-71.00,0.00,0.00,4299122.00
1999:Q2,-1550.00,0.00,-21491.00,14454.00,50998.00,36544.00,-14454.00,39792.00,54246.00,-21491.00,19999.00,56654.00,-36655.00,-58.00,-237.00,-816.00,1801.00,-807.00,0.00,0.00,4297571.00
1999:Q3,87331.00,-413.00,-17746.00,13157.00,50407.00,37250.00,-12745.00,49882.00,62627.00,-18158.00,109248.00,78050.00,31198.00,-3340.00,43.00,-3287.00,-1193.00,1097.00,0.00,-419.00,4384902.00
1999:Q4,95380.00,0.00,-23158.00,14926.00,52984.00,38058.00,-14926.00,49538.00,64464.00,-23158.00,113115.00,66375.00,46740.00,5424.00,10.00,3115.00,-1240.00,3088.00,-451.00,0.00,4480282.00
2000:Q1,65424.00,0.00,-5931.00,11098.00,50125.00,39027.00,-11098.00,64118.00,75216.00,-5931.00,61083.00,64682.00,-3600.00,10271.00,-81.00,2460.00,1841.00,6052.00,0.00,2.00,4545707.00
2000:Q2,41898.00,0.00,-9179.00,18433.00,58144.00,39711.00,-18433.00,70151.00,88584.00,-9179.00,55633.00,60451.00,-4818.00,-4556.00,195.00,-1904.00,782.00,-3628.00,0.00,-1.00,4587604.00
2000:Q3,222903.00,0.00,6423.00,16633.00,56800.00,40167.00,-16633.00,58347.00,74980.00,6423.00,218249.00,76073.00,142176.00,-1768.00,-80.00,1083.00,657.00,-3427.00,0.00,-1.00,4810508.00
2000:Q4,136823.00,0.00,-10611.00,19281.00,59675.00,40394.00,-19281.00,54142.00,73423.00,-10611.00,137364.00,79262.00,58102.00,10068.00,-42.00,2943.00,190.00,6685.00,-292.00,2.00,4947331.00
2001:Q1,50715.00,0.00,2950.00,11548.00,52962.00,41414.00,-11548.00,41302.00,52850.00,2950.00,57472.00,67933.00,-10461.00,-9707.00,158.00,-11001.00,-1636.00,2772.00,0.00,0.00,4998046.00
2001:Q2,52524.00,-700.00,-5578.00,10023.00,52321.00,42297.00,-9323.00,43233.00,52556.00,-6278.00,58076.00,58555.00,-479.00,443.00,-229.00,2400.00,-147.00,-1581.00,0.00,283.00,5050570.00
2001:Q3,79078.00,-616.00,-5223.00,12795.00,55735.00,42941.00,-12178.00,32793.00,44971.00,-5840.00,85122.00,51623.00,33499.00,-575.00,36.00,4356.00,-377.00,-4590.00,0.00,371.00,5129648.00
2001:Q4,5499.00,0.00,-7485.00,11309.00,54706.00,43397.00,-11309.00,39559.00,50868.00,-7485.00,1980.00,50405.00,-48425.00,11002.00,-64.00,10881.00,2999.00,-2715.00,98.00,2.00,5135146.00
2002:Q1,72741.00,0.00,-15936.00,11924.00,55923.00,43999.00,-11924.00,17804.00,29728.00,-15936.00,89702.00,73276.00,16426.00,-1025.00,-58.00,-2839.00,1295.00,577.00,0.00,1.00,5207887.00
2002:Q2,41332.00,0.00,-21124.00,10859.00,55365.00,44506.00,-10859.00,20370.00,31228.00,-21124.00,61929.00,80894.00,-18965.00,527.00,-293.00,693.00,862.00,-736.00,0.00,0.00,5249219.00
2002:Q3,84873.00,0.00,-18735.00,12461.00,57539.00,45078.00,-12461.00,17916.00,30377.00,-18735.00,99371.00,73574.00,25797.00,4238.00,-204.00,1499.00,209.00,2734.00,0.00,0.00,5334092.00
2002:Q4,121622.00,0.00,-16205.00,11937.00,57693.00,45756.00,-11937.00,22558.00,34494.00,-16205.00,126132.00,90036.00,36096.00,11695.00,-70.00,6266.00,173.00,5622.00,296.00,0.00,5455714.00
2003:Q1,191025.00,0.00,12884.00,11171.00,57783.00,46613.00,-11171.00,20152.00,31322.00,12884.00,169496.00,92110.00,77386.00,8643.00,-408.00,6725.00,2830.00,-504.00,0.00,1.00,5646739.00
2003:Q2,135019.00,0.00,14248.00,10561.00,57584.00,47023.00,-10561.00,20114.00,30675.00,14248.00,115327.00,81550.00,33777.00,5444.00,-565.00,3400.00,2490.00,119.00,0.00,1.00,5781758.00
2003:Q3,121967.00,0.00,16504.00,11889.00,59480.00,47592.00,-11889.00,20109.00,31998.00,16504.00,92909.00,91081.00,1829.00,12554.00,-96.00,1709.00,506.00,10434.00,0.00,0.00,5903725.00
2003:Q4,116542.00,0.00,13753.00,13813.00,62120.00,48308.00,-13813.00,20099.00,33912.00,13753.00,102775.00,99260.00,3515.00,14.00,-320.00,32.00,-1226.00,903.00,-624.00,1.00,6020267.00
2004:Q1,258365.00,0.00,11186.00,13124.00,62411.00,49287.00,-13124.00,92708.00,105832.00,11186.00,228517.00,117413.00,111104.00,18660.00,-131.00,11613.00,3497.00,3681.00,0.00,2.00,6278632.00
2004:Q2,327568.00,0.00,26064.00,18415.00,68645.00,50231.00,-18415.00,92681.00,111096.00,26064.00,286888.00,172085.00,114803.00,14617.00,-93.00,9931.00,3023.00,1757.00,0.00,-1.00,6606200.00
2004:Q3,349606.00,-5028.00,23968.00,16893.00,68138.00,51244.00,-11865.00,92704.00,104569.00,18939.00,337707.00,182580.00,155127.00,-5478.00,-278.00,2177.00,228.00,-7604.00,0.00,-1563.00,6955806.00
2004:Q4,265805.00,0.00,18433.00,15739.00,68114.00,52376.00,-15739.00,92724.00,108463.00,18433.00,249577.00,171932.00,77645.00,-2205.00,48.00,625.00,-1669.00,-1254.00,-45.00,0.00,7221611.00
2005:Q1,217973.00,0.00,-4046.00,18402.00,72030.00,53627.00,-18402.00,109259.00,127661.00,-4046.00,203832.00,170084.00,33749.00,18188.00,816.00,11482.00,3495.00,2395.00,0.00,-1.00,7439584.00
2005:Q2,284623.00,0.00,-9903.00,16546.00,71299.00,54753.00,-16546.00,109281.00,125827.00,-9903.00,288048.00,187269.00,100778.00,6479.00,318.00,7866.00,2057.00,-3762.00,0.00,0.00,7724207.00
2005:Q3,290370.00,-11625.00,-10266.00,15475.00,71575.00,56100.00,-3849.00,109357.00,113206.00,-21891.00,319178.00,234134.00,85045.00,4250.00,83.00,-267.00,773.00,3662.00,0.00,-11167.00,8014577.00
2005:Q4,310026.00,-1442.00,-14327.00,16610.00,74061.00,57452.00,-15167.00,109398.00,124565.00,-15769.00,319792.00,197469.00,122323.00,6226.00,-133.00,2678.00,1166.00,2748.00,233.00,-223.00,8324603.00
2006:Q1,145450.00,0.00,4221.00,19374.00,78058.00,58684.00,-19374.00,129927.00,149301.00,4221.00,140634.00,67514.00,73120.00,595.00,280.00,2739.00,5563.00,-7987.00,0.00,1.00,8470053.00
2006:Q2,104412.00,0.00,-310.00,16030.00,75751.00,59721.00,-16030.00,129979.00,146009.00,-310.00,96865.00,-23170.00,120035.00,7858.00,-212.00,3967.00,3420.00,683.00,0.00,0.00,8574466.00
2006:Q3,122720.00,0.00,778.00,14719.00,75380.00,60661.00,-14719.00,129972.00,144691.00,778.00,105534.00,-19691.00,125225.00,16408.00,270.00,9249.00,637.00,6252.00,0.00,0.00,8697186.00
2006:Q4,46411.00,0.00,-3366.00,13787.00,75448.00,61661.00,-13787.00,129990.00,143777.00,-3366.00,39833.00,26830.00,13003.00,9944.00,316.00,11744.00,-1124.00,168.00,1161.00,0.00,8743597.00
2007:Q1,153011.00,0.00,-12807.00,14347.00,77039.00,62692.00,-14347.00,119886.00,134233.00,-12807.00,143156.00,17827.00,125329.00,22454.00,-166.00,8729.00,4588.00,9304.00,0.00,208.00,8896608.00
2007:Q2,27901.00,0.00,-10197.00,15816.00,79140.00,63324.00,-15816.00,119869.00,135685.00,-10197.00,28307.00,-91845.00,120152.00,9503.00,21.00,7388.00,2838.00,-743.00,0.00,289.00,8924509.00
2007:Q3,1381.00,0.00,-10760.00,14955.00,78814.00,63859.00,-14955.00,119879.00,134834.00,-10760.00,-595.00,-155547.00,154952.00,12312.00,-166.00,4557.00,1763.00,6158.00,0.00,424.00,8925891.00
2007:Q4,-123718.00,0.00,-16498.00,11919.00,76385.00,64466.00,-11919.00,119820.00,131739.00,-16498.00,-117330.00,-163625.00,46295.00,9475.00,-205.00,4068.00,-634.00,6474.00,228.00,634.00,8802172.00
2008:Q1,-398346.00,0.00,-88286.00,11805.00,77409.00,65604.00,-11805.00,24438.00,36243.00,-88286.00,-314009.00,-181374.00,-132635.00,2942.00,-274.00,-12010.00,2052.00,13174.00,0.00,1007.00,8403827.00
2008:Q2,-450655.00,0.00,-77227.00,10776.00,76904.00,66128.00,-10776.00,24358.00,35134.00,-77227.00,-385751.00,-203600.00,-182151.00,10747.00,-380.00,-5269.00,804.00,15592.00,0.00,1576.00,7953172.00
2008:Q3,-190698.00,-3284.00,-74527.00,9787.00,76467.00,66680.00,-6503.00,24277.00,30780.00,-77811.00,-119977.00,-204258.00,84281.00,6297.00,690.00,12120.00,1947.00,-8459.00,0.00,793.00,7762474.00
2008:Q4,-441409.00,0.00,-74358.00,8033.00,74929.00,66896.00,-8033.00,24212.00,32245.00,-74358.00,-384535.00,-252982.00,-131553.00,15306.00,99.00,39602.00,1552.00,-25695.00,251.00,2177.00,7321066.00
2009:Q1,-393289.00,-1499.00,-33554.00,-5135.00,62234.00,67369.00,6634.00,-29207.00,-35841.00,-35053.00,-365998.00,-226176.00,-139822.00,3942.00,-203.00,5212.00,2535.00,-3602.00,0.00,3821.00,6927777.00
2009:Q2,-468582.00,-1499.00,-21620.00,-9980.00,56718.00,66698.00,11479.00,-29336.00,-40815.00,-23119.00,-458929.00,-136616.00,-322313.00,9092.00,-402.00,9470.00,1279.00,-1256.00,0.00,4375.00,6459196.00
