date,FL152000005.Q,FL152010005.Q,LM155035005.Q,LM155035015.Q,LM165035005.Q,FL165015205.Q,FL165013765.Q,FL155111005.Q,FL154090005.Q,FL153091003.Q,FL153020005.Q,FL153030005.Q,FL153034005.Q,FL154022005.Q,FL163069103.Q,FL153061105.Q,FL153061705.Q,FL153062005.Q,FL153063005.Q,FL154023005.Q,FL153069005.Q,FL153065005.Q,FL163066223.Q,LM153064105.Q,LM153064205.Q,FL153040005.Q,FL153050005.Q,FL152090205.Q,FL153090005.Q,FL154190005.Q,FL163162003.Q,FL154123005.Q,FL153165105.Q,FL153166000.Q,FL153168005.Q,FL153169005.Q,FL163165505.Q,FL163170003.Q,FL543077073.Q,FL152090005.Q,FL893131573.Q,FL154023205.Q,LM154023223.Q,FL154023213.Q,FL155012605.Q,FL155012665.Q,FL165012665.Q,FL165013665.Q,FA156012005.Q,FL152090006.Q,FL155035065.Q,FL155035066.Q
1960:Q2,2236899.00,726935.00,539185.00,479638.00,59547.00,3672.00,747.00,183331.00,1509964.00,0.00,72070.00,158156.00,0.00,118953.00,2779.00,74183.00,1909.00,30072.00,10010.00,31213.00,-897.00,32110.00,0.00,350070.00,16097.00,83772.00,273388.00,392196.00,14049.00,214485.00,0.00,209907.00,135366.00,58622.00,1572.00,9401.00,4946.00,2290.00,2288.00,2022414.00,ND,ND,ND,ND,381615.00,371612.00,10003.00,35636.00,376097.00,537.74,344272.00,71.78
1960:Q3,2236500.00,734741.00,545818.00,485654.00,60164.00,3726.00,766.00,184431.00,1501759.00,0.00,75706.00,161281.00,0.00,118329.00,2843.00,73602.00,1294.00,30503.00,10087.00,32280.00,-540.00,32820.00,0.00,325875.00,15640.00,84539.00,278717.00,395209.00,14183.00,219067.00,0.00,214461.00,138582.00,59590.00,1526.00,9679.00,5084.00,2270.00,2336.00,2017433.00,ND,ND,ND,ND,382957.00,372824.00,10133.00,35969.00,378212.00,533.41,347072.00,71.46
1960:Q4,2294812.00,737552.00,547589.00,486897.00,60692.00,3760.00,784.00,185419.00,1557260.00,0.00,77582.00,164461.00,0.00,117396.00,2550.00,72194.00,1033.00,31007.00,10612.00,33623.00,48.00,33575.00,0.00,364553.00,17026.00,85184.00,284547.00,398556.00,14332.00,224550.00,0.00,219861.00,141378.00,61248.00,2122.00,9901.00,5212.00,2310.00,2379.00,2070262.00,ND,ND,ND,ND,384702.00,374429.00,10273.00,36246.00,379743.00,545.17,345519.00,70.96
1961:Q1,2346402.00,736009.00,545980.00,484488.00,61492.00,3809.00,807.00,185413.00,1610393.00,0.00,75534.00,169701.00,0.00,116910.00,3048.00,72095.00,359.00,30769.00,10639.00,33818.00,-607.00,34425.00,0.00,403160.00,19440.00,85872.00,290230.00,401247.00,14481.00,225311.00,0.00,220584.00,143645.00,59339.00,1795.00,10472.00,5333.00,2310.00,2417.00,2121091.00,ND,ND,ND,ND,385221.00,374810.00,10411.00,36856.00,384139.00,552.17,340843.00,70.35
1961:Q2,2374315.00,748135.00,556950.00,494136.00,62814.00,3863.00,830.00,186492.00,1626180.00,0.00,73877.00,175096.00,0.00,116959.00,2960.00,70684.00,224.00,31610.00,11481.00,35336.00,83.00,35253.00,0.00,403029.00,20003.00,86665.00,295620.00,404952.00,14643.00,231512.00,0.00,226654.00,146603.00,60597.00,2857.00,11139.00,5458.00,2410.00,2448.00,2142803.00,ND,ND,ND,ND,388561.00,377936.00,10625.00,37524.00,389955.00,549.50,347533.00,70.33
1961:Q3,2414430.00,759553.00,567010.00,502979.00,64031.00,3919.00,855.00,187769.00,1654877.00,0.00,76806.00,177733.00,0.00,117661.00,2911.00,72300.00,244.00,31180.00,11026.00,35408.00,-602.00,36010.00,0.00,412628.00,21007.00,87588.00,301097.00,410146.00,14803.00,235787.00,0.00,230869.00,150179.00,61082.00,2725.00,11279.00,5604.00,2440.00,2478.00,2178643.00,ND,ND,ND,ND,390714.00,379907.00,10807.00,38160.00,396568.00,549.37,352800.00,70.14
1961:Q4,2475820.00,769615.00,576368.00,511054.00,65314.00,3989.00,882.00,188376.00,1706205.00,0.00,76992.00,182845.00,0.00,118070.00,2188.00,71944.00,592.00,32506.00,10840.00,36094.00,-740.00,36834.00,0.00,443217.00,22875.00,88631.00,306733.00,415782.00,14966.00,242913.00,0.00,237901.00,154027.00,63435.00,2992.00,11700.00,5747.00,2500.00,2512.00,2232907.00,ND,ND,ND,ND,392615.00,381633.00,10982.00,38890.00,404670.00,551.78,357027.00,69.86
1962:Q1,2490218.00,779408.00,584759.00,518133.00,66626.00,4053.00,914.00,189682.00,1710810.00,0.00,75249.00,189204.00,0.00,119180.00,3090.00,73081.00,567.00,31469.00,10973.00,36277.00,-1100.00,37377.00,0.00,433050.00,22981.00,89663.00,309318.00,420786.00,15102.00,244240.00,0.00,239141.00,156488.00,62038.00,3202.00,11525.00,5888.00,2550.00,2549.00,2245978.00,ND,ND,ND,ND,395223.00,383990.00,11233.00,39631.00,410327.00,547.36,361645.00,69.80
1962:Q2,2401115.00,786520.00,590011.00,522112.00,67899.00,4122.00,946.00,191441.00,1614595.00,0.00,73123.00,196080.00,0.00,118961.00,3105.00,73108.00,410.00,31384.00,10954.00,37525.00,-450.00,37975.00,0.00,329789.00,18257.00,90651.00,310998.00,423966.00,15245.00,251339.00,0.00,246172.00,160237.00,65435.00,3084.00,11362.00,6054.00,2580.00,2587.00,2149776.00,ND,ND,ND,ND,397243.00,385775.00,11468.00,40473.00,416111.00,516.64,361875.00,69.31
1962:Q3,2446095.00,793692.00,594920.00,525874.00,69046.00,4191.00,979.00,193602.00,1652403.00,0.00,75484.00,201423.00,0.00,120509.00,3342.00,74836.00,286.00,31852.00,10193.00,38068.00,-338.00,38406.00,0.00,348408.00,18796.00,91563.00,313957.00,428807.00,15388.00,257554.00,0.00,252328.00,164345.00,66626.00,3259.00,11883.00,6215.00,2600.00,2626.00,2188541.00,ND,ND,ND,ND,399136.00,387436.00,11700.00,41162.00,419364.00,521.87,361529.00,68.75
1962:Q4,2557293.00,803569.00,603604.00,533162.00,70442.00,4245.00,1011.00,194709.00,1753724.00,0.00,77233.00,208828.00,0.00,119244.00,2993.00,73718.00,235.00,32087.00,10211.00,38142.00,-864.00,39006.00,0.00,431230.00,20909.00,92398.00,317344.00,432851.00,15545.00,265049.00,0.00,259752.00,168307.00,69344.00,3450.00,12308.00,6343.00,2630.00,2667.00,2292244.00,ND,ND,ND,ND,400563.00,388644.00,11919.00,41998.00,424328.00,540.21,364855.00,68.43
1963:Q1,2606962.00,813437.00,611427.00,539625.00,71802.00,4309.00,1046.00,196655.00,1793525.00,0.00,78438.00,215765.00,0.00,116747.00,3850.00,70567.00,9.00,31665.00,10656.00,37860.00,-1464.00,39324.00,0.00,455641.00,22156.00,93355.00,322748.00,435115.00,15700.00,267959.00,0.00,262568.00,171352.00,68935.00,3160.00,12575.00,6546.00,2680.00,2711.00,2339003.00,ND,ND,ND,ND,404403.00,392386.00,12017.00,42734.00,429172.00,545.00,368273.00,68.25
1963:Q2,2648730.00,817640.00,612853.00,540004.00,72849.00,4372.00,1085.00,199330.00,1831090.00,0.00,77301.00,223030.00,0.00,116957.00,4362.00,70564.00,0.00,31642.00,10389.00,39185.00,-908.00,40093.00,0.00,477302.00,23306.00,94378.00,328362.00,435407.00,15862.00,277476.00,0.00,271958.00,175801.00,72217.00,3756.00,13531.00,6653.00,2760.00,2758.00,2371254.00,ND,ND,ND,ND,406766.00,394694.00,12072.00,43458.00,433795.00,546.63,364203.00,67.44
1963:Q3,2698214.00,830883.00,623306.00,549322.00,73984.00,4448.00,1125.00,202004.00,1867331.00,0.00,80017.00,227746.00,0.00,117735.00,4754.00,71976.00,0.00,31128.00,9877.00,39325.00,-994.00,40319.00,0.00,497411.00,24118.00,95473.00,334218.00,435270.00,16018.00,284993.00,0.00,279337.00,180662.00,74362.00,3373.00,14161.00,6779.00,2850.00,2806.00,2413221.00,ND,ND,ND,ND,406143.00,394105.00,12038.00,44220.00,440663.00,547.63,368660.00,67.11
1963:Q4,2701148.00,839163.00,628622.00,553248.00,75374.00,4529.00,1168.00,204844.00,1861985.00,0.00,82063.00,234936.00,0.00,119325.00,4196.00,72892.00,0.00,32094.00,10143.00,39382.00,-1146.00,40528.00,0.00,469895.00,24819.00,96635.00,340285.00,438467.00,16178.00,294004.00,0.00,288211.00,185106.00,77870.00,3794.00,14502.00,6939.00,2940.00,2853.00,2407144.00,ND,ND,ND,ND,413132.00,400900.00,12232.00,44920.00,449518.00,535.49,368142.00,66.54
1964:Q1,2752329.00,843876.00,630274.00,553844.00,76430.00,4611.00,1211.00,207780.00,1908453.00,0.00,79350.00,240745.00,0.00,121324.00,4649.00,74239.00,0.00,32475.00,9961.00,40727.00,-153.00,40880.00,0.00,499442.00,26433.00,97719.00,346742.00,439582.00,16389.00,297969.00,0.00,292001.00,188776.00,78041.00,3561.00,14538.00,7085.00,3070.00,2898.00,2454360.00,ND,ND,ND,ND,414541.00,402224.00,12317.00,45566.00,460550.00,532.92,365068.00,65.92
1964:Q2,2806340.00,860175.00,643749.00,565045.00,78704.00,4697.00,1252.00,210477.00,1946165.00,0.00,79904.00,247988.00,0.00,122521.00,5403.00,74497.00,0.00,33112.00,9509.00,39781.00,-1377.00,41158.00,0.00,515081.00,27156.00,98806.00,353281.00,445036.00,16611.00,307566.00,0.00,301505.00,193368.00,81812.00,4366.00,14718.00,7241.00,3120.00,2941.00,2498774.00,ND,ND,ND,ND,426394.00,413683.00,12711.00,46837.00,474004.00,527.16,371677.00,65.78
1964:Q3,2858880.00,869243.00,649814.00,569664.00,80150.00,4785.00,1294.00,213350.00,1989637.00,0.00,84711.00,253567.00,0.00,123292.00,5042.00,74484.00,0.00,34138.00,9628.00,41040.00,-573.00,41613.00,0.00,532323.00,28523.00,99913.00,360086.00,449319.00,16863.00,314378.00,0.00,308222.00,198076.00,84142.00,3863.00,14749.00,7392.00,3170.00,2986.00,2544502.00,ND,ND,ND,ND,432729.00,419789.00,12940.00,47672.00,481748.00,528.18,371588.00,65.23
1964:Q4,2911415.00,884106.00,662499.00,579830.00,82669.00,4873.00,1334.00,215400.00,2027309.00,0.00,84854.00,261041.00,0.00,124133.00,5173.00,73571.00,245.00,34854.00,10290.00,41275.00,-823.00,42098.00,0.00,544127.00,28447.00,101051.00,367066.00,458152.00,17163.00,323369.00,0.00,317130.00,202335.00,87352.00,5134.00,14765.00,7544.00,3200.00,3039.00,2588046.00,ND,ND,ND,ND,447173.00,433761.00,13412.00,49205.00,488849.00,529.42,377495.00,65.10
1965:Q1,2959624.00,895205.00,669614.00,585435.00,84179.00,4969.00,1375.00,219247.00,2064419.00,0.00,82506.00,268791.00,0.00,126691.00,6231.00,76555.00,21.00,33771.00,10113.00,41419.00,-756.00,42175.00,0.00,557830.00,29751.00,102149.00,374249.00,463552.00,17481.00,326864.00,0.00,320497.00,205891.00,87645.00,4309.00,14930.00,7722.00,3270.00,3097.00,2632760.00,ND,ND,ND,ND,450806.00,437234.00,13572.00,49968.00,496179.00,530.61,379544.00,64.83
1965:Q2,2965365.00,903700.00,675093.00,589142.00,85951.00,5055.00,1420.00,222132.00,2061665.00,0.00,82788.00,275058.00,0.00,126933.00,6710.00,76144.00,618.00,33792.00,9669.00,41802.00,-678.00,42480.00,0.00,534567.00,29291.00,103382.00,381287.00,468733.00,17824.00,336469.00,0.00,329929.00,210329.00,92243.00,4292.00,15156.00,7909.00,3380.00,3160.00,2628896.00,ND,ND,ND,ND,455355.00,441594.00,13761.00,51073.00,504323.00,521.27,378813.00,64.30
1965:Q3,3049919.00,912539.00,681036.00,593543.00,87493.00,5170.00,1468.00,224865.00,2137380.00,0.00,88801.00,280622.00,0.00,128195.00,6422.00,75984.00,909.00,34915.00,9965.00,41843.00,-548.00,42391.00,0.00,581085.00,32050.00,104656.00,389515.00,472429.00,18184.00,343385.00,0.00,336667.00,215042.00,94391.00,3929.00,15215.00,8090.00,3490.00,3228.00,2706534.00,ND,ND,ND,ND,459352.00,445419.00,13933.00,51952.00,520063.00,520.42,378501.00,63.77
1965:Q4,3138630.00,930935.00,696286.00,605593.00,90693.00,5257.00,1522.00,227870.00,2207695.00,0.00,91581.00,288514.00,0.00,127470.00,6044.00,74762.00,1132.00,36531.00,9001.00,42301.00,-310.00,42611.00,0.00,616096.00,34410.00,105876.00,397864.00,485043.00,18540.00,352786.00,0.00,345863.00,219449.00,97489.00,4707.00,15956.00,8262.00,3620.00,3303.00,2785844.00,ND,ND,ND,ND,476252.00,461757.00,14495.00,53792.00,532157.00,523.50,386144.00,63.76
1966:Q1,3148890.00,935815.00,696079.00,604127.00,91952.00,5366.00,1573.00,232797.00,2213075.00,0.00,90014.00,294109.00,0.00,134926.00,6752.00,78944.00,1843.00,37666.00,9721.00,41956.00,-644.00,42600.00,0.00,596561.00,35326.00,107050.00,406395.00,487835.00,18903.00,355964.00,0.00,348849.00,223358.00,97096.00,3546.00,16409.00,8440.00,3730.00,3385.00,2792926.00,ND,ND,ND,ND,474385.00,459834.00,14551.00,54563.00,541610.00,515.67,380769.00,63.03
1966:Q2,3189353.00,971316.00,726016.00,630518.00,95498.00,5501.00,1626.00,238173.00,2218037.00,0.00,88946.00,299561.00,0.00,136655.00,6728.00,76488.00,4946.00,38778.00,9715.00,43122.00,-305.00,43427.00,0.00,571128.00,34547.00,108192.00,415048.00,501666.00,19172.00,365660.00,0.00,358365.00,227232.00,100205.00,5292.00,17016.00,8620.00,3820.00,3475.00,2823693.00,ND,ND,ND,ND,496331.00,481000.00,15331.00,56651.00,547482.00,515.76,403286.00,63.96
1966:Q3,3164173.00,979812.00,728570.00,631432.00,97138.00,5636.00,1681.00,243925.00,2184361.00,0.00,91892.00,301554.00,0.00,142742.00,7463.00,79238.00,5724.00,39058.00,11259.00,43937.00,-53.00,43990.00,0.00,512747.00,31301.00,109349.00,423648.00,507680.00,19511.00,369551.00,0.00,362093.00,230272.00,100989.00,4707.00,17321.00,8804.00,3890.00,3568.00,2794622.00,ND,ND,ND,ND,497369.00,481898.00,15471.00,57636.00,558405.00,500.46,401160.00,63.53
1966:Q4,3261339.00,1005984.00,748935.00,648979.00,99956.00,5795.00,1738.00,249516.00,2255355.00,0.00,93455.00,307135.00,0.00,145474.00,8294.00,79080.00,5850.00,41151.00,11099.00,44552.00,-65.00,44617.00,0.00,548264.00,33850.00,110570.00,433633.00,518538.00,19884.00,376022.00,0.00,368393.00,232742.00,103422.00,5378.00,17891.00,8960.00,3970.00,3659.00,2885317.00,ND,ND,ND,ND,512115.00,496087.00,16028.00,59253.00,569276.00,506.84,416237.00,64.14
1967:Q1,3369046.00,1013794.00,753320.00,651709.00,101611.00,5920.00,1795.00,252759.00,2355252.00,0.00,92853.00,317399.00,0.00,145259.00,9855.00,77816.00,5837.00,39687.00,12064.00,45721.00,762.00,44959.00,0.00,617507.00,38226.00,111835.00,443332.00,522659.00,20461.00,375812.00,0.00,368006.00,234221.00,101348.00,4488.00,18796.00,9153.00,4070.00,3736.00,2993234.00,ND,ND,ND,ND,517510.00,501319.00,16191.00,60274.00,579473.00,516.54,417488.00,64.06
1967:Q2,3414980.00,1028913.00,762765.00,659242.00,103523.00,6047.00,1853.00,258248.00,2386067.00,0.00,93682.00,328269.00,0.00,140763.00,9807.00,74762.00,5716.00,38330.00,12148.00,46643.00,1299.00,45344.00,0.00,622982.00,39284.00,113072.00,452431.00,528075.00,20866.00,383147.00,0.00,375100.00,237076.00,104131.00,5045.00,19647.00,9201.00,4240.00,3807.00,3031833.00,ND,ND,ND,ND,524070.00,507680.00,16390.00,61353.00,586742.00,516.72,422166.00,64.04
1967:Q3,3506664.00,1047814.00,774483.00,668871.00,105612.00,6175.00,1917.00,265239.00,2458850.00,0.00,97490.00,335929.00,0.00,144422.00,9031.00,77240.00,5625.00,39262.00,13264.00,47453.00,1576.00,45877.00,0.00,659985.00,42006.00,114314.00,462338.00,533661.00,21252.00,389209.00,0.00,380913.00,241547.00,105544.00,3532.00,20891.00,9399.00,4420.00,3876.00,3117455.00,ND,ND,ND,ND,532234.00,515595.00,16639.00,62540.00,597730.00,521.55,427324.00,63.89
1967:Q4,3595262.00,1074443.00,794221.00,685689.00,108532.00,6317.00,1984.00,271921.00,2520819.00,0.00,103753.00,342305.00,0.00,148675.00,10135.00,78992.00,6265.00,38208.00,15075.00,48766.00,2159.00,46607.00,0.00,682128.00,42973.00,115535.00,471818.00,543205.00,21661.00,410869.00,0.00,402322.00,245974.00,108567.00,13404.00,22426.00,11951.00,4600.00,3947.00,3184393.00,ND,ND,ND,ND,547795.00,530676.00,17119.00,64177.00,607193.00,524.44,439715.00,64.13
1968:Q1,3607260.00,1104938.00,817753.00,706181.00,111572.00,6435.00,2050.00,278700.00,2502322.00,0.00,99877.00,351028.00,0.00,152100.00,10576.00,83471.00,5670.00,37137.00,15246.00,48881.00,1569.00,47312.00,0.00,632831.00,40523.00,116737.00,482156.00,556094.00,22095.00,402468.00,0.00,393697.00,249378.00,107272.00,4976.00,22257.00,9814.00,4740.00,4031.00,3204792.00,ND,ND,ND,ND,562548.00,544924.00,17624.00,65935.00,624074.00,513.53,456803.00,64.69
1968:Q2,3758708.00,1130406.00,836122.00,721691.00,114431.00,6573.00,2120.00,285591.00,2628302.00,0.00,101644.00,356713.00,0.00,153949.00,10809.00,82132.00,6475.00,38066.00,16467.00,51479.00,3722.00,47757.00,0.00,718675.00,45972.00,117921.00,494770.00,564614.00,22565.00,415182.00,0.00,406261.00,253675.00,111404.00,6276.00,24930.00,9976.00,4800.00,4121.00,3343526.00,ND,ND,ND,ND,572693.00,554706.00,17987.00,67609.00,640936.00,521.66,468016.00,64.85
1968:Q3,3828717.00,1152242.00,849479.00,732574.00,116905.00,6714.00,2195.00,293854.00,2676475.00,0.00,105981.00,364554.00,0.00,155007.00,11208.00,83482.00,5982.00,37621.00,16714.00,53888.00,5153.00,48735.00,0.00,727875.00,48300.00,119110.00,506925.00,571784.00,23051.00,422781.00,0.00,413578.00,258183.00,114160.00,5424.00,25654.00,10157.00,4990.00,4213.00,3405936.00,ND,ND,ND,ND,578086.00,559885.00,18201.00,68989.00,649143.00,524.68,474391.00,64.76
1968:Q4,4011685.00,1200813.00,889605.00,768164.00,121441.00,6876.00,2274.00,302058.00,2810872.00,0.00,112736.00,372542.00,0.00,154515.00,12168.00,81735.00,6120.00,36490.00,18002.00,53960.00,4878.00,49082.00,0.00,815334.00,49529.00,120324.00,520069.00,588302.00,23561.00,436144.00,0.00,426692.00,262934.00,119324.00,6808.00,27320.00,10306.00,5150.00,4302.00,3575541.00,ND,ND,ND,ND,606647.00,587501.00,19146.00,71596.00,660843.00,541.06,505230.00,65.77
1969:Q1,4027740.00,1233242.00,914582.00,789668.00,124914.00,7037.00,2344.00,309279.00,2794498.00,0.00,105452.00,377371.00,0.00,166241.00,12889.00,89044.00,5981.00,40035.00,18292.00,48804.00,1483.00,47321.00,0.00,770526.00,48554.00,121561.00,532200.00,599620.00,24169.00,434920.00,0.00,425240.00,264857.00,118884.00,4866.00,26142.00,10491.00,5290.00,4390.00,3592820.00,ND,ND,ND,ND,621270.00,601609.00,19661.00,73424.00,668721.00,537.27,524811.00,66.46
1969:Q2,4046065.00,1259294.00,932881.00,804195.00,128686.00,7208.00,2417.00,316788.00,2786771.00,0.00,106714.00,382359.00,0.00,166029.00,14322.00,82342.00,7983.00,42266.00,19116.00,50309.00,3271.00,47038.00,0.00,733883.00,46190.00,122814.00,545291.00,608469.00,24713.00,446332.00,0.00,436394.00,269738.00,123675.00,5892.00,26400.00,10689.00,5460.00,4478.00,3599733.00,ND,ND,ND,ND,632391.00,612325.00,20066.00,75464.00,684766.00,525.69,534457.00,66.46
1969:Q3,4074554.00,1278065.00,945017.00,812973.00,132044.00,7409.00,2491.00,323148.00,2796489.00,0.00,105385.00,380961.00,0.00,182984.00,16655.00,90872.00,9209.00,45302.00,20946.00,47642.00,213.00,47429.00,0.00,713075.00,46004.00,124083.00,558892.00,612359.00,25104.00,452181.00,0.00,441993.00,274512.00,125813.00,5043.00,25754.00,10871.00,5620.00,4568.00,3622373.00,ND,ND,ND,ND,636864.00,616604.00,20260.00,77400.00,707850.00,511.74,538461.00,66.23
1969:Q4,4105750.00,1308560.00,968674.00,832441.00,136233.00,7605.00,2568.00,329713.00,2797190.00,0.00,110920.00,381297.00,0.00,192255.00,18534.00,93166.00,11305.00,47244.00,22006.00,51888.00,2651.00,49237.00,0.00,667356.00,45578.00,125362.00,573465.00,623262.00,25807.00,463780.00,0.00,453272.00,278689.00,129231.00,7557.00,26775.00,11020.00,5820.00,4688.00,3641970.00,ND,ND,ND,ND,648108.00,627441.00,20667.00,79779.00,721675.00,504.66,553752.00,66.52
1970:Q1,4126976.00,1318187.00,973544.00,834315.00,139229.00,7805.00,2644.00,334194.00,2808789.00,0.00,106832.00,382294.00,0.00,204628.00,22663.00,98271.00,14195.00,48079.00,21420.00,48591.00,1482.00,47109.00,0.00,643541.00,46279.00,126703.00,591398.00,632072.00,26451.00,456241.00,0.00,445469.00,275814.00,126663.00,5199.00,26458.00,11335.00,5980.00,4792.00,3670735.00,ND,ND,ND,ND,653695.00,632824.00,20871.00,81595.00,737189.00,497.94,558501.00,66.94
1970:Q2,4064174.00,1356672.00,1006440.00,861308.00,145132.00,7995.00,2718.00,339519.00,2707502.00,0.00,113184.00,390486.00,0.00,199431.00,24822.00,88736.00,14982.00,48227.00,22664.00,49323.00,1354.00,47969.00,0.00,509525.00,37027.00,127979.00,603849.00,649554.00,27144.00,462800.00,0.00,451801.00,278674.00,129421.00,5751.00,26434.00,11521.00,6100.00,4899.00,3601374.00,ND,ND,ND,ND,684345.00,662472.00,21873.00,85177.00,754131.00,477.55,582634.00,67.65
1970:Q3,4193419.00,1362730.00,1005793.00,859007.00,146786.00,8169.00,2791.00,345977.00,2830689.00,0.00,117054.00,408317.00,0.00,194146.00,17559.00,85911.00,15735.00,48542.00,26399.00,51592.00,1762.00,49830.00,0.00,593764.00,41919.00,129295.00,621870.00,644886.00,27846.00,469739.00,0.00,458431.00,282347.00,131424.00,5633.00,27288.00,11739.00,6300.00,5008.00,3723680.00,ND,ND,ND,ND,671714.00,650220.00,21494.00,86451.00,773379.00,481.48,576660.00,67.13
1970:Q4,4326874.00,1390695.00,1025204.00,874469.00,150735.00,8354.00,2862.00,354275.00,2936179.00,0.00,118559.00,423525.00,0.00,192435.00,16569.00,83041.00,15943.00,47144.00,29738.00,53672.00,3564.00,50108.00,0.00,650213.00,44501.00,130703.00,639470.00,654582.00,28519.00,478741.00,0.00,467163.00,286015.00,133660.00,7493.00,28088.00,11907.00,6460.00,5118.00,3848133.00,ND,ND,ND,ND,684095.00,662176.00,21919.00,88909.00,781410.00,492.46,588454.00,67.29
1971:Q1,4490580.00,1427016.00,1051931.00,896384.00,155547.00,8579.00,2936.00,363570.00,3063564.00,0.00,118801.00,447207.00,0.00,187847.00,14884.00,79938.00,14951.00,46097.00,31977.00,51838.00,2478.00,49360.00,0.00,712824.00,50329.00,132202.00,658349.00,674989.00,29178.00,481494.00,0.00,469638.00,289592.00,134072.00,5153.00,28635.00,12186.00,6650.00,5206.00,4009086.00,ND,ND,ND,ND,707305.00,684594.00,22711.00,91899.00,804631.00,498.25,606792.00,67.69
1971:Q2,4572948.00,1460907.00,1078498.00,917847.00,160651.00,8773.00,3007.00,370629.00,3112041.00,0.00,124479.00,462733.00,0.00,184151.00,13765.00,76155.00,13112.00,46375.00,34744.00,52070.00,2279.00,49791.00,0.00,708482.00,50571.00,133786.00,675866.00,690100.00,29803.00,495146.00,0.00,483064.00,295363.00,138912.00,6879.00,29794.00,12116.00,6800.00,5282.00,4077802.00,ND,ND,ND,ND,727668.00,704258.00,23410.00,95157.00,825671.00,493.88,622484.00,67.82
1971:Q3,4642543.00,1490713.00,1104238.00,938482.00,165756.00,8921.00,3077.00,374477.00,3151830.00,0.00,126402.00,475887.00,0.00,189792.00,13728.00,78357.00,13937.00,46564.00,37206.00,50141.00,1507.00,48634.00,0.00,693654.00,49798.00,135417.00,694721.00,705591.00,30427.00,507890.00,0.00,495414.00,302822.00,143465.00,6039.00,30737.00,12351.00,7120.00,5356.00,4134653.00,ND,ND,ND,ND,747487.00,723395.00,24092.00,98443.00,838197.00,493.28,635660.00,67.73
1971:Q4,4778159.00,1517856.00,1127739.00,957235.00,170504.00,9063.00,3143.00,377911.00,3260303.00,0.00,132050.00,491035.00,0.00,185910.00,13768.00,74200.00,14615.00,45970.00,37357.00,50938.00,3597.00,47341.00,0.00,743724.00,53006.00,137055.00,714615.00,720893.00,31077.00,524086.00,0.00,511310.00,309454.00,149243.00,8094.00,32037.00,12482.00,7340.00,5436.00,4254073.00,ND,ND,ND,ND,765965.00,741233.00,24732.00,101351.00,853224.00,498.59,647781.00,67.67
1972:Q1,4941163.00,1570862.00,1171254.00,994999.00,176255.00,9454.00,3215.00,386939.00,3370301.00,0.00,130941.00,511194.00,0.00,186982.00,13000.00,76873.00,12831.00,46559.00,37719.00,49756.00,2096.00,47660.00,0.00,785993.00,55084.00,138724.00,736650.00,743209.00,31768.00,531333.00,0.00,518277.00,316038.00,148847.00,6401.00,34295.00,12696.00,7500.00,5556.00,4409830.00,ND,ND,ND,ND,785031.00,759593.00,25438.00,104589.00,866178.00,509.11,678961.00,68.24
1972:Q2,5020249.00,1600620.00,1192509.00,1011650.00,180859.00,9833.00,3292.00,394986.00,3419629.00,0.00,131249.00,529210.00,0.00,184108.00,12073.00,75289.00,11668.00,46909.00,38169.00,50502.00,2326.00,48176.00,0.00,781697.00,54180.00,140430.00,758252.00,757526.00,32475.00,551272.00,0.00,537901.00,324462.00,156222.00,8386.00,35949.00,12882.00,7670.00,5701.00,4468977.00,ND,ND,ND,ND,796350.00,770436.00,25914.00,107153.00,880089.00,507.79,687188.00,67.93
1972:Q3,5155350.00,1649557.00,1232534.00,1046653.00,185881.00,10196.00,3371.00,403456.00,3505793.00,0.00,135384.00,548959.00,0.00,182871.00,9464.00,76500.00,10943.00,47181.00,38783.00,48996.00,612.00,48384.00,0.00,801771.00,53712.00,142166.00,780812.00,777909.00,33213.00,566724.00,0.00,553025.00,334408.00,161529.00,7181.00,36811.00,13096.00,7850.00,5849.00,4588626.00,ND,ND,ND,ND,818391.00,791676.00,26715.00,109817.00,904924.00,507.07,712245.00,68.05
1972:Q4,5417536.00,1714193.00,1290675.00,1098624.00,192051.00,10558.00,3458.00,409502.00,3703343.00,0.00,144400.00,564227.00,0.00,181778.00,9333.00,77357.00,8898.00,47684.00,38506.00,50969.00,2709.00,48260.00,0.00,921384.00,56383.00,143930.00,804205.00,802068.00,33999.00,585423.00,0.00,571267.00,343552.00,168757.00,8616.00,37093.00,13249.00,8180.00,5976.00,4832113.00,ND,ND,ND,ND,853134.00,825209.00,27925.00,113248.00,948551.00,509.42,755072.00,68.73
1973:Q1,5451492.00,1758650.00,1322715.00,1125134.00,197581.00,11001.00,3553.00,421381.00,3692842.00,0.00,141070.00,587526.00,0.00,185863.00,7064.00,80898.00,8537.00,50607.00,38757.00,48140.00,309.00,47831.00,0.00,853489.00,50224.00,145734.00,815640.00,830403.00,34753.00,597546.00,61.00,583178.00,351550.00,171528.00,10062.00,36512.00,13526.00,8220.00,6087.00,4853946.00,ND,ND,ND,ND,875781.00,847136.00,28645.00,115699.00,966902.00,502.01,773584.00,68.75
