date,FA907005005.Q,FA903012005.Q,FA903091005.Q,FA904010005.Q,FA902050005.Q,FA903020005.Q,FA903023005.Q,FA903028003.Q,FA903029200.Q,FA903070005.Q,FA903078005.Q,FA903090005.Q,FA906000105.Q,FA087005005.Q,FA156600075.Q
1988:Q3,-106336.00,-64.00,10536.00,5840.00,-21980.00,6498.00,-1954.00,0.00,8452.00,-16060.00,-4248.00,-90965.00,4107.00,-5795.00,1688.00
1988:Q4,-54140.00,0.00,3204.00,-6956.00,-29020.00,-10014.00,-10342.00,0.00,328.00,-59876.00,12851.00,28502.00,7169.00,-8853.00,1684.00
1989:Q1,319630.00,-388.00,67516.00,13762.00,46326.00,-756.00,11324.00,0.00,-12080.00,21826.00,655.00,182518.00,-11830.00,10146.00,1684.00
1989:Q2,1604.00,-148.00,44048.00,-28096.00,-10581.00,26200.00,22981.00,0.00,3219.00,-2803.00,14636.00,25167.00,-66818.00,65130.00,1688.00
1989:Q3,-42099.00,-248.00,4300.00,-11121.00,-10300.00,22222.00,22123.00,0.00,98.00,13653.00,-9264.00,36839.00,-88179.00,86515.00,1664.00
1989:Q4,89883.00,-260.00,38140.00,-2205.00,-17774.00,-22796.00,-22819.00,0.00,23.00,-36728.00,-11106.00,239323.00,-96711.00,94923.00,1788.00
1990:Q1,-98665.00,-256.00,-28520.00,17921.00,-43063.00,34732.00,32654.00,0.00,2078.00,57164.00,22223.00,-57097.00,-101770.00,99886.00,1884.00
1990:Q2,-231964.00,-256.00,43744.00,3355.00,-15403.00,5357.00,-1308.00,0.00,6665.00,-40798.00,1582.00,-136830.00,-92715.00,90751.00,1964.00
1990:Q3,-346776.00,-224.00,43136.00,-18402.00,-96612.00,20259.00,5883.00,0.00,14376.00,-18717.00,-170.00,-175408.00,-100639.00,98635.00,2004.00
1990:Q4,-304001.00,1448.00,44808.00,-3850.00,-12866.00,-13135.00,-23847.00,0.00,10713.00,-18437.00,7972.00,-231799.00,-78142.00,76126.00,2016.00
1991:Q1,197767.00,-1880.00,-31848.00,5607.00,-74609.00,-12662.00,-15560.00,0.00,2897.00,113658.00,-7730.00,265458.00,-58227.00,56203.00,2024.00
1991:Q2,-261556.00,-252.00,-14876.00,15162.00,13626.00,18202.00,18221.00,0.00,-19.00,16661.00,-29780.00,-190212.00,-90087.00,88047.00,2040.00
1991:Q3,-125218.00,-148.00,-2812.00,16641.00,-6933.00,57172.00,39353.00,0.00,17819.00,43973.00,21384.00,-150200.00,-104296.00,102232.00,2064.00
1991:Q4,-119817.00,-8.00,-46476.00,16181.00,-28140.00,-96978.00,-94389.00,0.00,-2589.00,14352.00,5279.00,125117.00,-109144.00,107072.00,2072.00
1992:Q1,-88204.00,-412.00,-23420.00,-25206.00,26251.00,23679.00,15777.00,0.00,7902.00,31659.00,11354.00,-56260.00,-75848.00,73744.00,2104.00
1992:Q2,-62202.00,-184.00,21664.00,-13333.00,3048.00,-15537.00,-14918.00,0.00,-619.00,-3819.00,-8298.00,49568.00,-95311.00,93179.00,2132.00
1992:Q3,-314687.00,-152.00,-4052.00,27558.00,45515.00,8834.00,15095.00,0.00,-6261.00,44674.00,16789.00,-315220.00,-138633.00,136505.00,2128.00
1992:Q4,43547.00,-104.00,-5060.00,-14679.00,-65973.00,-8036.00,-13317.00,0.00,5282.00,15081.00,11026.00,253658.00,-142366.00,140182.00,2184.00
1993:Q1,-86043.00,-216.00,5932.00,14983.00,239297.00,-2580.00,3387.00,0.00,-5967.00,-36524.00,12145.00,-136420.00,-182660.00,180516.00,2144.00
1993:Q2,-231031.00,-168.00,-8208.00,5351.00,-62588.00,-5146.00,-11162.00,0.00,6016.00,-20050.00,4854.00,-2257.00,-142819.00,140635.00,2184.00
1993:Q3,-464458.00,-220.00,-27648.00,-23046.00,103750.00,-5274.00,-3423.00,0.00,-1851.00,-570.00,27886.00,-373627.00,-165708.00,163460.00,2248.00
1993:Q4,-234455.00,-204.00,7400.00,27480.00,-123908.00,1992.00,5269.00,0.00,-3277.00,78752.00,1435.00,-100403.00,-126999.00,124691.00,2308.00
1994:Q1,-394037.00,-236.00,-13048.00,-15029.00,57423.00,-19211.00,-16229.00,0.00,-2982.00,-7147.00,20679.00,-257908.00,-159558.00,157198.00,2360.00
1994:Q2,-235475.00,-204.00,81376.00,28898.00,50056.00,-5675.00,-2405.00,0.00,-3270.00,-5375.00,941.00,-237568.00,-147924.00,145476.00,2448.00
1994:Q3,-299093.00,-236.00,48164.00,18038.00,19495.00,-5095.00,-2391.00,0.00,-2705.00,11908.00,5408.00,-272393.00,-124381.00,121829.00,2552.00
1994:Q4,-174622.00,-176.00,54292.00,-2506.00,-16726.00,-401.00,1659.00,0.00,-2060.00,28498.00,-6348.00,-105904.00,-125351.00,122763.00,2588.00
1995:Q1,-31063.00,-192.00,37104.00,10705.00,105393.00,-12055.00,-7884.00,0.00,-4171.00,33096.00,11322.00,-99386.00,-117049.00,114377.00,2672.00
1995:Q2,-377401.00,-376.00,99540.00,-18351.00,-105902.00,-21953.00,-18345.00,0.00,-3608.00,48434.00,15257.00,-293184.00,-100867.00,98167.00,2700.00
1995:Q3,-459104.00,-292.00,-52316.00,24810.00,63776.00,-4940.00,-1594.00,0.00,-3346.00,-44828.00,11403.00,-382405.00,-74311.00,71595.00,2716.00
1995:Q4,-249613.00,-464.00,15528.00,-38452.00,-96115.00,-354.00,3849.00,0.00,-4204.00,-40085.00,24531.00,-33376.00,-80826.00,78102.00,2724.00
1996:Q1,-285146.00,-1068.00,72036.00,32345.00,-46434.00,-18642.00,-15143.00,0.00,-3499.00,-22596.00,11542.00,-264088.00,-48241.00,45477.00,2764.00
1996:Q2,-288684.00,-1184.00,27216.00,-29059.00,-48541.00,-5111.00,-1035.00,0.00,-4076.00,22263.00,18166.00,-204133.00,-68301.00,65541.00,2760.00
1996:Q3,-156587.00,1448.00,85304.00,-10349.00,30721.00,21991.00,26596.00,0.00,-4605.00,-170880.00,13928.00,-61079.00,-67670.00,64910.00,2760.00
1996:Q4,-157186.00,-892.00,52464.00,17479.00,-48290.00,-12507.00,-8579.00,0.00,-3928.00,80909.00,12365.00,-205488.00,-53226.00,50358.00,2868.00
1997:Q1,34369.00,-328.00,179760.00,48212.00,-30933.00,-43321.00,-40373.00,0.00,-2948.00,-97728.00,40558.00,-39573.00,-22278.00,19330.00,2948.00
1997:Q2,-588596.00,-312.00,6776.00,-26704.00,32261.00,21208.00,25281.00,0.00,-4072.00,-25475.00,34103.00,-579975.00,-50479.00,47491.00,2988.00
1997:Q3,-508463.00,740.00,85124.00,-45275.00,46470.00,12885.00,16060.00,0.00,-3174.00,31863.00,13780.00,-636813.00,-17237.00,14193.00,3044.00
1997:Q4,49235.00,-568.00,153176.00,-63881.00,185762.00,-17091.00,-11709.00,0.00,-5382.00,-8248.00,22666.00,-251328.00,28747.00,-31823.00,3076.00
1998:Q1,-171849.00,-164.00,-59308.00,55514.00,4417.00,-48449.00,-45088.00,0.00,-3361.00,27781.00,14989.00,-202747.00,36118.00,-39182.00,3064.00
1998:Q2,-467222.00,-264.00,112848.00,16980.00,-99935.00,-8840.00,-5988.00,0.00,-2852.00,-3706.00,12364.00,-574686.00,78016.00,-81104.00,3088.00
1998:Q3,-141907.00,880.00,96736.00,11484.00,201075.00,22080.00,25727.00,0.00,-3647.00,-100670.00,7854.00,-470869.00,89524.00,-92632.00,3108.00
1998:Q4,29082.00,-1120.00,-174020.00,-94394.00,-58413.00,33087.00,35602.00,0.00,-2515.00,19875.00,34897.00,244573.00,24598.00,-27746.00,3148.00
1999:Q1,-60534.00,-1472.00,42412.00,65432.00,121096.00,-58583.00,-57299.00,0.00,-1284.00,-38402.00,-15051.00,-242347.00,66380.00,-69572.00,3192.00
1999:Q2,-73088.00,604.00,64204.00,4679.00,-70246.00,3470.00,4270.00,0.00,-800.00,92023.00,12781.00,-228154.00,47551.00,-50807.00,3256.00
1999:Q3,-187433.00,188.00,-1240.00,-8703.00,12660.00,17496.00,17915.00,0.00,-419.00,-12576.00,17411.00,-228814.00,16145.00,-19513.00,3368.00
1999:Q4,-180107.00,-2228.00,29168.00,-103691.00,-331558.00,4711.00,5412.00,0.00,-701.00,22002.00,21347.00,173360.00,6782.00,-10138.00,3356.00
2000:Q1,739854.00,-1800.00,181624.00,48294.00,492215.00,-42463.00,-42351.00,0.00,-112.00,87891.00,39888.00,-247909.00,182114.00,-185562.00,3448.00
2000:Q2,-299686.00,-711.00,42000.00,51256.00,7636.00,80828.00,81328.00,0.00,-500.00,54333.00,9673.00,-594278.00,49575.00,-53079.00,3504.00
2000:Q3,-452716.00,900.00,-19040.00,-39655.00,185554.00,-13132.00,-12446.00,0.00,-686.00,-46646.00,38402.00,-673758.00,114659.00,-118251.00,3592.00
2000:Q4,-112999.00,-3332.00,125688.00,13897.00,-126521.00,9385.00,9361.00,0.00,25.00,-74042.00,73142.00,-168545.00,37329.00,-40997.00,3668.00
2001:Q1,287086.00,-920.00,95508.00,522.00,-126730.00,-94148.00,-94767.00,0.00,619.00,62118.00,28948.00,131855.00,189933.00,-193677.00,3744.00
2001:Q2,-634386.00,-292.00,-135720.00,17510.00,74848.00,-16851.00,-15190.00,0.00,-1661.00,-15569.00,-17096.00,-656860.00,115644.00,-119420.00,3776.00
2001:Q3,-182931.00,1084.00,3704.00,9094.00,67121.00,-26354.00,-23681.00,0.00,-2673.00,-22368.00,37962.00,-364590.00,111415.00,-115155.00,3740.00
2001:Q4,-28543.00,-240.00,-30124.00,-47390.00,-71815.00,-24637.00,-26544.00,0.00,1908.00,-19218.00,24434.00,112514.00,27932.00,-31664.00,3732.00
2002:Q1,107432.00,-1516.00,-32096.00,113825.00,97875.00,21172.00,18562.00,0.00,2609.00,162330.00,56473.00,-378996.00,68365.00,-72137.00,3772.00
2002:Q2,761453.00,-860.00,28736.00,-46742.00,315584.00,5568.00,7211.00,0.00,-1643.00,38954.00,-33329.00,377607.00,75934.00,-79682.00,3748.00
2002:Q3,-52786.00,1136.00,81532.00,-43940.00,-214536.00,-59445.00,-41615.00,0.00,-17830.00,182321.00,33163.00,-70136.00,37119.00,-40859.00,3740.00
2002:Q4,421572.00,-1128.00,7512.00,-27776.00,236365.00,23627.00,9613.00,0.00,14014.00,241367.00,-13581.00,-139464.00,94650.00,-98390.00,3740.00
2003:Q1,479093.00,-240.00,132632.00,-3645.00,124456.00,7514.00,18378.00,0.00,-10864.00,-192083.00,-14879.00,370164.00,55174.00,-58994.00,3820.00
2003:Q2,1061637.00,536.00,166896.00,-71799.00,233759.00,4642.00,-3568.00,0.00,8210.00,114390.00,-49395.00,606455.00,56153.00,-60013.00,3860.00
2003:Q3,-11954.00,-740.00,-165124.00,61182.00,4207.00,-66473.00,-37512.00,0.00,-28961.00,146476.00,-36608.00,70170.00,-25043.00,21095.00,3948.00
2003:Q4,-332235.00,-784.00,111556.00,-11882.00,100122.00,18647.00,-12917.00,0.00,31565.00,54421.00,-47363.00,-509508.00,-47445.00,43397.00,4048.00
2004:Q1,-324627.00,-388.00,104840.00,30295.00,-197166.00,40739.00,75892.00,0.00,-35154.00,-24523.00,53092.00,-305543.00,-25972.00,21768.00,4204.00
2004:Q2,-236731.00,44.00,201028.00,21194.00,-296521.00,-4044.00,-3685.00,0.00,-359.00,-68313.00,-116013.00,15826.00,10069.00,-14401.00,4332.00
2004:Q3,454938.00,-264.00,38188.00,-16884.00,486745.00,16038.00,16275.00,0.00,-237.00,44363.00,-15327.00,-136473.00,38552.00,-42988.00,4436.00
2004:Q4,40505.00,-500.00,171248.00,50435.00,105186.00,20077.00,23167.00,0.00,-3090.00,60033.00,15611.00,-375744.00,-5842.00,1270.00,4572.00
2005:Q1,396269.00,352.00,331208.00,25195.00,105255.00,-24272.00,-27998.00,0.00,3726.00,-36373.00,-10531.00,22970.00,-17533.00,12969.00,4564.00
2005:Q2,-291048.00,800.00,-219888.00,-142464.00,493421.00,-6202.00,-7061.00,0.00,859.00,-25923.00,-60801.00,-337398.00,7406.00,-12038.00,4632.00
2005:Q3,-287703.00,1660.00,53608.00,28820.00,-9473.00,13261.00,11405.00,0.00,1857.00,28174.00,-61159.00,-355389.00,12795.00,-17547.00,4752.00
2005:Q4,-801032.00,-120.00,-156348.00,92041.00,-73527.00,-2549.00,-2723.00,0.00,175.00,-151793.00,-47424.00,-581931.00,120619.00,-125315.00,4696.00
2006:Q1,305660.00,-4780.00,323588.00,-10893.00,68013.00,-20746.00,-19147.00,0.00,-1598.00,-13492.00,34066.00,-287561.00,217464.00,-222092.00,4628.00
2006:Q2,-28984.00,312.00,402644.00,-162104.00,316271.00,8634.00,7928.00,0.00,706.00,148279.00,-56488.00,-885926.00,199394.00,-203946.00,4552.00
2006:Q3,1022340.00,624.00,140736.00,124971.00,668352.00,10721.00,10792.00,0.00,-71.00,125917.00,39318.00,-332477.00,244177.00,-248721.00,4544.00
2006:Q4,152008.00,-492.00,-72148.00,45274.00,158780.00,-10482.00,-11393.00,0.00,911.00,318024.00,50708.00,-527397.00,189741.00,-194353.00,4612.00
2007:Q1,150717.00,-252.00,181796.00,18839.00,23634.00,-26002.00,-22465.00,0.00,-3537.00,12285.00,-75911.00,-130418.00,146745.00,-151373.00,4628.00
2007:Q2,746513.00,-1924.00,508924.00,-214273.00,-71980.00,13094.00,12836.00,0.00,258.00,7443.00,-51418.00,497888.00,58759.00,-63531.00,4772.00
2007:Q3,101334.00,-1876.00,255580.00,94677.00,6315.00,2814.00,2044.00,0.00,771.00,-135937.00,-22346.00,20123.00,-118016.00,113288.00,4728.00
2007:Q4,-461673.00,-572.00,16836.00,121405.00,-825953.00,14159.00,12243.00,0.00,1916.00,-78317.00,2095.00,465089.00,-176415.00,171627.00,4788.00
2008:Q1,894621.00,-900.00,-191152.00,-85038.00,353554.00,-33594.00,-34514.00,0.00,919.00,46014.00,40080.00,817066.00,-51408.00,46524.00,4884.00
2008:Q2,-309290.00,-460.00,-352456.00,-147797.00,-755604.00,19825.00,22137.00,0.00,-2312.00,51432.00,-79819.00,1089980.00,-134391.00,129631.00,4760.00
2008:Q3,402043.00,-1180.00,-439952.00,1106.00,278192.00,1399.00,3925.00,0.00,-2526.00,61772.00,3930.00,625810.00,-129036.00,124264.00,4772.00
2008:Q4,520659.00,-760.00,-108004.00,411041.00,-892290.00,-8572.00,-4559.00,0.00,-4014.00,-54920.00,-231258.00,1507571.00,-102148.00,97264.00,4884.00
2009:Q1,957258.00,-14352.00,-91060.00,109179.00,-281741.00,-45126.00,-44988.00,0.00,-139.00,106331.00,1473.00,1294710.00,-122156.00,117236.00,4920.00
2009:Q2,477026.00,-668.00,129428.00,-26582.00,990733.00,42535.00,44034.00,0.00,-1499.00,47911.00,-98076.00,-507172.00,-101083.00,96127.00,4956.00
2009:Q3,1275094.00,-1548.00,185672.00,-159465.00,437258.00,-3490.00,-468.00,0.00,-3022.00,193052.00,47939.00,654868.00,-79193.00,74233.00,4960.00
2009:Q4,-389438.00,-908.00,-444352.00,134784.00,-221846.00,4931.00,4391.00,0.00,539.00,136740.00,-85404.00,105235.00,-18617.00,13621.00,4996.00
2010:Q1,-67842.00,-216.00,-204464.00,66895.00,30205.00,-54846.00,-52037.00,0.00,-2809.00,17511.00,-8935.00,148718.00,-62711.00,57815.00,4896.00
2010:Q2,798725.00,-1844.00,154596.00,-98582.00,-14641.00,46831.00,46994.00,0.00,-163.00,-43486.00,-18542.00,877520.00,-103125.00,98177.00,4948.00
2010:Q3,207081.00,-1932.00,119424.00,-82467.00,-1109.00,2324.00,1629.00,0.00,695.00,45065.00,18598.00,118244.00,-11066.00,6118.00,4948.00
2010:Q4,622258.00,-516.00,126504.00,217550.00,153353.00,1435.00,3435.00,0.00,-1999.00,-24562.00,-25715.00,213890.00,-39681.00,34773.00,4908.00
2011:Q1,348542.00,-992.00,140616.00,291173.00,-70350.00,-26596.00,-27705.00,0.00,1109.00,-54913.00,19345.00,10619.00,39640.00,-44084.00,4444.00
2011:Q2,170843.00,-652.00,-358076.00,-126728.00,-741.00,42022.00,42019.00,0.00,2.00,-98509.00,-59751.00,770926.00,2352.00,-6773.00,4421.00
2011:Q3,-1198336.00,-516.00,41508.00,-72811.00,-42664.00,-15935.00,-18083.00,0.00,2149.00,-53443.00,-25838.00,-1098901.00,70263.00,-74684.00,4421.00
2011:Q4,1381218.00,-464.00,-364500.00,-77635.00,246415.00,3553.00,3305.00,0.00,248.00,36783.00,34329.00,1479345.00,23391.00,-27746.00,4355.00
2012:Q1,1192555.00,-764.00,-75664.00,188951.00,437663.00,-23982.00,-23650.00,0.00,-332.00,29022.00,-10222.00,433354.00,214197.00,-218681.00,4484.00
2012:Q2,-186939.00,-512.00,-339756.00,-238229.00,-47695.00,43549.00,43960.00,0.00,-412.00,91932.00,-9853.00,149852.00,163775.00,-168326.00,4551.00
2012:Q3,1009702.00,-472.00,49012.00,90378.00,-259331.00,-14207.00,-15127.00,0.00,920.00,2736.00,19705.00,982684.00,139196.00,-143817.00,4621.00
2012:Q4,630297.00,-464.00,-194924.00,-18460.00,803.00,566.00,-2666.00,0.00,3232.00,115175.00,-58394.00,508584.00,277411.00,-282197.00,4787.00
2013:Q1,-325299.00,-880.00,92492.00,406952.00,-224509.00,-29648.00,-23462.00,0.00,-6186.00,-200527.00,3329.00,-527590.00,155082.00,-160375.00,5293.00
2013:Q2,-810802.00,-704.00,194964.00,-249093.00,-76818.00,42037.00,39880.00,0.00,2156.00,-160647.00,-102086.00,-664449.00,205995.00,-211216.00,5222.00
2013:Q3,-201421.00,-2148.00,-32652.00,-41071.00,103747.00,-11155.00,-14087.00,0.00,2932.00,-84342.00,-17142.00,-230018.00,113360.00,-118467.00,5107.00
2013:Q4,-283612.00,-636.00,-269912.00,110524.00,-93944.00,-4207.00,-566.00,0.00,-3642.00,-74024.00,47024.00,-55133.00,56697.00,-61698.00,5001.00
2014:Q1,488463.00,-1024.00,-1180.00,211675.00,12403.00,-21450.00,-24142.00,0.00,2692.00,14929.00,11770.00,66125.00,195216.00,-200291.00,5075.00
2014:Q2,400333.00,-856.00,-145004.00,-265580.00,-179669.00,39898.00,39943.00,0.00,-45.00,36384.00,-6563.00,664142.00,257582.00,-262687.00,5105.00
2014:Q3,449770.00,-1832.00,226240.00,139936.00,-124206.00,-14609.00,-11530.00,0.00,-3079.00,103236.00,22982.00,-144337.00,242360.00,-247528.00,5168.00
2014:Q4,-13123.00,-520.00,-451796.00,-274338.00,-151196.00,-375.00,241.00,0.00,-616.00,89466.00,50573.00,409002.00,316059.00,-321297.00,5238.00
2015:Q1,-295681.00,-1480.00,48832.00,323372.00,233370.00,-24883.00,-25029.00,0.00,145.00,-11782.00,-65059.00,-1093754.00,295705.00,-300914.00,5209.00
2015:Q2,-328175.00,-1316.00,-341980.00,-304371.00,-58371.00,39399.00,40036.00,0.00,-637.00,82689.00,-42489.00,90544.00,207720.00,-212872.00,5152.00
2015:Q3,109666.00,-1308.00,-178788.00,68995.00,137147.00,-12728.00,-11724.00,0.00,-1004.00,-24620.00,-8298.00,-101750.00,231015.00,-236092.00,5077.00
2015:Q4,200081.00,-964.00,-298776.00,-125591.00,152147.00,-2830.00,-3365.00,0.00,535.00,-47470.00,-10368.00,274126.00,259808.00,-264830.00,5022.00
2016:Q1,-154267.00,-636.00,165456.00,312271.00,-65950.00,-27033.00,-25841.00,0.00,-1192.00,1553.00,-53729.00,-745481.00,259281.00,-264309.00,5028.00
2016:Q2,-250090.00,-860.00,-196168.00,-336129.00,-71901.00,39048.00,39242.00,0.00,-194.00,-34907.00,-98439.00,230179.00,219086.00,-224155.00,5069.00
